HKUDS/ClawWork	claw
Harishwarrior/flutter-claude-skills	skills
HeshamFS/materials-simulation-skills	skills
HexRaysSA/ida-claude-plugins	claude
HoangNguyen0403/agent-skills-standard	skills
HorusGoul/eslint-plugin-react-render-types	plugin
IndianOldTurtledove/claude-skill-authoring	skill
Indie-Kit/nextjs-saas-starter	starter
IstiN/dmtools	tool
Jaganpro/sf-skills	skills
Jeffallan/claude-skills	skills
JustSteveKing/laravel-api-skill	skill
K-Dense-AI/claude-scientific-skills	skills
K-Dense-AI/claude-scientific-writer	claude
KaguraNanaga/document-format-skills	skills
Karanjot786/agent-skills-cli	skills
KimYx0207/Claudecode-Codex-Gemini	claude
LambdaTest/agent-skills	skills
LangConfig/langconfig	config
Lubu-Labs/langchain-agent-skills	skills
MadAppGang/claude-code	claude
Mann1988/awesome-claude-skills	skills
MassLab-SII/open-agent-skills	skills
MichaelZelbel/awesome-antigravity	awesome
MooseGoose0701/skill-compose	skill
NanmiCoder/claude-code-skills	skills
Narwhal-Lab/Skills-For-All-Agent	skills
Nateliason/send-to-openclaw	claw
NikiforovAll/lazyclaude	claude
NoEdgeAI/iphoneclaw	claw
Noizefield/audio-plugin-coder	plugin
OmidZamani/dspy-skills	skills
OneWave-AI/claude-skills	skills
OpenClaudia/openclaudia-skills	skills
PCIRCLE-AI/claude-code-buddy	claude
Piebald-AI/claude-code-system-prompts	claude
PlaiPin/rosclaw	claw
PleasePrompto/notebooklm-skill	skill
Pr0fe5s0r/LiteClaw	claw
ProperSAMA/openclaw-napcat-plugin	claw
Purple-Horizons/openclaw-voice	claw
QianjieTech/Open-ClaudeSkill	skill
Randroids-Dojo/skills	skills
ReScienceLab/opc-skills	skills
Redth/AndroidSdk.Tools	tool
Redth/AppleDev.Tools	tool
RinDevJunior/matterbridge-roborock-vacuum-plugin	plugin
Roasbeef/claude-agent-sdk-go	claude
RobThePCGuy/Claude-Patent-Creator	claude
SalesforceCommerceCloud/b2c-developer-tooling	tool
SawyerHood/gitclaw	claw
ShawhinT/ai-tutor-skill	skill
Shubhamsaboo/awesome-llm-apps	awesome
Siddhu7007/screen-time-api-agent-skill	skill
SingularGuyLeBorn/Awesome-CS336-NoteForEveryone	awesome
SocketDev/socket-registry	registry
SpillwaveSolutions/automating-mac-apps-plugin	plugin
StanleyChanH/Tushare-Finance-Skill-for-Claude-Code	skill
SteadfastAsArt/geoscience-skills	skills
SteelMorgan/cursor-anthropic-skills	skills
SterlingChin/postman-claude-skill	skill
SuperClaude-Org/SuperClaude_Framework	claude
SynaLinks/synalinks-skills	skills
Synaptic-Labs-AI/PACT-Plugin	plugin
TechDufus/oh-my-claude	claude
TechNickAI/ai-coding-config	config
TeraSky-OSS/backstage-plugins	plugin
TermiX-official/cryptoclaw	claw
TheDecipherist/claude-code-mastery-project-starter-kit	starter
TheMattBerman/x-algo-skill	skill
Till-Crazy-Tears-Us-Apart/Claude-Code-Engineering-Suite	claude
TinyAGI/tinyclaw	claw
TomLeeLive/openclaw-unity-plugin	claw
Tony363/SuperClaude	claude
TreyDong/banana-skills	skills
Uniswap/ai-toolkit	tool
UseAI-pro/openclaw-skills-security	skills
VCnoC/Claude-Code-Zen-mcp-Skill-Work	skill
Viniciuscarvalho/swift-code-reviewer-skill	skill
Vvkmnn/claude-vigil-mcp	claude
Vvkmnn/claude-praetorian-mcp	claude
Vvkmnn/claude-historian-mcp	claude
WaterplanAI/agentic-config	config
WilliamSaysX/skill-forge	skill
XiaomingX/awesome-hacker-tools	awesome
Xueheng-Li/openclaw-wechat	claw
Yeachan-Heo/oh-my-claudecode	claude
YeSongYun/openclaw-cn	claw
ZeroPointRepo/youtube-skills	skills
ZhangHanDong/cowork-skills	skills
ZhanlinCui/Agent-Skills-Hunter	skills
ZhenHuangLab/collaborating-with-claude-code	claude
a-pavithraa/springboot-skills-marketplace	skills
abagames/claude-one-button-game-creation	claude
adithya-s-k/manim_skill	skill
adongguo/openclaw-dingtalk	claw
aedev-tools/adobe-agent-skills	skills
aeromomo/claw-compactor	claw
affaan-m/everything-claude-code	claude
agentic-community/mcp-gateway-registry	registry
agentregistry-dev/agentregistry	registry
ahmed-lakosha/odoo-plugins	plugin
ahmed3elshaer/everything-claude-code-mobile	claude
ahmedesa/laravel-api-tool-kit	tool
ailabs-393/ai-labs-claude-skills	skills
albumentations-team/albumentations_examples	example
alchaincyf/glm-claude	claude
alexgrebeshok-coder/skill-matcher	skill
algorand-devrel/algorand-agent-skills	skills
alirezarezvani/claude-cto-team	claude
alirezarezvani/claude-code-skill-factory	skill
alirezarezvani/ClaudeForge	claude
alirezarezvani/claude-skills	skills
ameyalambat128/swiftui-skills	skills
anchildress1/awesome-github-copilot	awesome
andrewjiang/HoloClawd-Open-Firmware	claw
aniketpanjwani/payload-plugin-email-newsletter	plugin
anilcancakir/laravel-ai-sdk-skills	skills
antfu/skills	skills
anthropics/knowledge-work-plugins	plugin
anthropics/financial-services-plugins	plugin
antvis/chart-visualization-skills	skills
anysiteio/agent-skills	skills
anza-xyz/kit-plugins	plugin
aperepel/textual-tui-skill	skill
applied-artificial-intelligence/claude-code-toolkit	claude
aref-vc/excalidraw-skill	skill
artwist-polyakov/polyakov-claude-skills	skills
assistant-ui/tool-ui	tool
astonysh/OpenClaw-DeepReeder	claw
athola/claude-night-market	claude
awesome-skills/code-review-skill	skill
awni/mlx-skills	skills
aws-samples/sample-strands-agents-agentskills	skills
awslabs/agent-plugins	plugin
axivo/claude	claude
aymenfurter/polyclaw	claw
backstage/community-plugins	plugin
bacoco/BMad-Skills	skills
backbay-labs/clawdstrike	claw
badlogic/pi-skills	skills
bahayonghang/my-claude-code-settings	claude
balintbrews/canvas-starter	starter
bamzc/claude-skills-frontend	skills
barkain/claude-code-workflow-orchestration	claude
bartstc/vite-ts-react-template	template
base44/skills	skills
basher83/lunar-claude	claude
benswift/.dotfiles	dotfiles
bkircher/skills	skills
blessonism/openclaw-search-skills	skills
bobmatnyc/claude-mpm-skills	skills
bobmatnyc/mcp-skillset	skills
borghei/Claude-Skills	skills
boshi-xixixi/TraeSkill	skill
brainqub3/claude_code_RLM	claude
braintrustdata/braintrust-claude-plugin	claude
brimtown/claude-fortress	claude
buildatscale-tv/gemini-skills	skills
bybren-llc/story-systems-template	template
cashubtc/cashu-skill	skill
castle-x/skills-x	skills
catlog22/Claude-Code-Workflow	claude
cgaeking/ClawRouter	claw
christian289/dotnet-with-claudecode	claude
christiananagnostou/skillbox	skill
cinience/alicloud-skills	skills
cj-vana/claude-swarm	claude
ckelsoe/claude-skill-prompt-architect	skill
claude-world/claude-skill-antivirus	skill
clawbernetes/clawbernetes	claw
cmb211087/azure-diagrams-skill	skill
cnemri/google-genai-skills	skills
codee-sh/medusa-plugin-automations	plugin
codewithmukesh/dotnet-claude-kit	claude
coinbase/agentic-wallet-skills	skills
conorluddy/ios-simulator-skill	skill
conorluddy/xclaude-plugin	claude
coreyhaines31/marketingskills	skills
cosformula/douban-sync-skill	skill
crafter-station/skills	skills
crimeacs/claude-note	claude
cubenlp/ChatTool	tool
curiositech/some_claude_skills	skills
d-kimuson/claude-code-viewer	claude
daamitt/skill-issue	skill
daaain/claude-code-log	claude
dacharyc/skill-validator	skill
danielmiessler/PAIPlugin	plugin
dariushoule/x64dbg-skills	skills
darraghh1/my-claude-setup	setup
datadrivenconstruction/DDC_Skills_for_AI_Agents_in_Construction	skills
davepoon/buildwithclaude	claude
davidvkimball/obsidian-dev-skills	skills
davila7/claude-code-templates	template
daymade/claude-code-skills	skills
dbt-labs/dbt-agent-skills	skills
deepgram/dglabs-deepclaw	claw
denoland/skills	skills
dev-proxy-tools/toolkit	tool
devoxx/DevoxxGenieIDEAPlugin	plugin
dgunning/edgartools	tool
dhanababum/mcpskills-cli	skills
digitalsamba/claude-code-video-toolkit	claude
dinesh-git17/claudehome	claude
dpconde/claude-android-skill	skill
dragosroua/claude-content-skills	skills
drandyhaas/KiCadRoutingTools	tool
dreamiurg/claude-mountaineering-skills	skills
drewipson/claude-code-config	config
dubuqingfeng/dotfiles	dotfiles
dvdsgl/claude-canvas	claude
dylantarre/design-system-skills	skills
egebese/skill-manager	skill
ejirocodes/vite-plugin-asset-manager	plugin
elb-pr/claudikins-tool-executor	tool
elevenlabs/skills	skills
elithrar/dotfiles	dotfiles
emdashcodes/claude-code-plugins	claude
ephemeraldew/skill_mcp	skill
eth0izzle/security-skills	skills
eugenepyvovarov/things3-agent-skill	skill
evan043/claude-cli-advanced-starter-pack	starter
excatt/superclaude-plusplus	claude
expo/skills	skills
fcakyon/claude-codex-settings	claude
feedtailor/ccskill-nanobanana	skill
felixrieseberg/claude-coach	claude
firebase/agent-skills	skills
firebase/firebase-tools	tool
first-fluke/fullstack-starter	starter
fkesheh/skill-mcp	skill
fleurytian/awesome-claude-skills	skills
forsonny/The-Crucible-Writing-System-For-Claude	claude
fractalmind-ai/agent-manager-skill	skill
framer/plugins	plugin
freema/firefox-devtools-mcp	tool
freema/openclaw-mcp	claw
fullstackhero/dotnet-starter-kit	starter
gaoziman/claude-context-manager	claude
gapmiss/obsidian-plugin-skill	skill
getsentry/skills	skills
github/awesome-copilot	awesome
gked2121/claude-skills	skills
gl0bal01/malware-analysis-claude-skills	skills
gleanwork/claude-plugins	claude
gmh5225/awesome-game-security	awesome
gmickel/gmickel-claude-marketplace	claude
gohypergiant/standard-toolkit	tool
google-labs-code/stitch-skills	skills
googleapis/genai-toolbox	tool
gotalab/skillport	skill
grafana/plugin-tools	plugin
greyhaven-ai/claude-code-config	config
guanyang/antigravity-skills	skills
guinacio/claude-image-gen	claude
hanyki111/memory_tool	tool
hao-cyber/skill-evolution	skill
haowjy/creative-writing-skills	skills
happycastle114/oh-my-openclaw	claw
happycapy-ai/Happycapy-skills	skills
harlan-zw/skilld	skill
harperaa/bastionclaw	claw
hay-kot/scaffold	scaffold
hc-tec/my-collection-skills	skills
heeyo-life/skillboss-skills	skills
henry-y/openclaw-paper-tools	claw
heyitsnoah/claudesidian	claude
hongsw/plugin-for-claude-research	claude
hookdeck/webhook-skills	skills
huggingface/skills	skills
huifer/skill-security-scan	skill
huseyindeniz/vite-react-dapp-template	template
hvwin8/ClawX	claw
hyperlane-xyz/hyperlane-registry	registry
iSerter/laravel-claude-agents	claude
iamzhihuix/happy-claude-skills	skills
iamzifei/linkedin-article-publisher-skill	skill
iamzifei/wechat-article-publisher-skill	skill
ianyimi/payloadcms-redis-plugin	plugin
iblai/iblai-openclaw-router	claw
imxv/Pretty-mermaid-skills	skills
inerba/filament-db-config	config
instavm/open-skills	skills
ios-xr/xrd-tools	tool
irahardianto/awesome-agv	awesome
isjiamu/jiamu-skills	skills
itsmostafa/aws-agent-skills	skills
jMerta/codex-skills	skills
jaktestowac/awesome-copilot-for-testers	awesome
jamesjlundin/full-stack-web-and-mobile-template	template
jamiebrynes7/obsidian-todoist-plugin	plugin
jasonkneen/agent-skills	skills
jcaw/talon_config	config
jdubois/dr-jskill	skill
jduncan-rva/skill-porter	skill
jefflester/claude-skills-supercharged	skills
jeremy0x/meta-tag-boilerplate	boilerplate
jezweb/claude-skills	skills
jkitchin/skillz	skill
jleechanorg/claude-commands	claude
jmanhype/claude-code-plugin-marketplace	claude
joe-re/eyes-on-claude-code	claude
joelazar/dotfiles	dotfiles
johnrogers/claude-swift-engineering	claude
jontsai/openclaw-command-center	claw
joshuadavidthomas/opencode-agent-skills	skills
jshchnz/claude-code-scheduler	claude
julianobarbosa/claude-code-skills	skills
julianromli/droid-factory-template	template
jykim/claude-obsidian-skills	skills
kaichen/amap-skill	skill
kangarooking/x-skills	skills
kanyun-inc/reskill	skill
kappa9999/ClawShield	claw
kdpa-llc/local-skills-mcp	skills
kedbin/opencode-skills	skills
kellyclaudeai/openclaw-deck	claw
kevintsengtw/dotnet-testing-agent-skills	skills
kill136/claude-code-open	claude
kingchun1991/nextjs-chakra-starter-blog	starter
koreyba/Claude-Skill-pdf-to-epub	skill
kousen/claude-code-training	claude
krispuckett/skill-issue	skill
kshidenko/openclaw-mem0-v2	claw
ktao732084-arch/openclaw_memory_supersystem-v1.0	claw
kubony/claude-knowledge-graph	claude
kylehughes/the-unofficial-swift-concurrency-migration-skill	skill
kylehughes/the-unofficial-swift-programming-language-skill	skill
kylesnowschwartz/claude-bumper-lanes	claude
lackeyjb/claude-conductor	claude
lackeyjb/playwright-skill	skill
langfuse/skills	skills
lasso-security/claude-hooks	claude
lattifai/omni-captions-skills	skills
lauroguedes/mary-ui-starter-kit	starter
leegonzales/AISkills	skills
leeovery/claude-laravel	claude
lexler/skill-factory	skill
lifangda/claude-plugins	claude
life-exe/UnrealOpenAIPlugin	plugin
liqiongyu/lenny_skills_plus	skills
liteclaw/liteclaw	claw
littleben/awesomeAgentskills	skills
livekit-examples/agent-starter-node	starter
livekit-examples/agent-starter-python	starter
liwoo/goravel-inertia-tw-starter	starter
lllooollpp/clawdbot-cn	claw
lsp-client/lsp-skill	skill
luongnv89/claude-howto	claude
m1heng/clawdbot-feishu	claw
machina-sports/sports-skills	skills
mahidalhan/claude-hacks	claude
majiayu000/claude-skill-registry	skill
mapbox/mapbox-agent-skills	skills
marcioaltoe/claude-craftkit	claude
marswei/seaseed-clawerse	claw
martinemde/skillet	skill
masuP9/a11y-specialist-skills	skills
max-sixty/jean-claude	claude
maxvaega/skillkit	skill
maxvaega/awesome-skills	skills
mcollina/skills	skills
meetrais/claude-agent-skills	skills
melodic-software/claude-code-plugins	claude
memovai/mimiclaw	claw
memvid/claude-brain	claude
microclaw/microclaw	claw
microsoft/Agent365-devTools	tool
microsoft/power-platform-skills	skills
microsoft/skills	skills
mims-harvard/ToolUniverse	tool
mintuz/claude-plugins	claude
mkdelta221/claude-cortex	claude
mksglu/claude-context-mode	claude
mlolson/claude-spp	claude
mlunato47/claude-grc-plugin	claude
mohitmishra786/low-level-dev-skills	skills
molefrog/skills	skills
moritalous/claude-code-on-agentcore	claude
mosaxiv/clawlet	claw
mskelton/eslint-plugin-playwright	plugin
multivmlabs/ralph-starter	starter
muratcankoylan/Agent-Skills-for-Context-Engineering	skills
namastexlabs/automagik-tools	tool
natnew/Awesome-Prompt-Engineering	awesome
navotvolkgroundup/groundup-toolkit	tool
nclamvn/openclawvn	claw
nearai/ironclaw	claw
neondatabase/agent-skills	skills
netresearch/jira-skill	skill
neutree-ai/openapi-to-skills	skills
nextlevelbuilder/ui-ux-pro-max-skill	skill
nibzard/awesome-agentic-patterns	awesome
ninehills/skills	skills
nirholas/bnb-chain-toolkit	tool
nlelouche/Unity3D-AntiGravitySkills	skills
norsizu/comfyui-zimage-skill	skill
notedit/happy-skills	skills
notum-cz/strapi-next-monorepo-starter	starter
numman-ali/n-skills	skills
nuxt-modules/mcp-toolkit	tool
nwp/suno-song-creator-plugin	plugin
nyosegawa/skills	skills
oaustegard/claude-skills	skills
ognjengt/founder-skills	skills
ojowwalker77/Claude-Matrix	claude
okwinds/skills-runtime-sdk	skills
oliver-kriska/claude-elixir-phoenix	claude
olliepro/Codex-Reflect-Skill	skill
omer-metin/skills-for-antigravity	skills
onmax/npm-agentskills	skills
op7418/Youtube-clipper-skill	skill
op7418/Document-illustrator-skill	skill
openclaw/openclaw	claw
openxjarvis/openclaw-python	claw
ourines/worktree-task-plugin	plugin
oyjt/uniapp-vue3-template	template
paiml/paiml-mcp-agent-toolkit	tool
paid-tw/skills	skills
parallax-ai-llc/claude-orchestrator	claude
parcadei/Continuous-Claude-v3	claude
paulrobello/claude-office	claude
pchalasani/claude-code-tools	claude
pepicrft/openclaw-plugin-loom	claw
peteromallet/dataclaw	claw
pheuter/claude-agent-desktop	claude
photostructure/exiftool-vendored.js	tool
phughesmcr/deno-mcp-template	template
pinecone-io/pinecone-claude-code-plugin	claude
piotrski/agent-react-devtools	tool
polyipseity/obsidian-plugin-library	plugin
pomerium/chatgpt-app-typescript-template	template
popup-studio-ai/bkit-claude-code	claude
posit-dev/skills	skills
pproenca/dot-skills	skills
prajapatimehul/claude-aws-cost-saver	claude
pranavred/claude-code-documentation-skill	skill
profbernardoj/everclaw-community-branches	claw
qhkm/zeptoclaw	claw
qwibitai/nanoclaw	claw
ramakay/claude-self-reflect	claude
rameerez/claude-code-startup-skills	skills
ranacseruet/clawphone	claw
raugadh/fila-starter	starter
rbarcante/claude-conductor	claude
rcarmo/piclaw	claw
repo-phuocdt/prompt-engineer-skill	skill
rfxlamia/claude-skillkit	skill
riba2534/happyclaw	claw
ricoberger/grafana-kubernetes-plugin	plugin
rickybloomfield/OuraClaw	claw
rmyndharis/antigravity-skills	skills
robertguss/claude-code-toolkit	claude
robipop22/openclaw-memory	claw
rohitg00/awesome-claude-code-toolkit	awesome
rohitg00/skillkit	skill
rscheiwe/open-skills	skills
rstackjs/agent-skills	skills
runkids/skillshare	skills
rwjdk/AgentFrameworkToolkit	tool
ryanbbrown/revealjs-skill	skill
ryanlyn/readwise-skill	skill
saleor/configurator	config
saloonphp/laravel-plugin	plugin
sanity-io/agent-toolkit	tool
sanjay3290/ai-skills	skills
scaffold-eth/scaffold-eth-2	scaffold
scottfalconer/self-learning-skills	skills
secondsky/claude-skills	skills
sendaifun/skills	skills
sepivip/claude-skill-bog-payment-gateway	skill
severity1/claude-code-auto-memory	claude
severity1/claude-code-prompt-improver	claude
shanselman/nightscout-cgm-skill	skill
shareAI-lab/learn-claude-code	claude
shareAI-lab/shareAI-skills	skills
shinpr/ai-coding-project-boilerplate	boilerplate
shynlee04/hivemind-plugin	plugin
siberiacancode/agent-skills	skills
sickn33/antigravity-awesome-skills	skills
singularityhacker/bank-skills	skills
sjnims/cc-plugin-eval	plugin
skanehira/rust-cli-template	template
skillcreatorai/Ai-Agent-Skills	skills
skilluse/skilluse	skill
slhleosun/EvoClaw	claw
smallnest/goclaw	claw
smallnest/goskills	skills
smerchek/claude-epub-skill	skill
softaworks/agent-toolkit	tool
solana-clawd/openclaw-solana-plugins	claw
solar-luna/Fully-automatic-article-generation-skill	skill
solatis/claude-config	config
sonofmagic/monorepo-template	template
specstoryai/agent-skills	skills
spring-ai-alibaba/examples	example
sruthir28/enterprise-ai-skills	skills
sstklen/claude-api-cost-optimization	claude
stackblitz/starters	starter
stacklok/toolhive	tool
stacklok/toolhive-catalog	tool
stacklok/toolhive-cloud-ui	tool
stacklok/toolhive-registry-server	registry
stacklok/toolhive-studio	tool
staruhub/ClaudeSkills	skills
study8677/antigravity-workspace-template	template
sugarforever/01coder-agent-skills	skills
supabase/agent-skills	skills
swiftwasm/skills	skills
syphax/openclaw-tools	claw
taco-devs/clawkeep	claw
team-attention/plugins-for-claude-natives	claude
tech-shrimp/agent-skills-examples	skills
tenequm/claude-plugins	claude
terramate-io/agent-skills	skills
terrylica/cc-skills	skills
terryso/bmad-starter-kit	starter
thedaviddias/skill-check	skill
thomasgauvin/claude-agent-sdk-in-cloudflare-containers	claude
tiero/claw-cash	claw
tilework-tech/nori-skillsets	skills
timothywarner-org/claude-code	claude
tkersey/dotfiles	dotfiles
todofixthis/class-registry	registry
trading212-labs/agent-skills	skills
transilienceai/communitytools	tool
travisjneuman/.claude	claude
tripleyak/SkillForge	skill
tsale/awesome-dfir-skills	skills
turmyshevd/openclawgotchi	claw
twwch/OpenSkills	skills
typefully/agent-skills	skills
ucsandman/DashClaw	claw
udapy/rust-agentic-skills	skills
unclecatvn/agent-skills	skills
uni-helper/skills	skills
untitled-data-company/data-skills	skills
uw-ssec/rse-plugins	plugin
vallafederico/webflow-dev-setup	setup
varadhjain/granola-claude-plugin	claude
vasylenko/claude-desktop-extension-bear-notes	claude
veelenga/claude-mermaid	claude
vercel-labs/bash-tool	tool
vercel/examples	example
vitejs/devtools	tool
vnicolescu/claude-expert-skill-creator	skill
vueuse/skills	skills
w00ing/seer-skill	skill
warpdotdev/oz-skills	skills
waynesutton/convexskills	skills
wbern/claude-instructions	claude
weaviate/agent-skills	skills
wednesday-solutions/ai-agent-skills	skills
wieslawsoltes/xaml-csharp-development-skill-for-avalonia	skill
wlzh/skills	skills
wrsmith108/linear-claude-skill	skill
wshuyi/x-article-publisher-skill	skill
x-cmd/skill	skill
xavimondev/hubdev.tools	tool
xenitV1/claude-code-maestro	claude
xirothedev/agent-skills	skills
xmtplabs/xmtp-agent-examples	example
xu-xiang/everything-claude-code-zh	claude
yellow-hammer/vscode-1c-platform-tools	tool
yizhiyanhua-ai/zimage-skill	skill
yorkeccak/scientific-skills	skills
youdotcom-oss/dx-toolkit	tool
youngkent/clawtime	claw
yunix-kyopro/visualizer-template-public	template
yunshu0909/yunshu_skillshub	skills
yusufkaraaslan/Skill_Seekers	skill
z-soulx/ai-toolkit	tool
zai-org/zai-coding-plugins	plugin
zcf0508/unplugin-devpilot	plugin
zenobi-us/dotfiles	dotfiles
zeroclaw-labs/zeroclaw	claw
zh-xx/legal-assistant-skills	skills
zhe-qi/clhoria-template	template
zjunlp/SkillNet	skill
zocomputer/skills	skills
zscole/model-hierarchy-skill	skill
zubair-trabzada/geo-seo-claude	claude
1sadjlk/bounty-hunter-skill	skill
AgriciDaniel/claude-shorts	claude
Amanbh997/Urban-Design-Skills-Claude	skills
ChenKuanSun/openclaw-p2p	claw
CyberImmortal/clawdrive	claw
DAnonyvinciT/akshare-stock-skill	skill
Dailiduzhou/cocos-creator-dev-skill	skill
Lombiq/Tailwind-Agent-Skills	skills
ManageXR/claude-unity-bridge	claude
Randroids-Dojo/Godot-Claude-Skills	skills
TheQmaks/areclaw	claw
Yrzhe/claude-skills	skills
ab604/claude-code-r-skills	skills
agentscope-ai/agentscope-skills	skills
ai-evos/agent-skills	skills
alex-feel/claude-code-toolbox	claude
alexdcd/Mafia-Claude-Skills	skills
base/skills	skills
blessonism/openclaw-skills	skills
chainstacklabs/polyclaw	claw
chjm-ai/stock-daily-analysis-skill	skill
cyrilliu1974/Clawdbot-Next	claw
davidortinau/MauiBootstrapTheme	bootstrap
dongshuyan/openclaw-zh	claw
framix-team/openclaw-tavily	claw
google-labs-code/jules-skills	skills
guia-matthieu/clawfu-skills	skills
hamr0/agentic-toolkit	tool
ibreez3/xiaohongshu-skill	skill
jacksonjp0311-gif/Clawbot-skills	skills
joelazar/kagi-skills	skills
kingbootoshi/nano-banana-2-skill	skill
letzdoo/claude-marketplace	claude
lpigeon/ros-skill	skill
mukul975/Anthropic-Cybersecurity-Skills	skills
neul-labs/openclawMU	claw
nj19257/FastSkills	skills
pass-with-high-score/devtool-web	tool
rudybear/renderdoc-skill	skill
shining319/claude-code-single-person-workflow	claude
skala-io/legal-skills	skills
streamlit/agent-skills	skills
swizardlv/openclaw_openviking_skill	skill
zhanghaonan777/Seedance2-skill	skill
