0xBigBoss/claude-code	claude
0xrdan/claude-router	claude
ABCFed/claude-marketplace	claude
ALT-F4-LLC/dotfiles.vorpal	dotfiles
ARM-software/Tool-Solutions	tool
AbYousef739/clawcache-free	claw
Agent-3-7/agent37-skills-collection	skills
AgriciDaniel/claude-ads	claude
AgriciDaniel/claude-blog	claude
AgiFlow/claude-code-prompt-analysis	claude
AgriciDaniel/claude-seo	claude
AlteredCraft/claude-code-plugins	claude
AmadeusITGroup/prompt-registry	registry
AmrDab/clawd-cursor	claw
AndyBold/obsidian-openclaw	claw
Anemll/anemllclaw	claw
ArabelaTso/Skills-4-SE	skills
ArtemXTech/personal-os-skills	skills
Asif2BD/JARVIS-Mission-Control-OpenClaw	claw
AvivK5498/The-Claude-Protocol	claude
Azure/AppConfiguration-KubernetesProvider	config
Azure/azure-api-management-policy-toolkit	tool
BEARLY-HODLING/claude-canvas	claude
BankrBot/claude-plugins	claude
BayramAnnakov/chatgpt-app-skill	skill
BayramAnnakov/claude-reflect	claude
Besty0728/Unity-Skills	skills
BlockRunAI/ClawRouter	claw
BluebagAI/skills	skills
BrownFineSecurity/picocom-claude-skill	skill
CefBoud/MonClaw	claw
CharlesHoskinson/dancesWithClaws	claw
Charles5277/nuxt-supabase-starter	starter
ChenKuanSun/openclaw-world	claw
ChromeDevTools/chrome-devtools-mcp	tool
Clawland-AI/Geneclaw	claw
CleverCloud/clever-tools	tool
ClickHouse/agent-skills	skills
CloudAI-X/claude-workflow-v2	claude
ClutchEngineering/coach-claude	claude
CodeAlive-AI/agents-reflection-skills	skills
Comfy-Org/workflow_templates	template
CommandCodeAI/agent-skills	skills
CommanderZed/Physiclaw	claw
ComposioHQ/openclaw-composio	claw
ComposioHQ/open-claude-cowork	claude
DavinciEvans/bilibili-subtitle-download-skill	skill
DeL-TaiseiOzaki/claude-code-orchestra	claude
Degenapetrader/EVClaw	claw
Dev-GOM/claude-code-marketplace	claude
Dianel555/DSkills	skills
DougTrajano/pydantic-ai-skills	skills
Dwolla/integration-examples	example
EXboys/skilllite	skill
ElliotJLT/Claude-Skill-Potions	skill
EncrEor/rlm-claude	claude
Enderfga/openclaw-claude-code-skill	skill
EveryInc/compound-engineering-plugin	plugin
Everyone-Needs-A-Copilot/claude-copilot	claude
Evil0ctal/Reverse-Engineering-Online-Toolkit	tool
Fergana-Labs/claude_agent_desktop	claude
Fujigo-Software/f5-framework-claude	claude
GAIK-project/gaik-toolkit	tool
GPTomics/bioSkills	skills
Geeksfino/openskills	skills
Geeksfino/finskills	skills
GenTelLab/trustclaw	claw
GenerativeAgents/claude-code-book-chapter8	claude
GongLingRui/screen-creative-skills	skills
GreenSheep01201/claw-empire	claw
GregTheGreek/claude-obsidian	claude
