language,rank,repo,skill_count,stars,forks,commits,contributors
Python,24,SimHacker/moollm,127,30,4,,
Python,25,athola/claude-night-market,126,181,18,,
Python,26,cinience/alicloud-skills,125,186,10,,
Python,27,zjunlp/SkillNet,122,64,3,,
Python,28,gked2121/claude-skills,115,21,6,,
Python,29,giuseppe-trisciuoglio/developer-kit,110,113,8,,
Python,30,borghei/Claude-Skills,109,10,3,,
Python,31,pproenca/dot-skills,100,46,3,,
Python,32,julianobarbosa/claude-code-skills,95,18,0,,
Python,33,anthropics/knowledge-work-plugins,91,7938,819,,
Python,34,liqiongyu/lenny_skills_plus,88,21,2,,
Python,35,existential-birds/beagle,87,27,4,,
Python,36,softaworks/agent-toolkit,86,677,53,,
Python,37,openshift-eng/ai-helpers,84,41,207,,
Python,38,K-Dense-AI/claude-scientific-writer,81,873,97,,
Python,39,okwinds/skills-runtime-sdk,80,20,1,,
Python,40,ancoleman/ai-design-components,76,290,44,,
Python,41,openxjarvis/openclaw-python,70,26,6,,
Python,42,mims-harvard/ToolUniverse,69,1028,162,,
Python,43,williamzujkowski/standards,67,12,0,,
Python,44,Jeffallan/claude-skills,66,3730,225,,
Python,45,proffesor-for-testing/sentinel-api-testing,65,34,8,,
Python,46,matteocervelli/llms,64,19,2,,
Python,47,GongLingRui/screen-creative-skills,62,33,19,,
Python,48,alishangtian/proteus-ai,62,11,7,,
Python,49,johnson7788/BusinessBot,60,43,6,,
Python,50,guanyang/antigravity-skills,59,309,62,,
Python,51,ailabs-393/ai-labs-claude-skills,54,309,77,,
Python,52,anthropics/financial-services-plugins,53,928,85,,
Python,53,adelpro/quran-search-engine,51,12,20,,
Python,54,soimy/atlasify,51,35,5,,
Python,55,ninehills/skills,50,163,19,,
Python,56,ZhanlinCui/Agent-Skills-Hunter,49,68,10,,
Python,57,trohitg/MachinaOS,48,10,1,,
Python,58,leandrosilvaferreira/gitai,47,35,3,,
Python,59,skillcreatorai/Ai-Agent-Skills,47,842,92,,
Python,60,LambdaTest/agent-skills,46,32,4,,
Python,61,OpenHands/extensions,46,58,13,,
Python,62,xenitV1/Antigravity-Workflows,46,121,21,,
Python,63,oaustegard/claude-skills,45,103,3,,
Python,64,jkitchin/skillz,44,14,2,,
Python,65,thapaliyabikendra/ai-artifacts,44,11,3,,
Python,66,leegonzales/AISkills,43,20,5,,
Python,67,mikeOnBreeze/cc-crossbeam,43,67,25,,
Python,68,oliver-kriska/claude-elixir-phoenix,43,52,5,,
Python,69,CommandCodeAI/agent-skills,42,20,1,,
Python,70,Ibrahim-3d/conductor-orchestrator-superpowers,42,230,24,,
Python,71,daymade/claude-code-skills,42,603,82,,
Python,72,bahayonghang/my-claude-code-settings,41,10,0,,
Python,73,ElliotJLT/Claude-Skill-Potions,39,49,2,,
Python,74,Fu-Jie/openwebui-extensions,39,79,7,,
Python,75,Fujigo-Software/f5-framework-claude,38,17,7,,
Python,76,Kilo-Org/kilo-marketplace,38,37,11,,
Python,77,Tony363/SuperClaude,38,14,0,,
Python,78,WaterplanAI/agentic-config,38,23,4,,
Python,79,tkersey/dotfiles,38,42,1,,
Python,80,excatt/superclaude-plusplus,37,10,0,,
Python,81,jpoley/flowspec,37,12,1,,
Python,82,j5ik2o/okite-ai,36,38,2,,
Python,83,SteadfastAsArt/geoscience-skills,35,12,1,,
Python,84,kivo360/OmoiOS,35,26,1,,
Python,85,lhl/realitycheck,35,10,0,,
Python,86,transilienceai/communitytools,35,41,5,,
Python,87,MooseGoose0701/skill-compose,34,1001,89,,
Python,88,basher83/lunar-claude,34,13,1,,
Python,89,jezweb/claude-skills,34,538,40,,
Python,90,kasperjunge/agent-resources,34,403,30,,
Python,91,prowler-cloud/prowler,34,13099,2011,,
Python,92,sfc-gh-dflippo/snowflake-dbt-demo,34,28,8,,
Python,93,aitytech/agentkits-marketing,32,310,33,,
Python,94,greyhaven-ai/claude-code-config,32,19,2,,
Python,95,hamr0/agentic-toolkit,32,12,2,,
Python,96,happycapy-ai/Happycapy-skills,32,40,3,,
Python,97,yazelin/ching-tech-os,32,19,7,,
Python,98,boshi-xixixi/TraeSkill,31,66,17,,
Python,99,huangrt01/CS-Notes,31,3944,484,,
Python,100,2025Emma/vibe-coding-cn,30,12670,1407,,
Rust,1,frumu-ai/tandem,117,67,7,,
Rust,2,Goldziher/spikard,73,101,4,,
Rust,3,loonghao/auroraview,45,25,3,,
Rust,4,pacphi/sindri,45,10,4,,
Rust,5,agent-sh/agnix,41,60,4,,
Rust,6,Finesssee/linear-cli,38,31,8,,
Rust,7,ruvnet/ruvector,37,1007,144,,
Rust,8,rivet-dev/rivet,33,5031,154,,
Rust,9,ruvnet/ruv-FANN,30,313,90,,
Rust,10,ruvnet/midstream,26,61,20,,
Rust,11,agenticsorg/lean-agentic,25,44,6,,
Rust,12,zerx-lab/rmx,22,28,0,,
Rust,13,loonghao/vx,21,16,2,,
Rust,14,Creatiwity/siren,20,20,1,,
Rust,15,BA-CalderonMorales/terminal-jarvis,19,120,16,,
Rust,16,Hmbown/MiniMax-CLI,19,10,2,,
Rust,17,backbay-labs/clawdstrike,19,177,17,,
Rust,18,bolivian-peru/os-moda,17,62,8,,
Rust,19,mikeyobrien/ralph-orchestrator,17,1913,198,,
Rust,20,vicanso/zedis,15,1695,38,,
Rust,21,EXboys/skilllite,14,35,3,,
Rust,22,clawbernetes/clawbernetes,14,30,0,,
Rust,23,ZhangHanDong/cowork-skills,13,27,4,,
Rust,24,byteowlz/oqto,12,25,1,,
Rust,25,nwiizo/cargo-coupling,12,66,2,,
Rust,26,Geeksfino/openskills,11,24,3,,
Rust,27,antinomyhq/forge,11,4562,1164,,
Rust,28,majiayu000/litellm-rs,11,20,4,,
Rust,29,microclaw/microclaw,11,403,60,,
Rust,30,tursodatabase/turso,11,17519,744,,
Rust,31,fjrevoredo/mini-diarium,10,209,10,,
Rust,32,mofa-org/mofa-studio,10,11,24,,
Rust,33,nanvix/nanvix,10,207,104,,
Rust,34,raphaelmansuy/edgequake,10,616,78,,
Rust,35,ricardoquesada/regenerator2000,10,24,2,,
Rust,36,JamieMason/syncpack,9,1937,68,,
Rust,37,berrzebb/zeroquant,9,11,9,,
Rust,38,cyberfabric/cyberfabric-core,9,44,51,,
Rust,39,gotempsh/temps,9,169,5,,
Rust,40,govctl-org/govctl,9,75,5,,
Rust,41,peteonrails/voxtype,9,411,25,,
Rust,42,r3bl-org/r3bl-open-core,9,460,30,,
Rust,43,slvDev/weasel,9,25,1,,
Rust,44,tari-project/tari-ootle,9,22,25,,
Rust,45,washanhanzi/connectrpc-axum,9,19,1,,
Rust,46,biomejs/biome,8,23817,875,,
Rust,47,decentpaste/decentpaste,8,154,7,,
Rust,48,doraemonkeys/sloc-guard,8,18,2,,
Rust,49,elodin-sys/elodin,8,508,29,,
Rust,50,rust-works/succinctly,8,44,2,,
Rust,51,trymirai/uzu,8,1437,43,,
Rust,52,udapy/rust-agentic-skills,8,13,4,,
Rust,53,0xPlaygrounds/rig,7,6128,666,,
Rust,54,Open-Quant/openquant,7,28,3,,
Rust,55,ZhangHanDong/agent-teams-rs,7,13,4,,
Rust,56,bearcove/pikru,7,24,1,,
Rust,57,brwse/earl,7,89,3,,
Rust,58,coltonbatts/VCR,7,19,0,,
Rust,59,dmmulroy/overseer,7,214,11,,
Rust,60,manthanabc/paws,7,11,2,,
Rust,61,noir-lang/noir,7,1311,373,,
Rust,62,screenpipe/screenpipe,7,16995,1419,,
Rust,63,txpipe/dolos,7,110,48,,
Rust,64,Azure/azure-sdk-for-rust,6,863,332,,
Rust,65,DataDog/lading,6,93,14,,
Rust,66,Jxck/sptth,6,122,5,,
Rust,67,Pama-Lee/Ordo,6,23,2,,
Rust,68,Piebald-AI/splitrail,6,117,11,,
Rust,69,PierreZ/moonpool,6,19,1,,
Rust,70,StepfenShawn/kota,6,77,6,,
Rust,71,axone-protocol/contracts,6,123,19,,
Rust,72,foxzool/open-lark,6,61,18,,
Rust,73,j5ik2o/takt-sdd,6,22,0,,
Rust,74,jwilger/eventcore,6,11,1,,
Rust,75,lucifer1004/typub,6,20,0,,
Rust,76,mag123c/toktrack,6,47,2,,
Rust,77,pinax-network/substreams-svm,6,14,0,,
Rust,78,tachyon-zcash/ragu,6,32,13,,
Rust,79,athola/skrills,5,52,8,,
Rust,80,dada-lang/dada,5,498,32,,
Rust,81,nwiizo/ccswarm,5,111,13,,
Rust,82,probelabs/probe,5,462,45,,
Rust,83,quickwit-oss/quickwit,5,10915,520,,
Rust,84,raine/workmux,5,816,54,,
Rust,85,wowsignal-io/pedro,5,18,7,,
Rust,86,MeowLynxSea/yororen-ui,4,154,3,,
Rust,87,Mieluoxxx/opcd,4,18,3,,
Rust,88,cladam/tbdflow,4,37,2,,
Rust,89,delightful-ai/beads-rs,4,20,0,,
Rust,90,ecto/vcad,4,244,11,,
Rust,91,eqtylab/y,4,10,0,,
Rust,92,everruns/everruns,4,10,0,,
Rust,93,facet-rs/facet,4,2417,109,,
Rust,94,isLinXu/crablet,4,12,1,,
Rust,95,jayasuryajsk/codex-kaioken,4,32,2,,
Rust,96,jiangzhe/doradb,4,118,3,,
Rust,97,liqiongyu/agentpack,4,16,3,,
Rust,98,liquidos-ai/Odyssey,4,10,3,,
Rust,99,madesroches/micromegas,4,37,5,,
Rust,100,nicosuave/memex,4,70,7,,
TypeScript,1,danielmiessler/Personal_AI_Infrastructure,317,9174,1260,,
TypeScript,2,HoangNguyen0403/agent-skills-standard,281,259,80,,
TypeScript,3,proffesor-for-testing/agentic-qe,272,202,42,,
TypeScript,4,secondsky/claude-skills,208,63,4,,
TypeScript,5,curiositech/some_claude_skills,195,40,6,,
TypeScript,6,zenobi-us/dotfiles,183,35,7,,
TypeScript,7,microsoft/skills,169,1487,146,,
TypeScript,8,terrylica/cc-skills,166,15,2,,
TypeScript,9,CharlesWiltgen/Axiom,165,490,46,,
TypeScript,10,yonatangross/orchestkit,158,90,8,,
TypeScript,11,CoWork-OS/CoWork-OS,143,126,12,,
TypeScript,12,davepoon/buildwithclaude,139,2492,273,,
TypeScript,13,jmagly/aiwg,138,92,12,,
TypeScript,14,kriegcloud/beep-effect,138,41,5,,
TypeScript,15,MadAppGang/claude-code,131,235,25,,
TypeScript,16,zocomputer/skills,131,11,11,,
TypeScript,17,alsk1992/CloddsBot,121,50,13,,
TypeScript,18,travisjneuman/.claude,120,12,1,,
TypeScript,19,udecode/better-convex,120,362,25,,
TypeScript,20,TermiX-official/cryptoclaw,91,250,1,,
TypeScript,21,OzeroHAX/AssistAgents,86,24,2,,
TypeScript,22,adoresever/AGI_Ananans,85,26,1,,
TypeScript,23,elizaOS/eliza,79,17616,5432,,
TypeScript,24,nahisaho/MUSUBIX,76,11,2,,
TypeScript,25,Aniket-a14/SRA,75,17,1,,
TypeScript,26,charlietlamb/ferix,75,10,0,,
TypeScript,27,lllooollpp/clawdbot-cn,75,34,6,,
TypeScript,28,gvkhosla/compound-engineering-pi,70,29,2,,
TypeScript,29,NJX-njx/opensoul,67,15,3,,
TypeScript,30,catlog22/Claude-Code-Workflow,65,1337,111,,
TypeScript,31,daffy0208/ai-dev-standards,65,17,6,,
TypeScript,32,Anemll/anemllclaw,64,16,2,,
TypeScript,33,neul-labs/openclawMU,64,12,8,,
TypeScript,34,deepgram/dglabs-deepclaw,62,21,8,,
TypeScript,35,CharlesHoskinson/dancesWithClaws,61,39,16,,
TypeScript,36,CommanderZed/Physiclaw,61,20,4,,
TypeScript,37,YeSongYun/openclaw-cn,60,21,4,,
TypeScript,38,openclaw/openclaw,60,227954,43653,,
TypeScript,39,AIDotNet/MoYuCode,59,72,15,,
TypeScript,40,mangiapanejohn-dev/Resonix-AG,56,16,0,,
TypeScript,41,outfitter-dev/agents,56,22,0,,
TypeScript,42,GenTelLab/trustclaw,55,42,4,,
TypeScript,43,wukongrobot/wukongbot,55,14,0,,
TypeScript,44,ComposioHQ/openclaw-composio,54,11,3,,
TypeScript,45,cyrilliu1974/Clawdbot-Next,54,11,2,,
TypeScript,46,dongshuyan/openclaw-zh,54,13,7,,
TypeScript,47,hvwin8/ClawX,54,28,3,,
TypeScript,48,ShunsukeHayashi/Miyabi,50,16,8,,
TypeScript,49,letta-ai/lettabot,48,228,46,,
TypeScript,50,mukhbit0/Flutter-Theme-Generator,48,47,5,,
TypeScript,51,vudovn/antigravity-kit,48,5234,1062,,
TypeScript,52,pr-pm/prpm,46,94,11,,
TypeScript,53,Charles5277/nuxt-supabase-starter,45,36,2,,
TypeScript,54,TencentCloudBase/CloudBase-MCP,45,960,114,,
TypeScript,55,Steffen025/pai-opencode,44,95,10,,
TypeScript,56,first-fluke/fullstack-starter,43,178,26,,
TypeScript,57,Heyvhuang/ship-faster,42,233,35,,
TypeScript,58,SalesforceCommerceCloud/b2c-developer-tooling,42,22,6,,
TypeScript,59,linkerlin/PUAX,42,213,20,,
TypeScript,60,anton-abyzov/specweave,40,79,7,,
TypeScript,61,evolving-machines-lab/evolve,40,45,2,,
TypeScript,62,rp1-run/rp1,40,10,1,,
TypeScript,63,HAI3org/HAI3,39,28,30,,
TypeScript,64,Yeachan-Heo/oh-my-claudecode,37,7360,512,,
TypeScript,65,markuplint/markuplint,37,597,64,,
TypeScript,66,mikeyobrien/rho,37,293,22,,
TypeScript,67,nclamvn/openclawvn,37,53,24,,
TypeScript,68,flora131/atomic,36,89,25,,
TypeScript,69,Kastalien-Research/thoughtbox,35,46,10,,
TypeScript,70,sendaifun/skills,34,52,19,,
TypeScript,71,gannonh/kata-orchestrator,33,88,3,,
TypeScript,72,lossyrob/phased-agent-workflow,33,21,5,,
TypeScript,73,taurgis/sfcc-dev-mcp,32,21,7,,
TypeScript,74,ParadeTo/vue-tree-list,30,686,126,,
TypeScript,75,howells/arc,30,10,0,,
TypeScript,76,tryportal/portal,30,18,3,,
TypeScript,77,vfarcic/dot-ai,30,293,57,,
TypeScript,78,cin12211/orca-q,29,60,0,,
TypeScript,79,dylantarre/design-system-skills,29,14,2,,
TypeScript,80,ruvnet/marketing,29,31,11,,
TypeScript,81,0xBigBoss/claude-code,28,35,3,,
TypeScript,82,Uniswap/ai-toolkit,28,30,5,,
TypeScript,83,WellApp-ai/Well,28,309,44,,
TypeScript,84,agenticsorg/hackathon-tv5,28,22,41,,
TypeScript,85,srbhr/Resume-Matcher,28,26036,4702,,
TypeScript,86,wordflowlab/novelweave,28,51,14,,
TypeScript,87,growupanand/ConvoForm,27,101,32,,
TypeScript,88,hhhh124hhhh/godot-mcp,27,19,2,,
TypeScript,89,PackmindHub/packmind,26,214,7,,
TypeScript,90,oedokumaci/gale-shapley-algorithm,26,10,2,,
TypeScript,91,ruvnet/agentic-robotics,26,14,3,,
TypeScript,92,saleor/configurator,26,26,3,,
TypeScript,93,sgcarstrends/sgcarstrends,26,19,1,,
TypeScript,94,vspo-lab/vspo-portal,26,21,4,,
TypeScript,95,EveryInc/compound-engineering-plugin,25,9540,752,,
TypeScript,96,PaulJPhilp/EffectPatterns,25,683,22,,
TypeScript,97,different-ai/agent-bank,25,196,37,,
TypeScript,98,fellipeutaka/kanpeki,25,28,1,,
TypeScript,99,laborany/laborany,25,40,1,,
TypeScript,100,s-hiraoku/vscode-sidebar-terminal,25,12,6,,
