rank,repo,skill_count,mainLanguage,stars,forks,commits,contributors
498,asgarovf/locusai,9,TypeScript,13,1,,
499,dmitriiweb/extract-emails,9,Python,108,38,,
500,galz10/pickle-rick-extension,9,TypeScript,397,36,,
501,PaulKinlan/NotebookLM-Chrome,9,TypeScript,48,2,,
502,PaulKinlan/Co-do,9,TypeScript,74,9,,
503,aifuxi/fuxiaochen,9,TypeScript,440,62,,
504,razorpay/blade,9,TypeScript,606,177,,
505,akiojin/unity-mcp-server,9,JavaScript,22,6,,
506,gotempsh/temps,9,Rust,169,5,,
507,govctl-org/govctl,9,Rust,75,5,,
508,gordonbrander/busytown,9,TypeScript,27,3,,
509,DGouron/review-flow,9,TypeScript,27,5,,
510,meirm/askGPT,9,Python,11,2,,
511,microsoft/vscode-python-environments,9,TypeScript,97,38,,
512,lynx-family/lynx-ui,9,TypeScript,22,1,,
513,glaucia86/repocheckai,9,TypeScript,88,6,,
514,JamieMason/syncpack,9,Rust,1937,68,,
515,slvDev/weasel,9,Rust,25,1,,
516,Ranch-Hand-Robotics/rde-urdf,9,TypeScript,14,5,,
517,learntocloud/learn-to-cloud-app,9,Python,129,7,,
518,inclusionAI/AWorld,9,Python,1130,120,,
519,cyberfabric/cyberfabric-core,9,Rust,44,51,,
520,r3bl-org/r3bl-open-core,9,Rust,460,30,,
521,codemie-ai/codemie-code,9,TypeScript,133,25,,
522,peteonrails/voxtype,9,Rust,411,25,,
523,Deepractice/RoleX,9,TypeScript,28,1,,
524,umbraco/Umbraco.AI,9,C#,15,9,,
525,SprocketLab/slop-code-bench,9,Python,17,1,,
526,paralleldrive/aidd,9,JavaScript,244,17,,
527,XiaoMi/mone,9,Java,1152,179,,
528,berrzebb/zeroquant,9,Rust,11,9,,
529,jaredpalmer/agentik,9,TypeScript,17,1,,
530,langchain-ai/deepagents,9,Python,9586,1532,,
531,openai/openai-agents-python,9,Python,19132,3176,,
532,kokonut-labs/kokonutui,9,TypeScript,1791,107,,
533,open-circle/formisch,9,TypeScript,618,17,,
534,obot-platform/discobot,9,TypeScript,41,3,,
535,anthonylee991/gemini-superpowers-antigravity,9,Python,567,62,,
536,luthersystems/elps,9,Go,36,9,,
537,yoopta-editor/Yoopta-Editor,9,TypeScript,2750,204,,
538,marcusschiesser/edge-pi,9,TypeScript,40,3,,
539,dcramer/ash,8,Python,59,1,,
540,wecode-ai/Wegent,8,Python,434,47,,
541,decentpaste/decentpaste,8,Rust,154,7,,
542,HyunjunJeon/Deepagent-research-context-engineering,8,Python,44,22,,
543,meta-pytorch/torchrec,8,Python,2471,609,,
544,gricha/perry,8,TypeScript,30,5,,
545,aws/graph-explorer,8,TypeScript,437,75,,
546,HammerGPT/Hyper-Alpha-Arena,8,Python,629,195,,
547,ranyitz/aicm,8,TypeScript,36,3,,
548,rm2thaddeus/Pixel_Detective,8,Python,15,3,,
549,amenti-labs/vibecraft,8,Python,74,6,,
550,IgniteUI/igniteui-webcomponents,8,TypeScript,168,10,,
551,RafaelGorski/Problem-Based-SRS,8,Python,11,0,,
552,stephengpope/thepopebot,8,JavaScript,765,390,,
553,comet-ml/opik,8,Python,17822,1357,,
554,motoya0118/pavlok_CLI_agent,8,Python,70,3,,
555,Ethereal-Lemons/LimeBot-OS,8,Python,11,1,,
556,spearwolf/signalize,8,TypeScript,30,1,,
557,GoBetterAuth/go-better-auth,8,Go,129,17,,
558,joshtol/emotive-engine,8,JavaScript,11,1,,
559,simnova/sharethrift,8,TypeScript,18,0,,
560,Joncik91/ucai,8,JavaScript,26,2,,
561,weapp-vite/weapp-vite,8,TypeScript,251,14,,
562,dokimos-dev/dokimos,8,Java,18,2,,
563,eventum-generator/eventum,8,Python,14,1,,
564,doraemonkeys/sloc-guard,8,Rust,18,2,,
565,elodin-sys/elodin,8,Rust,508,29,,
566,vercel/next.js,8,JavaScript,137982,30512,,
567,dinerojs/dinero.js,8,TypeScript,6541,201,,
568,willvelida/code-minions,8,Go,22,2,,
569,Nubaeon/empirica,8,Python,166,20,,
570,shinpr/agentic-code,8,JavaScript,34,3,,
571,filipstrand/mflux,8,Python,1841,121,,
572,timelessco/recollect,8,TypeScript,33,6,,
573,rust-works/succinctly,8,Rust,44,2,,
574,garden-co/jazz,8,TypeScript,2450,107,,
575,recyclarr/recyclarr,8,C#,1860,34,,
576,popmechanic/vibes-cli,8,JavaScript,15,2,,
577,MarcelMichau/fake-survey-generator,8,C#,86,18,,
578,growilabs/growi,8,TypeScript,1438,234,,
579,MetalLegBob/solana-vibes-kit,8,JavaScript,13,0,,
580,jasonkneen/kiro,8,TypeScript,538,160,,
581,biomejs/biome,8,Rust,23817,875,,
582,breadboard-ai/breadboard,8,TypeScript,383,68,,
583,bigdra50/unity-cli,8,Python,26,1,,
584,kubb-labs/kubb,8,TypeScript,1629,137,,
585,niznik-dev/cruijff_kit,8,Python,10,0,,
586,trymirai/uzu,8,Rust,1437,43,,
587,HKUDS/nanobot,8,Python,24986,3936,,
588,shapeshift/web,7,TypeScript,201,200,,
589,zfoong/CraftBot,7,Python,52,6,,
590,NomaDamas/AutoRAG-Research,7,Python,65,8,,
591,AndurilCode/mcp-apps-kit,7,TypeScript,12,2,,
592,sgl-project/sglang,7,Python,23764,4553,,
593,dkyazzentwatwa/apple-flow,7,Python,28,1,,
594,NVIDIA-NeMo/DataDesigner,7,Python,745,60,,
595,PrimeIntellect-ai/verifiers,7,Python,3859,505,,
596,exa-labs/exa-mcp-server,7,TypeScript,3872,300,,
597,wavetermdev/waveterm,7,Go,17509,783,,
598,facebook/react,7,JavaScript,243360,50626,,
599,ZhangHanDong/agent-teams-rs,7,Rust,13,4,,
600,bradsjm/hassio-addons,7,Python,38,40,,
601,karmab/kcli,7,Python,624,166,,
602,josstei/maestro-gemini,7,JavaScript,49,1,,
603,openshift/console,7,TypeScript,452,674,,
604,owid/etl,7,Python,135,29,,
605,Open-Quant/openquant,7,Rust,28,3,,
606,zhu1090093659/CodeConductor,7,TypeScript,68,3,,
607,dotnet/runtime,7,C#,17702,5352,,
608,0xPlaygrounds/rig,7,Rust,6128,666,,
609,microsoft/typespec,7,Java,5601,341,,
610,anam-org/metaxy,7,Python,33,3,,
611,itz4blitz/agentful,7,JavaScript,12,7,,
612,bearcove/pikru,7,Rust,24,1,,
613,holon-run/holon,7,Go,76,6,,
614,influxdata/docs-v2,7,JavaScript,80,325,,
615,Uniswap/uniswap-ai,7,Python,125,19,,
616,jdubray/puffin,7,JavaScript,16,4,,
617,kyopark2014/mcp,7,Python,39,7,,
618,openstatusHQ/data-table-filters,7,TypeScript,1857,112,,
619,nuxt-modules/og-image,7,TypeScript,510,42,,
620,brwse/earl,7,Rust,89,3,,
621,open-metadata/OpenMetadata,7,TypeScript,8762,1645,,
622,chmouel/lazyworktree,7,Go,129,6,,
623,unopim/unopim,7,PHP,9113,117,,
624,Thank-you-Linus/Linus-Dashboard,7,TypeScript,177,4,,
625,jeanluciano/quaestor,7,Python,20,2,,
626,pipecat-ai/pipecat,7,Python,10446,1759,,
627,EntityProcess/agentv,7,TypeScript,10,0,,
628,Dokkabei97/all-agents-mcp,7,TypeScript,10,0,,
629,navikt/copilot,7,TypeScript,15,3,,
630,noir-lang/noir,7,Rust,1311,373,,
631,cyzus/suzent,7,Python,63,5,,
632,specula-org/Specula,7,Python,90,14,,
633,HKUDS/DeepCode,7,Python,14634,1965,,
634,LetPeopleWork/Lighthouse,7,TypeScript,11,1,,
635,nhadaututtheky/neural-memory,7,Python,53,16,,
636,nex-agi/weaver,7,Python,13,0,,
637,varun369/SuperLocalMemoryV2,7,Python,16,1,,
638,SoundBlaster/XcodeMCPWrapper,7,Python,13,0,,
639,husamql3/pstrack,7,TypeScript,115,3,,
640,codervisor/lean-spec,7,TypeScript,185,12,,
641,coltonbatts/VCR,7,Rust,19,0,,
642,danshapiro/kilroy,7,Go,115,24,,
643,txpipe/dolos,7,Rust,110,48,,
644,tile-ai/TileOPs,7,Python,87,22,,
645,tensorcircuit/tensorcircuit-ng,7,Python,54,14,,
646,thangchung/agent-engineering-experiment,7,C#,11,1,,
647,rubiojr/rugo,7,Go,22,1,,
648,METR/inspect-action,7,Python,20,9,,
649,vinta/hal-9000,7,Python,106,20,,
650,w-winter/dot314,7,TypeScript,54,4,,
651,CloudAI-X/opencode-workflow,7,TypeScript,158,13,,
652,vict00r99/Rune-stone,7,Python,25,1,,
653,deeeeeeeeap/nanobot-custom,7,Python,23,9,,
654,dmmulroy/overseer,7,Rust,214,11,,
655,timescale/pg-aiguide,7,Python,1562,77,,
656,raphaelsalaja/userinterface-wiki,7,TypeScript,288,18,,
657,medusajs/medusa,7,TypeScript,32149,4078,,
658,manthanabc/paws,7,Rust,11,2,,
659,ClickHouse/ClickHouse,7,C++,46049,8115,,
660,BrainBlend-AI/atomic-agents,7,Python,5698,468,,
661,yhy0/CHYing-agent,7,Python,358,29,,
662,yaacov/kubectl-mtv,7,Go,11,1,,
663,CaoMeiYouRen/caomei-auth,6,TypeScript,215,14,,
664,whtoo/How_to_implment_PL_in_Antlr4,6,Java,33,5,,
665,winstonkoh87/Athena-Public,6,Python,388,56,,
666,AzureAD/microsoft-authentication-library-for-dotnet,6,C#,1490,395,,
667,flet-dev/flet,6,Python,15643,624,,
668,sanity-io/next-sanity,6,TypeScript,929,108,,
669,genlayerlabs/genlayer-fee-distribution-simulator,6,Python,12,0,,
670,screenpipe/screenpipe,6,Rust,16995,1419,,
671,Piebald-AI/splitrail,6,Rust,117,11,,
672,gitarbor/gitarbor-tui,6,TypeScript,34,2,,
673,rangerrick337/operator-os,6,Python,10,1,,
674,davidromeo/tradeblocks,6,TypeScript,33,17,,
675,glassflow/clickhouse-etl,6,TypeScript,415,25,,
676,alps-asd/app-state-diagram,6,TypeScript,38,12,,
677,aniftyco/kubit,6,TypeScript,32,2,,
678,lucifer1004/typub,6,Rust,20,0,,
679,ls1intum/Hephaestus,6,Java,16,1,,
680,lynnlangit/precision-medicine-mcp,6,Python,11,8,,
681,PierreZ/moonpool,6,Rust,19,1,,
682,remix-run/remix,6,TypeScript,32425,2730,,
683,allenhutchison/obsidian-gemini,6,TypeScript,227,31,,
684,asamassekou10/ship-safe,6,JavaScript,59,2,,
685,marigold-ui/marigold,6,TypeScript,137,11,,
686,mad-lab-fau/tpcp,6,Python,19,3,,
687,axone-protocol/contracts,6,Rust,123,19,,
688,mag123c/toktrack,6,Rust,47,2,,
689,daveroverts/bmac,6,PHP,11,13,,
690,ubie-oss/terraform-provider-lightdash,6,Go,17,4,,
691,nex-agi/NexRL,6,Python,98,5,,
692,spldeolin/allison1875,6,Java,17,2,,
693,billy-enrizky/openbrowser-ai,6,Python,138,7,,
694,kvet/queuert,6,TypeScript,13,0,,
695,laravel/boost,6,PHP,3291,274,,
696,adeze/raindrop-mcp,6,TypeScript,125,22,,
697,spring-ai-community/spring-ai-agent-utils,6,Java,127,27,,
698,MemTensor/MemOS,6,Python,5866,534,,
699,DataDog/lading,6,Rust,93,14,,
700,Illuminated2020/DeepAgents-AutoGLM,6,Python,96,11,,
701,guqiong96/Lsglang,6,Python,23,2,,
702,alibaba/higress,6,Go,7572,994,,
703,nabondance/Trailhead-Banner,6,JavaScript,46,1,,
704,algal/sparky,6,Python,51,8,,
705,amiable-dev/llm-council,6,Python,10,4,,
706,agentset-ai/agentset,6,TypeScript,1880,164,,
707,awslabs/mcp,6,Python,8245,1304,,
708,ncoevoet/facet,6,Python,59,7,,
709,neondatabase/ai-rules,6,TypeScript,79,9,,
710,hardkoded/puppeteer-sharp,6,C#,3862,488,,
711,Harryoung/efka,6,Python,92,17,,
712,poteto/brainmaxxing,6,Python,152,2,,
713,hdkiller/coach,6,TypeScript,39,6,,
714,truera/trulens,6,Python,3115,250,,
715,pdsuwwz/chatgpt-vue3-light-mvp,6,TypeScript,521,86,,
716,Dowwie/tasker,6,Go,15,1,,
717,jclark/satpulse,6,Go,33,2,,
718,EmaFanClub/EverMemoryArchive,6,TypeScript,18,9,,
719,StepfenShawn/kota,6,Rust,77,6,,
720,TheCardGoat/tcg-engines,6,TypeScript,11,5,,
721,Tiendil/donna,6,Python,10,1,,
722,Tideseed/eptr2,6,Python,17,3,,
723,pinax-network/substreams-svm,6,Rust,14,0,,
724,foxzool/open-lark,6,Rust,61,18,,
725,shadcraft/shadcraft-free,6,TypeScript,30,3,,
726,shibing624/agentica,6,Python,246,30,,
727,OpenHands/software-agent-sdk,6,Python,536,154,,
728,entropy-cloud/nop-entropy,6,Java,678,95,,
729,elroy-bot/elroy,6,Python,54,3,,
730,AshishOP/arc-protocol,6,Python,65,5,,
731,Azure/azure-sdk-for-rust,6,Rust,863,332,,
732,microsoft/vscode-copilot-chat,6,TypeScript,9512,1670,,
733,anombyte93/atlas-session-lifecycle,6,Python,84,8,,
734,edwnh/dqmc,6,C,16,5,,
735,i2y/castella,6,Python,37,1,,
736,Ratler/dream-team,6,JavaScript,12,2,,
737,purrgrammer/grimoire,6,TypeScript,24,8,,
738,clidey/whodb,6,Go,4646,172,,
739,hyaway/hyaway,6,TypeScript,11,0,,
740,useautumn/autumn,6,TypeScript,2364,187,,
741,EvannZhongg/nanobot-desktop,6,Python,16,10,,
742,Jxck/sptth,6,Rust,122,5,,
743,tachyon-zcash/ragu,6,Rust,32,13,,
744,tapania/ideafactory,6,TypeScript,15,3,,
745,owliabot/owliabot,6,TypeScript,21,4,,
746,TsingmaoAI/xw-cli,6,Go,290,30,,
747,chainstacklabs/polymarket-alpha-bot,6,Python,47,13,,
748,hoangsonww/SymptomSync-Health-App,6,TypeScript,22,5,,
749,indexnetwork/index,6,TypeScript,85,16,,
750,hyunjun6928-netizen/salmalm,6,Python,26,3,,
751,i-am-bee/agentstack,6,Python,991,157,,
752,ace-step/ACE-Step-1.5,6,Python,6347,714,,
753,kyopark2014/strands-agent,6,Python,28,6,,
754,bradautomates/head-of-content,6,Python,25,6,,
755,bradautomates/second-brain,6,Python,27,11,,
756,YunjueTech/Yunjue-Agent,6,Python,384,44,,
757,oaknational/oak-ai-lesson-assistant,6,TypeScript,29,3,,
758,open-circle/valibot,6,TypeScript,8453,306,,
759,stripe/ai,6,TypeScript,1306,208,,
760,acartag7/edictum,6,Python,10,2,,
761,kubb-labs/fabric,6,TypeScript,16,2,,
762,jwilger/eventcore,6,Rust,11,1,,
763,aclinia/torchlight-of-building,6,TypeScript,24,17,,
764,praveenjuge/teak,6,TypeScript,13,1,,
765,blueman82/ai-counsel,6,Python,189,19,,
766,kdcokenny/ocx,6,TypeScript,307,19,,
767,ScottRBK/forgetful,6,Python,173,12,,
768,pulsemcp/mcp-servers,6,TypeScript,60,7,,
769,copilot-community-sdk/copilot-sdk-java,6,Java,42,8,,
770,pinpoint-apm/pinpoint,6,Java,13808,3769,,
771,plvo/create-faster,6,TypeScript,23,0,,
772,Pama-Lee/Ordo,6,Rust,23,2,,
773,rwjdk/MicrosoftAgentFrameworkSamples,6,C#,177,59,,
774,AgnosticUI/agnosticui,6,TypeScript,774,47,,
775,yxhpy/qcc_plus,6,Go,39,13,,
776,j-r-beckett/SpeedReader,6,C++,11,1,,
777,j5ik2o/takt-sdd,6,Rust,22,0,,
778,caretive-ai/project-careti,6,JavaScript,46,10,,
779,carere/zaidan,6,TypeScript,42,1,,
780,ValidatorsDAO/slv,6,TypeScript,84,12,,
781,paulp-o/ask-user-questions-mcp,6,TypeScript,57,6,,
782,VSadov/Satori,6,C#,324,18,,
783,uhyo/funstack-router,5,TypeScript,43,1,,
784,dada-lang/dada,5,Rust,498,32,,
785,atlassian/atlassian-mcp-server,5,JavaScript,346,39,,
786,GoogleCloudPlatform/gke-mcp,5,Go,125,51,,
787,datenoio/iterabledata,5,Python,28,1,,
788,langchain-ai/deepagentsjs,5,TypeScript,727,110,,
789,tmustier/pi-for-excel,5,TypeScript,233,16,,
790,tmorin/plantuml-libs,5,TypeScript,164,32,,
791,mikkelkrogsholm/ai-laegens-bord,5,JavaScript,37,3,,
792,minhlucvan/notebookmd,5,Python,10,0,,
793,smixs/agent-second-brain,5,Python,130,126,,
794,google/mcp-security,5,Python,446,96,,
795,JasonXuDeveloper/JEngine,5,C#,2181,342,,
796,DataDog/dd-trace-dotnet,5,C#,544,153,,
797,larchanka/manbot,5,TypeScript,44,5,,
798,sonofmagic/weapp-tailwindcss,5,TypeScript,1745,97,,
799,ldayton/Dippy,5,Python,15,4,,
800,nicepkg/vsync,5,TypeScript,23,0,,
801,tpn/perfecthash,5,C,87,15,,
802,avihaymenahem/velo,5,TypeScript,495,56,,
803,athola/skrills,5,Rust,52,8,,
804,modelguide/modelguide,5,TypeScript,47,2,,
805,aicodingstack/aicodingstack.io,5,TypeScript,28,7,,
806,agentscope-ai/agentscope-samples,5,Python,211,62,,
807,amaiya/patchpal,5,Python,23,4,,
808,mlflow/mlflow,5,Python,24415,5319,,
809,tomascupr/sandstorm,5,Python,410,39,,
810,raine/consult-llm-mcp,5,TypeScript,63,11,,
811,raine/workmux,5,Rust,816,54,,
812,deathbyknowledge/gsv,5,TypeScript,23,6,,
813,SSShooter/mind-elixir-core,5,TypeScript,2942,394,,
814,gmickel/gno,5,TypeScript,45,6,,
815,badass-courses/course-builder,5,TypeScript,637,54,,
816,angular/angular,5,TypeScript,100047,27096,,
817,Chen-zexi/open-ptc-agent,5,Python,672,75,,
818,getsentry/abacus,5,TypeScript,73,5,,
819,wowsignal-io/pedro,5,Rust,18,7,,
820,github/gh-aw-firewall,5,TypeScript,37,11,,
821,gemini-cli-extensions/workspace,5,TypeScript,378,57,,
822,rilldata/rill,5,Go,2504,164,,
823,PrefectHQ/fastmcp,5,Python,23135,1775,,
824,get-convex/convex-evals,5,TypeScript,97,8,,
825,raucvr/Group-Goki,5,TypeScript,41,0,,
826,maximhq/bifrost,5,Go,2548,264,,
827,moonshine-software/forty-five,5,TypeScript,29,1,,
828,mapbox/mcp-devkit-server,5,TypeScript,44,7,,
829,vinayakkulkarni/v-intl,5,TypeScript,14,2,,
830,vizra-ai/vizra-adk,5,PHP,286,32,,
831,Minh-Tam-Solution/tinysdlc,5,TypeScript,10,8,,
832,MatterHackers/agg-sharp,5,C#,187,75,,
833,Ruya-AI/cozempic,5,Python,105,3,,
834,Rainnny7/RESTfulMC,5,Java,22,1,,
835,srtab/daiv,5,Python,17,2,,
836,probelabs/probe,5,Rust,462,45,,
837,gtm-skills/gtm,5,TypeScript,11,4,,
838,coveo/ui-kit,5,TypeScript,62,39,,
839,confluentinc/vscode,5,TypeScript,34,18,,
840,chainloop-dev/chainloop,5,Go,526,47,,
841,RealEstateWebTools/property_web_scraper,5,TypeScript,107,23,,
842,hotovo/aider-desk,5,TypeScript,1076,85,,
843,LSTM-Kirigaya/Lagrange.onebot,5,TypeScript,47,1,,
844,supabase/supabase,5,TypeScript,98150,11636,,
845,tambo-ai/tambo,5,TypeScript,10951,535,,
846,suzuki3jp/PlaylistWizard,5,TypeScript,13,2,,
847,sjtu-sai-agents/EvoMaster,5,Python,24,10,,
848,quickwit-oss/quickwit,5,Rust,10915,520,,
849,hotwired-laravel/turbo-laravel,5,PHP,837,53,,
850,hoangsonww/AI-RAG-Assistant-Chatbot,5,TypeScript,34,9,,
851,storyblok/monoblok,5,TypeScript,37,20,,
852,k-orc/openstack-resource-controller,5,Go,68,35,,
853,kazuph/reviw,5,JavaScript,17,0,,
854,nwiizo/ccswarm,5,Rust,111,13,,
855,blueberrycongee/Lumina-Note,5,TypeScript,534,60,,
856,SinShine5/aden-hive,5,Python,29,4,,
857,SpillwaveSolutions/agent-brain,5,Python,46,8,,
858,katarmal-ram/codemoot,5,TypeScript,63,2,,
859,Shopify/flash-list,5,TypeScript,6952,356,,
860,openshift-online/maestro,5,Go,17,34,,
861,kongusen/loom-agent,5,Python,19,2,,
862,kindfi-org/kindfi,5,TypeScript,18,97,,
863,Kurarion/Genshin-Calc,5,TypeScript,71,8,,
864,julianleopold/gaggimate-mcp,5,Python,11,0,,
865,cadamsdev/restman,5,TypeScript,32,1,,
866,cyberkaida/reverse-engineering-assistant,5,Java,606,54,,
867,pgplex/pgschema,5,Go,798,30,,
868,seed-hypermedia/seed,5,TypeScript,44,7,,
869,OTRF/ThreatHunter-Playbook,5,Python,4484,851,,
870,uhyo/funstack-static,5,TypeScript,47,1,,
871,philschmid/ia-agents,5,TypeScript,23,4,,
872,SwitchbackTech/compass,5,TypeScript,212,50,,
873,peterfei/ai-agent-team,5,JavaScript,274,34,,
874,pasky/muaddib,5,TypeScript,23,5,,
875,WebMCP-org/npm-packages,5,TypeScript,20,4,,
876,jdiegosierra/contributor-report,5,TypeScript,61,0,,
877,Vasallo94/ObsidianRAG,5,Python,24,3,,
878,chrisbanes/grove,5,Go,17,0,,
879,ccxt/ccxt,5,Python,41050,8518,,
880,run-llama/vibe-llama,5,Python,175,26,,
881,your-papa/obsidian-Smart2Brain,5,TypeScript,993,76,,
882,yoshiko-pg/difit,5,TypeScript,2047,86,,
883,Azure/azure-sdk-for-python,5,Python,5494,3243,,
884,OpenRouterTeam/spawn,5,TypeScript,14,4,,
885,OpenCoworkAI/open-cowork,5,TypeScript,372,38,,
886,RLinf/RLinf,5,Python,2548,287,,
887,zilliztech/knowhere,5,C++,322,128,,
888,ron-myers/candid,5,TypeScript,15,0,,
889,sky-map-team/stardroid,5,Java,1588,263,,
890,sinewaveai/agent-security-scanner-mcp,5,JavaScript,58,5,,
891,microsoft/vscode-documentdb,5,TypeScript,20,8,,
892,educlopez/smoothui,5,TypeScript,705,35,,
893,dotnet/msbuild,5,C#,5487,1406,,
894,ezbuy/ezorm,5,Go,50,21,,
895,antvis/Infographic,5,TypeScript,4488,323,,
896,wso2/oxygen-ui,5,TypeScript,51,43,,
897,waynesutton/markdown-site,5,TypeScript,547,85,,
898,elevanaltd/octave-mcp,5,Python,33,1,,
899,eigent-ai/eigent,5,TypeScript,12663,1450,,
900,emlopezr/trackwatch,4,TypeScript,15,0,,
901,eclipse-rdf4j/rdf4j,4,Java,394,180,,
902,ecto/vcad,4,Rust,244,11,,
903,dyoshikawa/rulesync,4,TypeScript,824,71,,
904,walterra/eddoapp,4,TypeScript,36,2,,
905,feiskyer/koder,4,Python,79,19,,
906,facet-rs/facet,4,Rust,2417,109,,
907,everruns/everruns,4,Rust,10,0,,
908,dromara/Sa-Token,4,Java,18630,2884,,
909,doobidoo/mcp-memory-service,4,Python,1374,198,,
910,epam/edp-keycloak-operator,4,Go,71,31,,
911,eqtylab/y,4,Rust,10,0,,
912,AIPexStudio/AIPex,4,TypeScript,1073,108,,
913,zulip/zulip,4,Python,24732,9605,,
914,microsoft/vscode-pull-request-github,4,TypeScript,2544,720,,
915,antoinebou12/uml-mcp,4,Python,71,20,,
916,POW-Software/ByteSync,4,C#,149,11,,
917,OpenSwiftUIProject/DarwinPrivateFrameworks,4,C,24,3,,
918,OpenWhispr/openwhispr,4,TypeScript,1400,199,,
919,rubentalstra/Trial-Submission-Studio,4,Rust,11,1,,
920,rohitg00/manim-video-generator,4,TypeScript,208,37,,
921,RadiumAg/bilibili-favorites,4,TypeScript,13,0,,
922,zircote/subcog,4,Rust,12,2,,
923,sledtools/pika,4,Rust,22,11,,
924,shinshin86/aituber-onair,4,TypeScript,29,0,,
925,securego/gosec,4,Go,8696,685,,
926,flashinfer-ai/flashinfer-bench,4,Python,188,26,,
927,EvotecIT/PSPublishModule,4,C#,41,13,,
928,ulinycoin/clientpdf-pro,4,TypeScript,15,2,,
929,umbraco/Umbraco-CMS-MCP-Dev,4,TypeScript,28,3,,
930,pkovzz/ngx-otp-input,4,TypeScript,28,17,,
931,SujalXplores/v0.diy,4,TypeScript,123,72,,
932,partarstu/agentic-qa-framework,4,Python,11,1,,
933,XSpoonAi/spoon-core,4,Python,388,46,,
934,TryGhost/Ghost,4,JavaScript,51905,11339,,
935,chongdashu/phaserjs-oakwoods,4,TypeScript,48,25,,
936,jahands/prompts,4,Python,19,3,,
937,isLinXu/crablet,4,Rust,12,1,,
938,itxaiohanglover/codestyle,4,Java,14,1,,
939,inocan-group/inferred-types,4,TypeScript,18,0,,
940,hzqst/metamod-fallguys,4,C++,16,5,,
941,cloudshipai/station,4,Go,384,35,,
942,cjinhuo/blazwitcher,4,TypeScript,96,12,,
943,cladam/tbdflow,4,Rust,37,2,,
944,homeassistant-ai/ha-mcp,4,Python,945,38,,
945,cybaea/obsidian-vault-intelligence,4,TypeScript,18,0,,
946,justrach/dhi,4,TypeScript,36,0,,
947,jnarowski/agentcmd,4,TypeScript,13,5,,
948,UKGovernmentBEIS/inspect_ai,4,Python,1779,407,,
949,ownpilot/OwnPilot,4,TypeScript,128,19,,
950,ossrs/srs,4,C++,28552,5650,,
951,owenliang/deepagent,4,Python,15,1,,
952,superplanehq/superplane,4,Go,689,109,,
953,LeCheenaX/WordFlow-Tracker,4,TypeScript,26,2,,
954,LedgerHQ/ledger-live,4,TypeScript,568,451,,
955,KarmaloopAI/Jiva,4,TypeScript,19,5,,
956,subsy/ralph-tui,4,TypeScript,1965,190,,
957,jiahao-jayden/vibe-any-tanstack,4,TypeScript,38,11,,
958,jiangzhe/doradb,4,Rust,118,3,,
959,jayasuryajsk/codex-kaioken,4,Rust,32,2,,
960,Codename-Inc/spectre,4,JavaScript,106,11,,
961,vectorize-io/hindsight,4,Python,1668,183,,
962,vercel-labs/agent-browser,4,TypeScript,15475,909,,
963,vana-com/personal-server,4,TypeScript,108,23,,
964,ktnyt/cclsp,4,TypeScript,569,43,,
965,openai/codex,4,Rust,61868,8207,,
966,onukura/oss-sustain-guard,4,Python,18,0,,
967,onyx-dot-app/onyx-foss,4,Python,236,46,,
968,Yourdaylight/stock_datasource,4,Python,28,7,,
969,ocrbase-hq/ocrbase,4,TypeScript,948,72,,
970,bluesky/blop,4,Python,20,21,,
971,kcaldas/genie,4,Go,11,0,,
972,camel-ai/camel,4,Python,16094,1785,,
973,pwndoc/pwndoc,4,JavaScript,2759,498,,
974,preschian/create-dot-app,4,TypeScript,11,3,,
975,pplmx/husky-rs,4,Rust,31,0,,
976,pnsk-lab/hikkaku,4,TypeScript,52,3,,
977,covoiturage-gouv-fr/mono,4,TypeScript,35,12,,
978,corv89/shannot,4,Python,23,2,,
979,collaborative-deep-research/agent-papers-cli,4,Python,35,0,,
980,hidai25/eval-view,4,Python,45,5,,
981,hiroppy/mf-dashboard,4,TypeScript,205,18,,
982,datagrok-ai/public,4,TypeScript,66,28,,
983,davidortinau/SentenceStudio,4,C#,21,5,,
984,dagger/dagger,4,Go,15458,845,,
985,RinDig/Model-Workspace-Protocol-MWP-,4,Python,11,0,,
986,tomkis/liftcoach,4,TypeScript,16,3,,
987,agentic-mcp-tools/owlex,4,Python,51,3,,
988,acodercat/cave-agent,4,Python,82,2,,
989,nold-ai/specfact-cli,4,Python,13,1,,
990,noshishiRust/leptos-daisyui-rs,4,Rust,11,2,,
991,nicosuave/memex,4,Rust,70,7,,
992,neo4j-labs/agent-memory,4,Python,34,12,,
993,neurostuff/NiMARE,4,Python,205,62,,
994,ncdai/chanhdai.com,4,TypeScript,1416,234,,
995,bitflight-devops/github-action-readme-generator,4,TypeScript,27,13,,
996,leanEthereum/leanSpec,4,Python,98,43,,
997,laoshanxi/app-mesh,4,C++,211,28,,
998,RicherTunes/Brainarr,4,C#,32,0,,
999,spatie/freek.dev,4,PHP,642,156,,
1000,Mieluoxxx/opcd,4,Rust,18,3,,
