language,rank,repo,skill_count,stars,forks,commits,contributors
Python,59,aws-samples/sample-strands-agent-with-agentcore,24,103,38,,
Python,60,hannesill/m4,24,16,9,,
Python,61,kazukinagata/shinkoku,24,170,10,,
Python,62,dagster-io/erk,23,71,7,,
Python,63,ginlix-ai/LangAlpha,23,14,3,,
Python,64,nWave-ai/nWave,23,172,18,,
Python,65,cnoe-io/ai-platform-engineering,22,312,45,,
Python,66,mehdic/bazinga,22,17,0,,
Python,67,okwinds/miscellany,22,27,2,,
Python,68,OpenDCAI/leonai,21,21,1,,
Python,69,jonathan-vella/azure-agentic-infraops,21,94,28,,
Python,70,JochenYang/Jochen-ai-rules,20,12,2,,
Python,71,astronomer/agents,20,242,22,,
Python,72,huangwb8/ChineseResearchLaTeX,20,819,106,,
Python,73,snyk/agent-scan,20,1581,157,,
Python,74,ArcaneOrion/Alice-Single,19,12,2,,
Python,75,Salesably/salesably-marketplace,19,14,2,,
Python,76,bytedance/agentkit-samples,19,215,41,,
Python,77,llama-farm/llamafarm,19,816,47,,
Python,78,jjmartres/opencode,18,50,5,,
Python,79,vasilievyakov/miracle-infrastructure,18,11,0,,
Python,80,Qredence/fleet-rlm,17,21,2,,
Python,81,SCStelz/security-investigator,17,42,13,,
Python,82,Soju06/codex-lb,17,100,19,,
Python,83,adamfilli/happy-simulator,17,11,0,,
Python,84,nanorepublica/django-deadcode,17,40,1,,
Python,85,nanorepublica/django-prodserver,17,52,3,,
Python,86,Mulily0513/Omni,16,14,1,,
Python,87,atopile/atopile,16,3081,168,,
Python,88,canonical/copilot-collections,16,10,8,,
Python,89,indexedlabs/pydantic-ai-gepa,16,22,5,,
Python,90,opendatahub-io/ai-helpers,16,15,26,,
Python,91,Blazemeter/bzm-mcp,15,24,4,,
Python,92,MiniMax-AI/Mini-Agent,15,1677,254,,
Python,93,Qredence/agentic-fleet,15,92,10,,
Python,94,Opentrons/opentrons,14,491,194,,
Python,95,OthmanAdi/planning-with-files,14,14533,1343,,
Python,96,UKGovernmentBEIS/inspect_evals,14,380,262,,
Python,97,dlt-hub/dlt,14,4951,459,,
Python,98,goldengrape/Agent-company,14,35,4,,
Python,99,swarm-ai-safety/swarm,14,11,2,,
Python,100,terrorproforma/GradientOS,14,18,3,,
Rust,1,frumu-ai/tandem,117,67,7,,
Rust,2,Goldziher/spikard,72,101,4,,
Rust,3,loonghao/auroraview,45,25,3,,
Rust,4,pacphi/sindri,45,10,4,,
Rust,5,agent-sh/agnix,41,60,4,,
Rust,6,Finesssee/linear-cli,38,31,8,,
Rust,7,ruvnet/ruvector,37,1007,144,,
Rust,8,rivet-dev/rivet,33,5031,154,,
Rust,9,ruvnet/ruv-FANN,30,313,90,,
Rust,10,ruvnet/midstream,26,61,20,,
Rust,11,agenticsorg/lean-agentic,25,44,6,,
Rust,12,zerx-lab/rmx,22,28,0,,
Rust,13,loonghao/vx,21,16,2,,
Rust,14,Creatiwity/siren,20,20,1,,
Rust,15,BA-CalderonMorales/terminal-jarvis,19,120,16,,
Rust,16,Hmbown/MiniMax-CLI,19,10,2,,
Rust,17,bolivian-peru/os-moda,17,62,8,,
Rust,18,mikeyobrien/ralph-orchestrator,17,1913,198,,
Rust,19,vicanso/zedis,15,1695,38,,
Rust,20,byteowlz/oqto,12,25,1,,
Rust,21,nwiizo/cargo-coupling,12,66,2,,
Rust,22,antinomyhq/forge,11,4562,1164,,
Rust,23,majiayu000/litellm-rs,11,20,4,,
Rust,24,nanvix/nanvix,11,207,104,,
Rust,25,tursodatabase/turso,11,17519,744,,
Rust,26,fjrevoredo/mini-diarium,10,209,10,,
Rust,27,mofa-org/mofa-studio,10,11,24,,
Rust,28,raphaelmansuy/edgequake,10,616,78,,
Rust,29,ricardoquesada/regenerator2000,10,24,2,,
Rust,30,JamieMason/syncpack,9,1937,68,,
Rust,31,berrzebb/zeroquant,9,11,9,,
Rust,32,cyberfabric/cyberfabric-core,9,44,51,,
Rust,33,gotempsh/temps,9,169,5,,
Rust,34,govctl-org/govctl,9,75,5,,
Rust,35,peteonrails/voxtype,9,411,25,,
Rust,36,r3bl-org/r3bl-open-core,9,460,30,,
Rust,37,slvDev/weasel,9,25,1,,
Rust,38,tari-project/tari-ootle,9,22,25,,
Rust,39,washanhanzi/connectrpc-axum,9,19,1,,
Rust,40,biomejs/biome,8,23817,875,,
Rust,41,decentpaste/decentpaste,8,154,7,,
Rust,42,doraemonkeys/sloc-guard,8,18,2,,
Rust,43,elodin-sys/elodin,8,508,29,,
Rust,44,rust-works/succinctly,8,44,2,,
Rust,45,trymirai/uzu,8,1437,43,,
Rust,46,0xPlaygrounds/rig,7,6128,666,,
Rust,47,Open-Quant/openquant,7,28,3,,
Rust,48,ZhangHanDong/agent-teams-rs,7,13,4,,
Rust,49,bearcove/pikru,7,24,1,,
Rust,50,brwse/earl,7,89,3,,
Rust,51,coltonbatts/VCR,7,19,0,,
Rust,52,dmmulroy/overseer,7,214,11,,
Rust,53,manthanabc/paws,7,11,2,,
Rust,54,noir-lang/noir,7,1311,373,,
Rust,55,txpipe/dolos,7,110,48,,
Rust,56,Azure/azure-sdk-for-rust,6,863,332,,
Rust,57,DataDog/lading,6,93,14,,
Rust,58,Jxck/sptth,6,122,5,,
Rust,59,Pama-Lee/Ordo,6,23,2,,
Rust,60,Piebald-AI/splitrail,6,117,11,,
Rust,61,PierreZ/moonpool,6,19,1,,
Rust,62,StepfenShawn/kota,6,77,6,,
Rust,63,axone-protocol/contracts,6,123,19,,
Rust,64,foxzool/open-lark,6,61,18,,
Rust,65,j5ik2o/takt-sdd,6,22,0,,
Rust,66,jwilger/eventcore,6,11,1,,
Rust,67,lucifer1004/typub,6,20,0,,
Rust,68,mag123c/toktrack,6,47,2,,
Rust,69,pinax-network/substreams-svm,6,14,0,,
Rust,70,screenpipe/screenpipe,6,16995,1419,,
Rust,71,tachyon-zcash/ragu,6,32,13,,
Rust,72,athola/skrills,5,52,8,,
Rust,73,dada-lang/dada,5,498,32,,
Rust,74,nwiizo/ccswarm,5,111,13,,
Rust,75,probelabs/probe,5,462,45,,
Rust,76,quickwit-oss/quickwit,5,10915,520,,
Rust,77,raine/workmux,5,816,54,,
Rust,78,wowsignal-io/pedro,5,18,7,,
Rust,79,MeowLynxSea/yororen-ui,4,154,3,,
Rust,80,Mieluoxxx/opcd,4,18,3,,
Rust,81,cladam/tbdflow,4,37,2,,
Rust,82,delightful-ai/beads-rs,4,20,0,,
Rust,83,ecto/vcad,4,244,11,,
Rust,84,eqtylab/y,4,10,0,,
Rust,85,everruns/everruns,4,10,0,,
Rust,86,facet-rs/facet,4,2417,109,,
Rust,87,isLinXu/crablet,4,12,1,,
Rust,88,jayasuryajsk/codex-kaioken,4,32,2,,
Rust,89,jiangzhe/doradb,4,118,3,,
Rust,90,liqiongyu/agentpack,4,16,3,,
Rust,91,liquidos-ai/Odyssey,4,10,3,,
Rust,92,madesroches/micromegas,4,37,5,,
Rust,93,nicosuave/memex,4,70,7,,
Rust,94,noshishiRust/leptos-daisyui-rs,4,11,2,,
Rust,95,openai/codex,4,61868,8207,,
Rust,96,pplmx/husky-rs,4,31,0,,
Rust,97,rubentalstra/Trial-Submission-Studio,4,11,1,,
Rust,98,sledtools/pika,4,22,11,,
Rust,99,wado-lang/wado,4,70,2,,
Rust,100,zircote/subcog,4,12,2,,
TypeScript,1,danielmiessler/Personal_AI_Infrastructure,317,9174,1260,,
TypeScript,2,proffesor-for-testing/agentic-qe,272,202,42,,
TypeScript,3,yonatangross/orchestkit,174,90,8,,
TypeScript,4,CharlesWiltgen/Axiom,165,490,46,,
TypeScript,5,kriegcloud/beep-effect,147,41,5,,
TypeScript,6,CoWork-OS/CoWork-OS,143,126,12,,
TypeScript,7,jmagly/aiwg,138,92,12,,
TypeScript,8,alsk1992/CloddsBot,121,50,13,,
TypeScript,9,udecode/better-convex,120,362,25,,
TypeScript,10,OzeroHAX/AssistAgents,86,24,2,,
TypeScript,11,adoresever/AGI_Ananans,85,26,1,,
TypeScript,12,elizaOS/eliza,79,17616,5432,,
TypeScript,13,nahisaho/MUSUBIX,76,11,2,,
TypeScript,14,Aniket-a14/SRA,75,17,1,,
TypeScript,15,charlietlamb/ferix,75,10,0,,
TypeScript,16,gvkhosla/compound-engineering-pi,70,29,2,,
TypeScript,17,Kastalien-Research/thoughtbox,68,46,10,,
TypeScript,18,ReinaMacCredy/maestro,68,23,3,,
TypeScript,19,daffy0208/ai-dev-standards,65,17,6,,
TypeScript,20,NJX-njx/opensoul,61,15,3,,
TypeScript,21,AIDotNet/MoYuCode,59,72,15,,
TypeScript,22,mangiapanejohn-dev/Resonix-AG,56,16,0,,
TypeScript,23,outfitter-dev/agents,56,22,0,,
TypeScript,24,wukongrobot/wukongbot,55,14,0,,
TypeScript,25,ShunsukeHayashi/Miyabi,50,16,8,,
TypeScript,26,letta-ai/lettabot,48,228,46,,
TypeScript,27,mukhbit0/Flutter-Theme-Generator,48,47,5,,
TypeScript,28,vudovn/antigravity-kit,48,5234,1062,,
TypeScript,29,pr-pm/prpm,46,94,11,,
TypeScript,30,TencentCloudBase/CloudBase-MCP,45,960,114,,
TypeScript,31,Steffen025/pai-opencode,44,95,10,,
TypeScript,32,Heyvhuang/ship-faster,42,233,35,,
TypeScript,33,linkerlin/PUAX,42,213,20,,
TypeScript,34,anton-abyzov/specweave,40,79,7,,
TypeScript,35,evolving-machines-lab/evolve,40,45,2,,
TypeScript,36,HAI3org/HAI3,39,28,30,,
TypeScript,37,rp1-run/rp1,39,10,1,,
TypeScript,38,markuplint/markuplint,37,597,64,,
TypeScript,39,mikeyobrien/rho,37,293,22,,
TypeScript,40,flora131/atomic,36,89,25,,
TypeScript,41,gannonh/kata-orchestrator,33,88,3,,
TypeScript,42,lossyrob/phased-agent-workflow,33,21,5,,
TypeScript,43,PackmindHub/packmind,32,214,7,,
TypeScript,44,taurgis/sfcc-dev-mcp,32,21,7,,
TypeScript,45,ParadeTo/vue-tree-list,30,686,126,,
TypeScript,46,howells/arc,30,10,0,,
TypeScript,47,tryportal/portal,30,18,3,,
TypeScript,48,vfarcic/dot-ai,30,293,57,,
TypeScript,49,cin12211/orca-q,29,60,0,,
TypeScript,50,ruvnet/marketing,29,31,11,,
TypeScript,51,EthanAlgoX/MarketBot,28,41,8,,
TypeScript,52,WellApp-ai/Well,28,309,44,,
TypeScript,53,agenticsorg/hackathon-tv5,28,22,41,,
TypeScript,54,srbhr/Resume-Matcher,28,26036,4702,,
TypeScript,55,wordflowlab/novelweave,28,51,14,,
TypeScript,56,growupanand/ConvoForm,27,101,32,,
TypeScript,57,hhhh124hhhh/godot-mcp,27,19,2,,
TypeScript,58,oedokumaci/gale-shapley-algorithm,26,10,2,,
TypeScript,59,ruvnet/agentic-robotics,26,14,3,,
TypeScript,60,sgcarstrends/sgcarstrends,26,19,1,,
TypeScript,61,vspo-lab/vspo-portal,26,21,4,,
TypeScript,62,PaulJPhilp/EffectPatterns,25,683,22,,
TypeScript,63,different-ai/agent-bank,25,196,37,,
TypeScript,64,fellipeutaka/kanpeki,25,28,1,,
TypeScript,65,laborany/laborany,25,40,1,,
TypeScript,66,s-hiraoku/vscode-sidebar-terminal,25,12,6,,
TypeScript,67,dereekb/dbx-components,24,12,1,,
TypeScript,68,TheOrcDev/8bitcn-ui,23,1653,101,,
TypeScript,69,espennilsen/pi,23,12,0,,
TypeScript,70,hoangsonww/PetSwipe-Match-App,23,18,10,,
TypeScript,71,jpmorgan-payments/embedded-finance,23,18,6,,
TypeScript,72,lvndry/jazz,23,36,5,,
TypeScript,73,yi-john-huang/sdd-mcp,22,35,3,,
TypeScript,74,netease-youdao/LobsterAI,21,2439,266,,
TypeScript,75,runtime-env/runtime-env,21,41,2,,
TypeScript,76,LIDR-academy/AI4Devs-LTI-extended,20,39,60,,
TypeScript,77,RtlZeroMemory/Rezi,20,459,10,,
TypeScript,78,facebook/immersive-web-sdk,20,481,62,,
TypeScript,79,getsentry/dotagents,20,67,3,,
TypeScript,80,jixoai/openspecui,20,31,6,,
TypeScript,81,quiqr/quiqr-desktop,20,169,10,,
TypeScript,82,shenjingnan/xiaozhi-client,20,259,69,,
TypeScript,83,tsedio/tsed-cli,20,43,24,,
TypeScript,84,0xAxiom/AppFactory,19,122,22,,
TypeScript,85,GGPrompts/TabzChrome,19,126,10,,
TypeScript,86,Peiiii/skild,19,96,7,,
TypeScript,87,aexol-studio/axolotl,19,27,2,,
TypeScript,88,civitai/civitai,19,7019,708,,
TypeScript,89,gamekit-agent/gamekit-cli,19,41,3,,
TypeScript,90,mitsuhiko/agent-stuff,19,1337,89,,
TypeScript,91,natea/ExoMind,19,12,0,,
TypeScript,92,powroom/flins,19,34,7,,
TypeScript,93,senweaver/senweaver-ide,19,14,0,,
TypeScript,94,AgentWorkforce/relay,18,252,18,,
TypeScript,95,ComposioHQ/composio,18,27181,4455,,
TypeScript,96,KartikLabhshetwar/screenshot-studio,18,442,84,,
TypeScript,97,nclamvn/bom-cham,18,21,11,,
TypeScript,98,nrwl/nx-console,18,1395,238,,
TypeScript,99,ramo4040/olyx-ui,18,12,0,,
TypeScript,100,saffron-health/opencode-gui,18,22,7,,
