id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
1631570,nikic/PHP-Parser,false,,,,1120,PHP,master,BSD-3-Clause,,17429,17429,,7952,2011-04-18T17:03:47Z,2026-02-26T13:20:22Z,2026-03-14T10:15:22Z,,64,,,,,,,2026-02-26T13:20:22Z,,true,false,false,,,,ast;parser;php;static-analysis
7769432,vlucas/phpdotenv,false,,,,656,PHP,master,BSD-3-Clause,,13528,13528,,650,2013-01-23T06:57:12Z,2025-12-27T19:51:37Z,2026-03-13T23:50:39Z,,17,,,,,,,2025-12-27T19:51:37Z,,false,false,false,,,,configuration;dotenv;environment;environment-variables;hacktoberfest;php
137515,mockery/mockery,false,,,,463,PHP,1.6.x,BSD-3-Clause,http://docs.mockery.io/en/stable/,10731,10731,,89998,2009-02-25T19:25:09Z,2026-01-28T16:24:02Z,2026-03-14T07:40:53Z,,115,,,,,,,2026-01-28T16:24:02Z,,false,false,false,,,,mock;mockery;mocking;php;phpunit;stub;test-doubles
330275,twigphp/Twig,false,,,,1291,PHP,3.x,BSD-3-Clause,https://twig.symfony.com/,8349,8349,,12741,2009-10-07T21:23:38Z,2026-02-26T09:47:06Z,2026-03-14T07:47:32Z,,71,,,,,,,2026-02-26T09:47:06Z,,false,false,false,,,,php;template-engine;template-language;templating;twig
656308,sebastianbergmann/php-timer,false,,,,63,PHP,main,BSD-3-Clause,,7752,7752,,65989,2010-05-08T10:40:25Z,2026-02-06T04:38:38Z,2026-03-12T06:56:03Z,,0,,,,,,,2026-02-06T04:38:38Z,,false,false,false,,,,
8155345,sebastianbergmann/diff,false,,,,86,PHP,main,BSD-3-Clause,,7664,7664,,55834,2013-02-12T08:34:51Z,2026-02-06T04:42:42Z,2026-03-12T06:56:04Z,,4,,,,,,,2026-02-06T04:42:42Z,,false,false,false,,,,
361639,sebastianbergmann/php-file-iterator,false,,,,47,PHP,main,BSD-3-Clause,,7493,7493,,56332,2009-11-05T05:02:08Z,2026-02-06T04:34:16Z,2026-03-12T06:56:03Z,,0,,,,,,,2026-02-06T04:34:16Z,,false,false,false,,,,
378226,sebastianbergmann/php-text-template,false,,,,30,PHP,main,BSD-3-Clause,,7450,7450,,56744,2009-11-19T11:48:47Z,2026-02-06T04:37:12Z,2026-03-12T06:56:03Z,,0,,,,,,,2026-02-06T04:37:12Z,,false,false,false,,,,
14127912,sebastianbergmann/comparator,false,,,,68,PHP,main,BSD-3-Clause,,7053,7053,,62375,2013-11-05T00:36:12Z,2026-02-06T04:40:54Z,2026-03-12T06:56:04Z,,21,,,,,,,2026-02-06T04:40:54Z,,false,false,false,,,,
8016381,sebastianbergmann/exporter,false,,,,35,PHP,main,BSD-3-Clause,,6826,6826,,81854,2013-02-04T21:15:26Z,2026-02-06T04:44:41Z,2026-03-12T06:56:05Z,,5,,,,,,,2026-02-06T04:44:41Z,,false,false,false,,,,
23217993,sebastianbergmann/global-state,false,,,,19,PHP,main,BSD-3-Clause,,6610,6610,,55893,2014-08-22T08:11:55Z,2026-02-06T04:45:22Z,2026-03-12T06:56:05Z,,0,,,,,,,2026-02-06T04:45:22Z,,false,false,false,,,,
7456035,sebastianbergmann/version,false,,,,35,PHP,main,BSD-3-Clause,,6588,6588,,24078,2013-01-05T14:17:33Z,2026-02-06T04:53:00Z,2026-03-10T19:21:16Z,,1,,,,,,,2026-02-06T04:53:00Z,,false,false,false,,,,
29690340,sebastianbergmann/recursion-context,false,,,,19,PHP,main,BSD-3-Clause,,6581,6581,,74534,2015-01-22T17:19:19Z,2026-02-06T04:51:37Z,2026-03-12T06:56:05Z,,0,,,,,,,2026-02-06T04:51:37Z,,false,false,false,,,,
50561515,sebastianbergmann/object-enumerator,false,,,,9,PHP,main,BSD-3-Clause,,6546,6546,,79718,2016-01-28T06:34:32Z,2026-02-06T04:46:45Z,2026-03-12T06:56:05Z,,0,,,,,,,2026-02-06T04:46:45Z,,false,false,false,,,,
84734311,sebastianbergmann/object-reflector,false,,,,3,PHP,main,BSD-3-Clause,,6286,6286,,87910,2017-03-12T15:02:28Z,2026-02-06T04:47:25Z,2026-03-12T06:56:05Z,,0,,,,,,,2026-02-06T04:47:25Z,,false,false,false,,,,
1023607,tijsverkoyen/CssToInlineStyles,false,,,,193,PHP,master,BSD-3-Clause,,5846,5846,,245,2010-10-25T21:12:37Z,2026-01-06T09:50:28Z,2026-03-12T05:15:59Z,,33,,,,,,,2026-01-06T09:50:28Z,,false,false,false,,,,
1951136,mrclay/minify,false,,,,469,PHP,master,BSD-3-Clause,,3004,3004,,1797,2011-06-25T05:52:15Z,2026-02-14T12:17:34Z,2026-03-12T03:11:09Z,,58,,,,,,,2026-02-14T12:17:34Z,,true,false,false,,,,
