rank,skill_count,repo,mainLanguage,stars,forks,commits,contributors
824,2,go-eagle/eagle-layout,Go,17,6,145.0,2.0
825,2,go-go-golems/geppetto,Go,83,9,2528.0,4.0
826,2,go-tapd/tapd,Go,10,2,358.0,5.0
827,2,google/merchant-api-samples,Java,20,8,537.0,13.0
828,2,googleads/google-ads-api-developer-assistant,Python,64,10,108.0,1.0
829,2,goorm-dev/vapor-ui,TypeScript,33,10,414.0,15.0
830,2,gopherguides/hype,Go,57,4,377.0,5.0
831,2,goplus/llcppg,Go,29,11,863.0,10.0
832,2,gradio-app/daggr,Python,546,48,791.0,37.0
833,2,gradio-app/gradio,Python,42019,3322,8374.0,477.0
834,2,gradio-app/trackio,Python,1321,100,455.0,32.0
835,2,gradion-ai/ipybox,Python,72,18,111.0,4.0
836,2,grafana/mcp-grafana,Go,2544,295,473.0,56.0
837,2,graphistry/pygraphistry,Python,2422,222,2344.0,51.0
838,2,graphwork/workgraph,Rust,36,4,663.0,1.0
839,2,gravitee-io/gravitee-access-management,Java,60,27,5310.0,85.0
840,2,gravity-ui/graph,TypeScript,120,11,296.0,19.0
841,2,greekr4/playwright-bot-bypass,JavaScript,131,8,9.0,1.0
842,2,grlt-hub/app-compose,TypeScript,26,1,282.0,3.0
843,2,growilabs/growi-mcp-server,TypeScript,13,9,227.0,4.0
844,2,guendev/vue3-apollo,TypeScript,12,1,376.0,2.0
845,2,guiiai/logg,TypeScript,20,2,90.0,4.0
846,2,guillermolg00/translate-kit,TypeScript,10,1,57.0,1.0
847,2,gustavoguichard/string-ts,TypeScript,1258,19,208.0,11.0
848,2,h3js/h3,TypeScript,5254,306,1289.0,146.0
849,2,hairyf/overlastic,TypeScript,72,14,378.0,7.0
850,2,hakoniwaa/Squirrel,Rust,94,11,135.0,2.0
851,2,halfprice06/rlmgrep,Python,64,1,59.0,1.0
852,2,handley-lab/mcp-handley-lab,Python,13,4,307.0,7.0
853,2,harbor-framework/harbor,Python,991,760,617.0,133.0
854,2,harehare/mq,Rust,362,7,4271.0,7.0
855,2,harlan-zw/mdream,TypeScript,823,54,335.0,6.0
856,2,harperreed/crm,Go,18,1,175.0,2.0
857,2,harrymunro/nelson,Python,189,16,79.0,5.0
858,2,hashgraph-online/standards-sdk,TypeScript,297,14,377.0,2.0
859,2,hebbs-ai/hebbs,Rust,22,4,48.0,1.0
860,2,hect0x7/jmcomic-ai,Python,17,2,10.0,1.0
861,2,helmfile/helmfile,Go,5021,332,2644.0,376.0
862,2,hemanth/agentu,Python,13,1,89.0,2.0
863,2,henjicc/Henji-AI,TypeScript,213,33,270.0,2.0
864,2,heroui-vue/heroui-vue,TypeScript,14,6,541.0,4.0
865,2,hhszzzz/MingAI,TypeScript,17,5,276.0,1.0
866,2,hiero-ledger/hiero-cli,TypeScript,41,33,432.0,16.0
867,2,hirokidaichi/ergon,TypeScript,15,0,62.0,1.0
868,2,hivellm/vectorizer,Rust,19,2,1086.0,5.0
869,2,hmans/beans,Go,585,39,709.0,11.0
870,2,hodgesmr/agent-fecfile,Python,31,2,101.0,2.0
871,2,homeassistant-extras/ohm-assistant,TypeScript,11,1,40.0,2.0
872,2,homeassistant-extras/petkit-device-cards,TypeScript,19,1,69.0,2.0
873,2,homeassistant-extras/pi-hole-card,TypeScript,163,11,183.0,7.0
874,2,homeassistant-extras/room-summary-card,TypeScript,218,14,407.0,5.0
875,2,homebridge-plugins/homebridge-eufy-security,TypeScript,208,36,1926.0,20.0
876,2,hopps-app/hopps,TypeScript,38,2,827.0,23.0
877,2,hotdata-dev/datafusion-ducklake,Rust,81,7,161.0,4.0
878,2,hsaliak/std_slop,C++,13,1,960.0,3.0
879,2,huggingface/chat-ui,TypeScript,10578,1607,1924.0,149.0
880,2,huggingface/community-evals,Python,11,1,16.0,1.0
881,2,huggingface/huggingface_hub,Python,3413,960,2237.0,313.0
882,2,huggingface/kernels,Python,498,52,314.0,19.0
883,2,huggingface/transformers,Python,157815,32476,22315.0,3823.0
884,2,huggingface/trl,Python,17649,2559,2527.0,456.0
885,2,hughhan1/rtest,Python,19,1,175.0,3.0
886,2,hugohe3/ppt-master,Python,1997,270,152.0,2.0
887,2,hybroai/a2a-adapter,Python,25,6,127.0,3.0
888,2,hyparam/squirreling,JavaScript,31,0,203.0,3.0
889,2,hyperdxio/hyperdx,TypeScript,9371,374,1369.0,54.0
890,2,hypothesi/mcp-server-tauri,TypeScript,107,19,129.0,2.0
891,2,hypurrquant/perp-cli,TypeScript,17,3,196.0,2.0
892,2,i-dot-ai/lex,Python,34,19,224.0,3.0
893,2,iamlogand/republic-of-rome-online,Python,11,3,811.0,4.0
894,2,iepathos/debtmap,Rust,26,4,5070.0,2.0
895,2,imjuya/juya-news-card,TypeScript,75,10,24.0,4.0
896,2,imperativelabs/orkestra,TypeScript,18,3,15.0,2.0
897,2,imran31415/kube-coder,Python,168,8,54.0,2.0
898,2,inclusionAI/AEnvironment,Python,260,31,76.0,7.0
899,2,inconvoai/inconvo,TypeScript,95,7,656.0,3.0
900,2,infiniflow/ragflow,Python,75000,8382,5524.0,506.0
901,2,input-output-hk/acropolis,Rust,13,7,2830.0,15.0
902,2,iopsystems/durable,Rust,45,1,251.0,1.0
903,2,isala404/forge,Rust,63,2,177.0,2.0
904,2,isomoes/blivedm_rs,Rust,26,5,158.0,7.0
905,2,itxaiohanglover/mcp-codestyle-server,Java,48,7,109.0,8.0
906,2,iurygdeoliveira/labSIS-KIT,PHP,31,15,188.0,4.0
907,2,ivo-toby/mcp-picnic,TypeScript,35,14,73.0,4.0
908,2,ivogarais/vizdantic,Python,14,0,52.0,2.0
909,2,iwillspeak/docket,Rust,23,1,227.0,2.0
910,2,ixugo/goddd,Go,37,2,134.0,2.0
911,2,j3soon/ros2-essentials,C++,40,11,888.0,6.0
912,2,jacob-bd/notebooklm-mcp-cli,Python,2515,455,390.0,15.0
913,2,jacobcwright/open-animate,TypeScript,19,1,135.0,2.0
914,2,jademind/pi-statusbar,Python,33,5,67.0,2.0
915,2,janwilmake/uithub,TypeScript,12,0,49.0,1.0
916,2,jaredpar/complog,C#,40,12,317.0,7.0
917,2,jaredrummler/consoul,Python,16,2,955.0,1.0
918,2,jasonraimondi/ts-oauth2-server,TypeScript,299,55,656.0,19.0
919,2,jbreite/bashkit,TypeScript,11,0,90.0,1.0
920,2,jdillon/vscode-beads,TypeScript,40,11,147.0,3.0
921,2,jeffersongoncalves/filament-multifactor-whatsapp,PHP,15,2,43.0,3.0
922,2,jeffersongoncalves/filament-service-desk,PHP,10,0,47.0,1.0
923,2,jfernandez/mdserve,Rust,389,40,69.0,8.0
924,2,jgraph/drawio-mcp,JavaScript,1261,77,53.0,3.0
925,2,jingkaihe/kodelet,Go,14,0,1673.0,3.0
926,2,jjenzz/sweepi,TypeScript,11,0,133.0,1.0
927,2,jlevy/frontmatter-format,Python,21,3,41.0,2.0
928,2,jlevy/repren,Python,371,39,140.0,5.0
929,2,jlevy/speculate,Python,28,3,112.0,1.0
930,2,jmagar/unraid-mcp,Python,42,23,115.0,2.0
931,2,jnMetaCode/shellward,TypeScript,18,2,28.0,1.0
932,2,joelhooks/agent-secrets,Go,62,1,37.0,1.0
933,2,joeseesun/qiaomu-x-article-publisher,Python,68,11,4.0,1.0
934,2,johannilsson/sthlmtraveling,Java,114,37,1541.0,14.0
935,2,johannschopplich/johannschopplich.com,PHP,11,1,1208.0,1.0
936,2,jongio/azd-app,Go,11,5,300.0,3.0
937,2,joshuadavidthomas/django-language-server,Rust,176,7,468.0,5.0
938,2,joshyorko/rcc,Go,21,1,150.0,3.0
939,2,joybro/obsidian-similar-notes,TypeScript,86,7,325.0,3.0
940,2,jpsca/jx,Python,14,1,79.0,1.0
941,2,jshph/aside,Rust,10,0,46.0,2.0
942,2,juanceresa/sift-kg,Python,440,36,115.0,2.0
943,2,julymetodiev/post-cortex,Rust,20,6,213.0,2.0
944,2,jupyterlite/ai,TypeScript,45,16,251.0,6.0
945,2,justeattakeaway/JustSaying,C#,56,23,3766.0,87.0
946,2,justjavac/gpui-memory-game,Rust,12,5,126.0,1.0
947,2,jvanderberg/markless,Rust,87,7,80.0,4.0
948,2,jwa91/n8nmermaid,Python,16,2,19.0,2.0
949,2,jzero-io/jzero,Go,174,16,1579.0,11.0
950,2,k-kolomeitsev/data-structure-protocol,Python,23,1,4.0,1.0
951,2,k1LoW/gh-pr-reviews,Go,10,0,76.0,3.0
952,2,k8s-lynq/lynq,Go,76,5,133.0,2.0
953,2,kaitranntt/ccs,TypeScript,1415,115,2452.0,20.0
954,2,kalil0321/reverse-api-engineer,Python,480,39,215.0,5.0
955,2,karad/seiro-mcp,Rust,14,1,36.0,2.0
956,2,karpathy/nanochat,Python,48439,6334,351.0,51.0
957,2,kawanji01/DiQt_on_extensions,JavaScript,22,3,247.0,4.0
958,2,keboola/osiris,Python,15,2,486.0,2.0
959,2,kengz/SLM-Lab,Python,1336,284,2624.0,17.0
960,2,kevin1chun/robinhood-for-agents,TypeScript,23,2,25.0,2.0
961,2,kevint-cerebras/cerebras-code-cli,TypeScript,82,40,9370.0,741.0
962,2,kevinwatt/ffmpeg-mcp-lite,Python,22,2,7.0,1.0
963,2,kevinwatt/yt-dlp-mcp,TypeScript,226,50,83.0,7.0
964,2,kingbootoshi/codex-orchestrator,TypeScript,231,36,20.0,3.0
965,2,kitchen-engineer42/Anything2Ontology,Python,72,15,10.0,2.0
966,2,kleros/kleros-v2,TypeScript,80,55,4862.0,33.0
967,2,knuckleswtf/scribe,PHP,2273,360,2652.0,245.0
968,2,koaning/wigglystuff,JavaScript,213,17,275.0,11.0
969,2,kongfoo-ai/internTA,Python,26,5,120.0,6.0
970,2,kool-dev/kool,Go,714,50,1443.0,30.0
971,2,krodak/clickup-cli,TypeScript,24,2,165.0,2.0
972,2,kromahlusenii-ops/ham,JavaScript,25,1,50.0,2.0
973,2,kubernetes-sigs/cluster-api-provider-azure,Go,329,468,6751.0,250.0
974,2,kubev2v/forklift,Go,164,82,4109.0,55.0
975,2,kvcache-ai/Mooncake,C++,4920,599,963.0,158.0
976,2,kweaver-ai/adp,Go,32,15,219.0,32.0
977,2,lakernote/EasyPostman,Java,584,43,2016.0,6.0
978,2,lambdaclass/eth-agent,TypeScript,10,2,82.0,6.0
979,2,lan17/homesec,Python,26,0,62.0,2.0
980,2,lance-format/lance,Rust,6173,585,3647.0,185.0
981,2,laravel/ai,PHP,683,144,303.0,54.0
982,2,laravel/fortify,PHP,1726,329,496.0,132.0
983,2,laravel/pennant,PHP,570,63,375.0,33.0
984,2,laravel/socialite,PHP,5739,958,853.0,163.0
985,2,laukkw/brale-core,Go,52,6,39.0,1.0
986,2,lazzyfu/goInsight,Go,721,212,1352.0,17.0
987,2,lcomplete/huntly,TypeScript,2299,194,407.0,6.0
988,2,ldapts/ldapts,TypeScript,298,44,538.0,23.0
989,2,ldclabs/KIP,Python,56,3,42.0,1.0
990,2,leemysw/feishu-docx,Python,81,11,58.0,5.0
991,2,lemony-ai/cascadeflow,Python,294,96,488.0,4.0
992,2,leochiu-a/git-pr-ai,TypeScript,74,5,587.0,3.0
993,2,leochiu-a/universal-agents,TypeScript,57,2,57.0,1.0
994,2,leonardsellem/codex-specialized-subagents,TypeScript,53,2,99.0,1.0
995,2,leondgarse/keras_cv_attention_models,Python,623,97,1103.0,5.0
996,2,letta-ai/agent-file,TypeScript,1020,97,146.0,6.0
997,2,letta-ai/letta-evals,Python,60,7,232.0,9.0
998,2,liang121/video-summarizer,Python,13,0,14.0,1.0
999,2,lidofinance/state-mate,TypeScript,12,4,473.0,12.0
1000,2,likaia/nginxpulse,Go,2335,159,171.0,7.0
