language,rank,repo,skill_count,stars,forks,commits,contributors
JavaScript,43,dojoengine/book,26,53,94,958.0,81.0
JavaScript,44,module-federation/core,26,2469,396,3674.0,194.0
JavaScript,45,redongreen/uSpec,26,33,3,6.0,1.0
JavaScript,46,storefront-x/storefront-x,26,41,6,640.0,18.0
JavaScript,47,block/goosetown,24,61,7,3.0,1.0
JavaScript,48,brsbl/ottonomous,24,11,1,261.0,2.0
JavaScript,49,jsturtevant/rally,24,21,2,210.0,3.0
JavaScript,50,sailscastshq/boring-stack,24,491,25,1071.0,12.0
JavaScript,51,codexstar69/bug-hunter,22,95,1,58.0,1.0
JavaScript,52,telagod/code-abyss,21,104,10,91.0,2.0
JavaScript,53,FHIR/sql-on-fhir-v2,20,131,34,826.0,30.0
JavaScript,54,hamr0/liteagents,20,12,2,159.0,3.0
JavaScript,55,paralleldrive/riteway,20,1169,38,606.0,34.0
JavaScript,56,Kaggle/kaggle-environments,18,369,165,1370.0,51.0
JavaScript,57,akiojin/unity-mcp-server,18,25,7,1943.0,9.0
JavaScript,58,caretive-ai/project-careti,18,46,10,257.0,4.0
JavaScript,59,datht-work/safeai-global-agent,18,12,7,24.0,1.0
JavaScript,60,mrvladd-d/memobank,18,31,8,3.0,1.0
JavaScript,61,openyida/openyida,18,99,10,95.0,6.0
JavaScript,62,suyashb734/cliagents,18,14,2,26.0,1.0
JavaScript,63,BlkLeg/CircuitBreaker,16,177,7,138.0,3.0
JavaScript,64,Joncik91/ucai,16,27,2,91.0,2.0
JavaScript,65,asamassekou10/ship-safe,16,137,8,55.0,1.0
JavaScript,66,shinpr/agentic-code,16,36,3,100.0,1.0
JavaScript,67,vkehfdl1/slides-grab,16,128,25,50.0,2.0
JavaScript,68,JubaKitiashvili/everything-react-native-expo,14,16,0,97.0,1.0
JavaScript,69,andrewyng/context-hub,14,6050,571,132.0,15.0
JavaScript,70,dgk-dev/dgk-gpt,14,34,7,11.0,1.0
JavaScript,71,facebook/react,14,243921,50780,21425.0,1971.0
JavaScript,72,influxdata/docs-v2,14,81,325,9928.0,254.0
JavaScript,73,itz4blitz/agentful,14,12,7,277.0,4.0
JavaScript,74,jdubray/puffin,14,17,5,258.0,1.0
JavaScript,75,josstei/maestro-gemini,14,109,5,70.0,1.0
JavaScript,76,lowdefy/lowdefy,14,2953,178,6812.0,26.0
JavaScript,77,Joonghyun-Lee-Frieren/oh-my-gemini-cli,12,57,2,58.0,1.0
JavaScript,78,Purple-Horizons/tick-md,12,13,2,110.0,1.0
JavaScript,79,Ratler/dream-team,12,14,2,49.0,1.0
JavaScript,80,didi/mpx,12,3878,391,12824.0,121.0
JavaScript,81,midspiral/lemmafit,12,26,0,45.0,2.0
JavaScript,82,moeadham/fwd2cal,12,31,4,108.0,3.0
JavaScript,83,nabondance/Trailhead-Banner,12,47,1,1166.0,4.0
JavaScript,84,ringcentral/rc-unified-crm-extension,12,12,12,2116.0,6.0
JavaScript,85,atlassian/atlassian-mcp-server,10,437,44,69.0,12.0
JavaScript,86,kazuph/reviw,10,17,0,167.0,1.0
JavaScript,87,mikkelkrogsholm/ai-laegens-bord,10,37,3,5.0,1.0
JavaScript,88,pabpereza/pabpereza,10,376,24,96.0,3.0
JavaScript,89,peterfei/ai-agent-team,10,291,36,51.0,1.0
JavaScript,90,reusabledata/reusabledata,10,14,11,563.0,8.0
JavaScript,91,rogie/figui3,10,53,0,302.0,1.0
JavaScript,92,sinewaveai/agent-security-scanner-mcp,10,85,6,185.0,5.0
JavaScript,93,lwj1994/flutter_view_model,9,21,1,284.0,2.0
JavaScript,94,Codename-Inc/spectre,8,115,12,212.0,2.0
JavaScript,95,MetalLegBob/solana-vibes-kit,8,14,0,144.0,1.0
JavaScript,96,TryGhost/Ghost,8,52041,11382,44400.0,807.0
JavaScript,97,apify/apify-docs,8,62,176,3800.0,127.0
JavaScript,98,facebook/hermes,8,10822,745,8959.0,251.0
JavaScript,99,mark-friedman/scheme-js,8,15,2,235.0,2.0
JavaScript,100,pwndoc/pwndoc,8,2776,502,724.0,33.0
PHP,1,laraxot/laravelpizza.com,714,26,22,505.0,2.0
PHP,2,xuey490/project,80,12,0,773.0,1.0
PHP,3,coollabsio/coolify,45,51708,3809,14858.0,628.0
PHP,4,AuroraWebSoftware/AAuth,42,41,7,333.0,17.0
PHP,5,unopim/unopim,42,9324,122,1283.0,27.0
PHP,6,bnomei/kirby-mcp,30,37,1,40.0,2.0
PHP,7,Automattic/wordpress-activitypub,28,565,85,2765.0,52.0
PHP,8,daveroverts/bmac,27,11,13,2147.0,9.0
PHP,9,angristan/larafeed,24,54,2,867.0,3.0
PHP,10,Chemaclass/unspent,20,14,0,104.0,1.0
PHP,11,JaguarJack/catch-admin,20,895,138,315.0,5.0
PHP,12,laravel/boost,18,3333,292,871.0,78.0
PHP,13,phel-lang/phel-lang,18,473,22,3372.0,22.0
PHP,14,neuron-core/neuron-ai,16,1773,190,2953.0,44.0
PHP,15,neuron-core/neuron-laravel,12,107,14,60.0,1.0
PHP,16,hotwired-laravel/turbo-laravel,10,837,53,744.0,19.0
PHP,17,vizra-ai/vizra-adk,10,291,35,333.0,20.0
PHP,18,MohmmedAshraf/laravel-translations,8,803,116,245.0,33.0
PHP,19,saucebase-dev/saucebase,8,35,8,1177.0,5.0
PHP,20,spatie/freek.dev,8,643,155,2340.0,34.0
PHP,21,KeygraphHQ/xbow-validation-benchmarks,6,23,5,13.0,2.0
PHP,22,TypiCMS/Base,6,1609,497,2432.0,14.0
PHP,23,cognesy/instructor-php,6,309,24,1300.0,10.0
PHP,24,livewire/livewire,6,23476,1730,5720.0,590.0
PHP,25,ludoguenet/laravel-zap,6,1415,100,152.0,17.0
PHP,26,raphaelstolt/lean-package-validator,6,17,7,421.0,4.0
PHP,27,shopperlabs/shopper,6,1078,164,1667.0,20.0
PHP,28,EasyCorp/EasyAdminBundle,4,4271,1095,8194.0,633.0
PHP,29,churchtools/changelogger,4,34,9,153.0,7.0
PHP,30,ethanhann/redisearch-php,4,239,60,308.0,16.0
PHP,31,filamentphp/demo,4,1192,557,693.0,27.0
PHP,32,herkobi/saas,4,22,0,23.0,1.0
PHP,33,kawax/self-ordering,4,21,4,285.0,5.0
PHP,34,mglaman/phpstan-drupal,4,206,82,793.0,59.0
PHP,35,phpstan/phpstan,4,13866,943,14198.0,301.0
PHP,36,phpvms/phpvms,4,194,166,3015.0,53.0
PHP,37,ploi/roadmap,4,559,112,1027.0,35.0
PHP,38,tallstackui/tallstackui,4,700,67,3994.0,37.0
PHP,39,yamadashy/phpstan-friendly-formatter,4,63,5,100.0,7.0
PHP,40,ChurchCRM/CRM,2,830,520,13788.0,87.0
PHP,41,Pushword/Pushword,2,21,2,367.0,2.0
PHP,42,Soneso/stellar-php-sdk,2,40,19,443.0,7.0
PHP,43,WendellAdriel/laravel-validated-dto,2,758,46,228.0,23.0
PHP,44,asciisd/knet,2,14,7,125.0,2.0
PHP,45,byjg/php-rest-reference-architecture,2,17,6,275.0,1.0
PHP,46,codeigniter4/CodeIgniter4,2,5855,1975,23405.0,378.0
PHP,47,foxbytehq/laravel-inertia-dataproviders,2,25,1,102.0,6.0
PHP,48,franbarbalopez/mirror,2,150,4,12.0,3.0
PHP,49,glhd/aire,2,544,40,412.0,14.0
PHP,50,iurygdeoliveira/labSIS-KIT,2,31,15,188.0,4.0
PHP,51,jeffersongoncalves/filament-multifactor-whatsapp,2,15,2,43.0,3.0
PHP,52,jeffersongoncalves/filament-service-desk,2,10,0,47.0,1.0
PHP,53,johannschopplich/johannschopplich.com,2,11,1,1208.0,1.0
PHP,54,knuckleswtf/scribe,2,2273,360,2652.0,245.0
PHP,55,laravel/ai,2,683,144,303.0,54.0
PHP,56,laravel/fortify,2,1726,329,496.0,132.0
PHP,57,laravel/pennant,2,570,63,375.0,33.0
PHP,58,laravel/socialite,2,5739,958,853.0,163.0
PHP,59,livewire/blaze,2,672,30,475.0,13.0
PHP,60,ohdearapp/ohdear-cli,2,138,3,273.0,4.0
PHP,61,open-runtimes/open-runtimes,2,275,70,2286.0,24.0
PHP,62,phpstan/phpstan-src,2,385,555,16057.0,505.0
PHP,63,prism-php/prism,2,2325,276,558.0,129.0
PHP,64,realrashid/cart,2,109,7,33.0,3.0
PHP,65,realrashid/plan-craft,2,88,12,81.0,6.0
PHP,66,relaticle/flowforge,2,381,44,457.0,13.0
PHP,67,scify/laravel-cookie-guard,2,136,4,336.0,4.0
PHP,68,spatie/laravel-backup,2,5964,797,1433.0,255.0
PHP,69,spatie/laravel-dashboard,2,566,74,350.0,57.0
PHP,70,spatie/laravel-medialibrary,2,6101,1100,2652.0,403.0
PHP,71,spatie/laravel-og-image,2,29,1,48.0,3.0
PHP,72,spatie/laravel-pdf,2,990,88,380.0,42.0
PHP,73,spatie/laravel-permission,2,12856,1824,1902.0,263.0
PHP,74,spatie/laravel-query-builder,2,4395,409,1038.0,159.0
PHP,75,spatie/laravel-ray,2,316,73,889.0,58.0
PHP,76,spatie/laravel-responsecache,2,2767,242,467.0,95.0
PHP,77,spatie/laravel-screenshot,2,76,3,31.0,4.0
PHP,78,symfony/ai,2,1059,203,2969.0,129.0
PHP,79,ploi/ploi-php-sdk,1,77,27,208.0,19.0
PHP,80,viames/pair,1,10,2,500.0,3.0
Python,1,hainamchung/agent-assistant,780,36,14,13.0,1.0
Python,2,nWave-ai/nWave,726,256,30,68.0,7.0
Python,3,gtmagents/gtm-agents,682,115,17,18.0,2.0
Python,4,sequenzia/agent-alchemy,636,13,1,272.0,1.0
Python,5,eddiebelaval/squire,600,14,3,13.0,1.0
Python,6,malue-ai/dazee-small,522,30,0,193.0,9.0
Python,7,DNYoussef/context-cascade,504,22,6,238.0,1.0
Python,8,hzqst/CS2_VibeSignatures,348,22,2,666.0,3.0
Python,9,giuseppe-trisciuoglio/developer-kit,336,161,11,380.0,3.0
Python,10,CraftOS-dev/CraftBot,326,55,5,494.0,4.0
Python,11,elophanto/EloPhanto,298,34,5,277.0,3.0
Python,12,openakita/openakita,292,1219,150,1312.0,7.0
Python,13,wshobson/agents,292,31239,3426,242.0,41.0
Python,14,existential-birds/beagle,282,38,5,83.0,2.0
Python,15,SimHacker/moollm,254,34,4,2287.0,3.0
Python,16,LerianStudio/ring,222,135,15,1834.0,16.0
Python,17,kagenti/kagenti,208,110,59,2395.0,45.0
Python,18,xuiltul/animaworks,207,161,22,1944.0,11.0
Python,19,matteocervelli/llms,192,20,2,26.0,1.0
Python,20,openshift-eng/ai-helpers,172,52,214,836.0,88.0
Python,21,cwinvestments/memstack,154,45,3,120.0,1.0
Python,22,ancoleman/ai-design-components,152,310,48,81.0,2.0
Python,23,kaivyy/kabot,136,21,6,343.0,4.0
Python,24,williamzujkowski/standards,134,13,0,176.0,2.0
Python,25,bytedance/agentkit-samples,132,247,46,453.0,28.0
Python,26,causify-ai/helpers,132,142,130,851.0,29.0
Python,27,davidlee/spec-driver,132,15,2,785.0,2.0
Python,28,proffesor-for-testing/sentinel-api-testing,130,36,9,144.0,2.0
Python,29,mikeOnBreeze/cc-crossbeam,129,145,53,69.0,1.0
Python,30,vasilyu1983/AI-Agents-public,124,41,9,26.0,1.0
Python,31,j5ik2o/okite-ai,120,73,2,248.0,2.0
Python,32,Fu-Jie/openwebui-extensions,117,112,9,802.0,6.0
Python,33,jpoley/flowspec,111,12,1,1444.0,6.0
Python,34,humansys/raise,108,43,3,2.0,1.0
Python,35,thapaliyabikendra/ai-artifacts,108,15,4,41.0,5.0
Python,36,Hidden-History/ai-memory,105,24,4,325.0,3.0
Python,37,kivo360/OmoiOS,105,37,4,701.0,5.0
Python,38,lhl/realitycheck,105,17,0,183.0,1.0
Python,39,adelpro/quran-search-engine,102,19,37,26.0,1.0
Python,40,soimy/atlasify,102,35,5,103.0,3.0
Python,41,yazelin/ching-tech-os,102,22,8,639.0,4.0
Python,42,EthanAlgoX/MarketBot,100,55,9,322.0,1.0
Python,43,OpenHands/extensions,98,72,15,101.0,11.0
Python,44,jonathan-vella/azure-agentic-infraops-accelerator,98,16,16,24.0,4.0
Python,45,trohitg/MachinaOS,96,18,3,199.0,1.0
Python,46,jonathan-vella/azure-agentic-infraops,94,164,61,492.0,6.0
Python,47,leandrosilvaferreira/gitai,94,36,2,73.0,2.0
Python,48,doodledood/manifest-dev,93,60,7,112.0,3.0
Python,49,huangrt01/CS-Notes,93,3947,484,819.0,4.0
Python,50,xenitV1/Antigravity-Workflows,92,129,21,23.0,3.0
Python,51,2025Emma/vibe-coding-cn,90,14463,1594,130.0,2.0
Python,52,definableai/definable.ai,90,20,2,177.0,2.0
Python,53,vstorm-co/pydantic-deepagents,90,452,47,142.0,7.0
Python,54,Ibrahim-3d/conductor-orchestrator-superpowers,84,275,30,18.0,1.0
Python,55,tobihagemann/turbo,84,22,1,60.0,1.0
Python,56,yezannnnn/agentGroup,81,53,17,13.0,1.0
Python,57,Kilo-Org/kilo-marketplace,76,53,16,211.0,31.0
Python,58,davidabeyer/formaltask,75,13,1,25.0,1.0
Python,59,VioletCranberry/coco-search,72,18,3,1024.0,3.0
Python,60,prowler-cloud/prowler,72,13314,2040,7879.0,367.0
Python,61,dp-archive/archive,68,1111,97,195.0,2.0
Python,62,sammcj/agentic-coding,68,108,18,370.0,3.0
Python,63,sfc-gh-dflippo/snowflake-dbt-demo,68,31,8,301.0,2.0
Python,64,cnoe-io/ai-platform-engineering,66,324,47,3223.0,29.0
Python,65,jd-opensource/JoySafeter,66,176,35,219.0,5.0
Python,66,aitytech/agentkits-marketing,64,374,44,69.0,4.0
Python,67,kv0906/pm-kit,64,68,16,102.0,1.0
Python,68,deepeshBodh/human-in-loop,62,24,1,223.0,1.0
Python,69,Abilityai/cornelius,60,74,20,19.0,1.0
Python,70,krzysztofsurdy/code-virtuoso,60,13,0,198.0,3.0
Python,71,snyk/agent-scan,60,1873,186,376.0,11.0
Python,72,intertwine/hive-orchestrator,57,14,2,316.0,6.0
Python,73,dsifry/goodtogo,54,53,3,61.0,1.0
Python,74,emanueleielo/ciana-parrot,54,66,12,70.0,3.0
Python,75,gqy20/IssueLab,54,10,6,438.0,7.0
Python,76,krafton-ai/KIRA,54,712,97,121.0,9.0
Python,77,manusco/resonance,52,34,6,54.0,2.0
Python,78,rand/cc-polymath,52,80,5,158.0,2.0
Python,79,rohitg00/kubectl-mcp-server,52,849,166,127.0,7.0
Python,80,sddevelopment-be/quickstart_agent-augmented-development,52,13,3,824.0,2.0
Python,81,winstonkoh87/Athena-Public,52,430,57,485.0,3.0
Python,82,canonical/copilot-collections,51,16,9,56.0,10.0
Python,83,kayba-ai/agentic-context-engine,51,1987,253,753.0,28.0
Python,84,TheCraigHewitt/seomachine,50,2702,433,15.0,1.0
Python,85,norahe0304-art/30x-seo,50,11,5,25.0,1.0
Python,86,WayfinderFoundation/wayfinder-paths-sdk,48,14,4,103.0,8.0
Python,87,ZimoLiao/scholaraio,48,144,17,132.0,2.0
Python,88,aws-samples/sample-strands-agent-with-agentcore,48,111,39,197.0,9.0
Python,89,hannesill/m4,48,23,10,378.0,11.0
Python,90,indexedlabs/pydantic-ai-gepa,48,25,5,233.0,2.0
Python,91,kazukinagata/shinkoku,48,308,29,157.0,2.0
Python,92,thinking-machines-lab/tinker-cookbook,48,2939,349,274.0,55.0
Python,93,dagster-io/erk,46,74,7,4089.0,4.0
Python,94,ginlix-ai/LangAlpha,46,52,7,699.0,7.0
Python,95,mehdic/bazinga,44,19,0,566.0,3.0
Python,96,okwinds/miscellany,44,39,2,50.0,3.0
Python,97,OthmanAdi/planning-with-files,42,16064,1476,155.0,22.0
Python,98,astronomer/agents,42,281,27,228.0,14.0
Python,99,atopile/atopile,42,3104,171,2843.0,41.0
Python,100,dlt-hub/dlt,42,5044,469,4177.0,172.0
Rust,1,openteams-lab/openteams,1730,73,5,1781.0,53.0
Rust,2,frumu-ai/tandem,351,73,7,1206.0,5.0
Rust,3,Goldziher/spikard,216,101,4,1714.0,3.0
Rust,4,googleworkspace/cli,186,20319,926,216.0,36.0
Rust,5,rokibulroni/WiFiDensePose,186,13,8,214.0,7.0
Rust,6,loonghao/auroraview,147,28,4,886.0,4.0
Rust,7,Larusso/unity-version-manager,138,41,9,462.0,4.0
Rust,8,pacphi/sindri,135,11,6,386.0,3.0
Rust,9,rfdiosuao/openfang-cn,134,22,4,2.0,1.0
Rust,10,agent-sh/agnix,123,95,11,731.0,6.0
Rust,11,krakenfx/kraken-cli,100,50,7,16.0,3.0
Rust,12,kreuzberg-dev/kreuzberg,100,6704,318,3821.0,27.0
Rust,13,bpowers/simlin,82,92,18,2056.0,5.0
Rust,14,Finesssee/linear-cli,76,49,9,283.0,4.0
Rust,15,j5ik2o/oni-comb-rs,69,42,0,4288.0,5.0
Rust,16,loonghao/vx,63,19,2,1188.0,5.0
Rust,17,ruvnet/ruv-FANN,60,333,95,317.0,5.0
Rust,18,Creatiwity/siren,55,20,1,427.0,5.0
Rust,19,ruvnet/midstream,52,89,25,38.0,2.0
Rust,20,agenticsorg/lean-agentic,50,49,6,22.0,2.0
Rust,21,Shadylukin/Neumann,48,73,6,576.0,3.0
Rust,22,zerx-lab/rmx,44,36,0,59.0,2.0
Rust,23,nirholas/pump-fun-sdk,40,63,25,3586.0,3.0
Rust,24,BA-CalderonMorales/terminal-jarvis,38,122,16,405.0,4.0
Rust,25,Hmbown/MiniMax-CLI,38,10,3,90.0,1.0
Rust,26,bolivian-peru/os-moda,38,74,15,109.0,1.0
Rust,27,Agents2AgentsAI/ata,36,67,3,4843.0,374.0
Rust,28,stencila/stencila,36,872,56,20165.0,52.0
Rust,29,tilework-tech/nori-cli,36,111,4,2390.0,239.0
Rust,30,mikeyobrien/ralph-orchestrator,34,2181,217,438.0,23.0
Rust,31,sibyllinesoft/smith-core,32,10,1,44.0,2.0
Rust,32,redis-developer/redisctl,30,11,0,771.0,2.0
Rust,33,vicanso/zedis,30,1726,39,346.0,1.0
Rust,34,lovesegfault/rio-build,26,44,3,938.0,2.0
Rust,35,mattwynne/yaks,26,29,2,1050.0,4.0
Rust,36,boundless-xyz/kailua,24,67,31,216.0,9.0
Rust,37,byteowlz/oqto,24,34,2,481.0,1.0
Rust,38,dallay/agentsync,24,15,3,360.0,9.0
Rust,39,doraemonkeys/sloc-guard,24,18,2,393.0,1.0
Rust,40,nwiizo/cargo-coupling,24,68,2,83.0,3.0
Rust,41,majiayu000/litellm-rs,22,28,6,579.0,4.0
Rust,42,tursodatabase/turso,22,17804,792,15951.0,227.0
Rust,43,cafreeman/worktree,20,14,2,49.0,1.0
Rust,44,mofa-org/mofa-studio,20,11,31,80.0,10.0
Rust,45,raphaelmansuy/edgequake,20,1443,148,127.0,7.0
Rust,46,ricardoquesada/regenerator2000,20,72,6,868.0,4.0
Rust,47,tari-project/tari-ootle,20,22,25,1488.0,24.0
Rust,48,JamieMason/syncpack,18,1954,71,811.0,33.0
Rust,49,berrzebb/zeroquant,18,12,9,22.0,3.0
Rust,50,elodin-sys/elodin,18,515,31,1559.0,17.0
Rust,51,gotempsh/temps,18,270,10,311.0,2.0
Rust,52,govctl-org/govctl,18,99,8,329.0,1.0
Rust,53,peteonrails/voxtype,18,500,34,413.0,16.0
Rust,54,r3bl-org/r3bl-open-core,18,463,31,1925.0,14.0
Rust,55,slvDev/weasel,18,25,1,313.0,1.0
Rust,56,washanhanzi/connectrpc-axum,18,24,1,165.0,1.0
Rust,57,biomejs/biome,16,24018,901,9558.0,672.0
Rust,58,datadog-labs/pup,16,463,36,560.0,35.0
Rust,59,decentpaste/decentpaste,16,160,7,277.0,1.0
Rust,60,katanemo/plano,16,5960,358,636.0,32.0
Rust,61,rtk-ai/rtk,16,7722,422,369.0,31.0
Rust,62,rust-works/succinctly,16,45,2,624.0,3.0
Rust,63,trymirai/uzu,16,1497,45,312.0,6.0
Rust,64,ZhangHanDong/agent-spec,15,72,6,27.0,1.0
Rust,65,0xPlaygrounds/rig,14,6497,703,942.0,167.0
Rust,66,Open-Quant/openquant,14,29,3,76.0,1.0
Rust,67,Taoidle/plan-cascade,14,95,6,579.0,11.0
Rust,68,ZhangHanDong/agent-teams-rs,14,14,5,2.0,1.0
Rust,69,bearcove/pikru,14,27,1,242.0,1.0
Rust,70,blockcell-labs/blockcell,14,243,46,160.0,9.0
Rust,71,codingagentsystem/cas,14,68,7,12.0,1.0
Rust,72,coltonbatts/VCR,14,21,0,148.0,1.0
Rust,73,dannys-code-corner/incan,14,16,0,94.0,1.0
Rust,74,dmmulroy/overseer,14,222,13,97.0,3.0
Rust,75,manthanabc/paws,14,11,2,2420.0,30.0
Rust,76,mathematic-inc/earl,14,109,6,92.0,1.0
Rust,77,noir-lang/noir,14,1322,375,7217.0,119.0
Rust,78,openkoi-ai/openkoi,14,19,1,87.0,1.0
Rust,79,txpipe/dolos,14,111,48,896.0,27.0
Rust,80,Azure/azure-sdk-for-rust,12,868,340,3107.0,196.0
Rust,81,DataDog/lading,12,94,14,1481.0,28.0
Rust,82,Jxck/sptth,12,124,5,63.0,1.0
Rust,83,Pama-Lee/Ordo,12,26,3,122.0,3.0
Rust,84,PierreZ/moonpool,12,25,1,403.0,4.0
Rust,85,StepfenShawn/kota,12,86,8,48.0,3.0
Rust,86,agglayer/agglayer,12,115,85,619.0,54.0
Rust,87,axone-protocol/contracts,12,123,19,2210.0,17.0
Rust,88,jayasuryajsk/codex-kaioken,12,32,2,2248.0,248.0
Rust,89,jwilger/eventcore,12,11,1,384.0,3.0
Rust,90,lee-to/hlv,12,31,3,19.0,1.0
Rust,91,liqiongyu/agentpack,12,17,4,658.0,2.0
Rust,92,lucifer1004/typub,12,27,0,16.0,1.0
Rust,93,mag123c/toktrack,12,57,3,218.0,3.0
Rust,94,mihai-dinculescu/tapo,12,730,74,470.0,14.0
Rust,95,nicosuave/memex,12,73,7,100.0,4.0
Rust,96,one-covenant/basilica,12,38,11,2612.0,6.0
Rust,97,pinax-network/substreams-svm,12,14,0,230.0,4.0
Rust,98,raine/workmux,12,973,65,1350.0,14.0
Rust,99,tachyon-zcash/ragu,12,35,15,1443.0,8.0
Rust,100,Myriad-Dreamin/tinymist,10,2983,130,1732.0,63.0
TypeScript,1,danielmiessler/Personal_AI_Infrastructure,1092,9985,1401,575.0,24.0
TypeScript,2,proffesor-for-testing/agentic-qe,861,250,48,1153.0,7.0
TypeScript,3,ruvnet/ruflo,798,21050,2318,5960.0,12.0
TypeScript,4,yonatangross/orchestkit,558,117,13,339.0,2.0
TypeScript,5,hivellm/rulebook,459,10,1,423.0,3.0
TypeScript,6,kriegcloud/beep-effect,441,46,5,7803.0,728.0
TypeScript,7,jmagly/aiwg,414,97,14,648.0,4.0
TypeScript,8,Zendevve/Antigravity-Usage,378,32,3,20.0,1.0
TypeScript,9,udecode/better-convex,360,379,28,393.0,9.0
TypeScript,10,CharlesWiltgen/Axiom,348,629,52,466.0,1.0
TypeScript,11,senweaver/senweaver-ide,339,15,0,63.0,4.0
TypeScript,12,6BNBN/FlowPilot,300,101,7,169.0,1.0
TypeScript,13,nirholas/agenti,294,42,12,182.0,4.0
TypeScript,14,OzeroHAX/AssistAgents,258,29,4,12.0,2.0
TypeScript,15,alsk1992/CloddsBot,242,61,18,390.0,3.0
TypeScript,16,rp1-run/rp1,231,11,3,215.0,4.0
TypeScript,17,nahisaho/MUSUBIX,228,11,2,208.0,1.0
TypeScript,18,Flexasaurusrex/OpenPaw,225,12,0,14274.0,800.0
TypeScript,19,charlietlamb/ferix,225,10,0,238.0,2.0
TypeScript,20,gvkhosla/compound-engineering-pi,210,35,2,18.0,1.0
TypeScript,21,Kastalien-Research/thoughtbox,204,49,11,418.0,8.0
TypeScript,22,elizaOS/eliza,200,17797,5452,17562.0,652.0
TypeScript,23,adoresever/AGI_Ananas,170,148,21,37.0,4.0
TypeScript,24,outfitter-dev/agents,168,25,0,107.0,2.0
TypeScript,25,ShunsukeHayashi/Miyabi,150,16,8,338.0,6.0
TypeScript,26,PackmindHub/packmind,138,243,12,2594.0,11.0
TypeScript,27,TencentCloudBase/CloudBase-MCP,138,973,121,930.0,11.0
TypeScript,28,pr-pm/prpm,138,98,11,807.0,3.0
TypeScript,29,GovTechSG/sgds-web-component,136,12,5,3303.0,18.0
TypeScript,30,ReinaMacCredy/maestro,136,23,3,562.0,3.0
TypeScript,31,daffy0208/ai-dev-standards,130,20,6,189.0,2.0
TypeScript,32,Heyvhuang/ship-faster,126,319,54,81.0,3.0
TypeScript,33,NJX-njx/opensoul,122,42,5,189.0,7.0
TypeScript,34,openaeon/OpenAEON,122,14,1,15.0,1.0
TypeScript,35,AIDotNet/MoYuCode,118,74,15,62.0,1.0
TypeScript,36,s-hiraoku/vscode-sidebar-terminal,117,12,7,1657.0,6.0
TypeScript,37,mangiapanejohn-dev/Resonix-AG,112,26,0,12909.0,749.0
TypeScript,38,mikeyobrien/rho,111,325,25,442.0,4.0
TypeScript,39,wukongrobot/wukongbot,110,14,0,14.0,1.0
TypeScript,40,chenjackle45/SayIt,104,14,1,121.0,1.0
TypeScript,41,hua-bang/pulse-agent,99,18,0,459.0,2.0
TypeScript,42,letta-ai/lettabot,98,270,63,425.0,21.0
TypeScript,43,understudy-ai/understudy,98,226,12,14.0,2.0
TypeScript,44,DGouron/review-flow,96,27,6,257.0,5.0
TypeScript,45,mukhbit0/Flutter-Theme-Generator,96,47,5,122.0,2.0
TypeScript,46,vudovn/antigravity-kit,96,6037,1192,28.0,7.0
TypeScript,47,ParadeTo/vue-tree-list,90,686,124,131.0,15.0
TypeScript,48,knowns-dev/knowns,90,124,22,171.0,4.0
TypeScript,49,anton-abyzov/specweave,88,88,9,2579.0,6.0
TypeScript,50,cin12211/orca-q,87,60,0,382.0,5.0
TypeScript,51,co-r-e/dexcode,87,13,1,57.0,1.0
TypeScript,52,Sitecore/content-sdk,84,32,27,1117.0,19.0
TypeScript,53,daxaur/openpaw,84,78,2,117.0,2.0
TypeScript,54,wordflowlab/novelweave,84,54,18,22.0,2.0
TypeScript,55,arabold/docs-mcp-server,81,1132,131,826.0,10.0
TypeScript,56,vedantb2/eva,81,33,2,1384.0,3.0
TypeScript,57,attilaszasz/sdd-pilot,80,37,1,135.0,1.0
TypeScript,58,oedokumaci/gale-shapley-algorithm,78,10,2,303.0,3.0
TypeScript,59,abapify/adt-cli,75,16,1,572.0,5.0
TypeScript,60,asgarovf/locusai,75,19,1,922.0,6.0
TypeScript,61,markuplint/markuplint,74,598,64,7712.0,48.0
TypeScript,62,espennilsen/pi,72,25,0,181.0,1.0
TypeScript,63,lintendo/Axhub-Make,72,26,9,64.0,2.0
TypeScript,64,justinchuby/flightdeck,70,11,4,2053.0,5.0
TypeScript,65,hoangsonww/PetSwipe-Match-App,69,18,11,179.0,2.0
TypeScript,66,howells/arc,68,14,1,439.0,3.0
TypeScript,67,lossyrob/phased-agent-workflow,68,24,5,1164.0,6.0
TypeScript,68,myrtlepn/gran-maestro,68,17,1,670.0,2.0
TypeScript,69,srbhr/Resume-Matcher,66,26305,4742,1055.0,73.0
TypeScript,70,yi-john-huang/sdd-mcp,66,35,4,172.0,3.0
TypeScript,71,taurgis/sfcc-dev-mcp,64,24,9,531.0,4.0
TypeScript,72,cardstack/boxel,63,21,12,14447.0,24.0
TypeScript,73,open-mercato/open-mercato,63,1084,179,1823.0,68.0
TypeScript,74,runtime-env/runtime-env,63,43,2,590.0,6.0
TypeScript,75,KartikLabhshetwar/screenshot-studio,60,560,98,391.0,18.0
TypeScript,76,LIDR-academy/AI4Devs-LTI-extended,60,42,65,39.0,1.0
TypeScript,77,RtlZeroMemory/Rezi,60,546,14,648.0,3.0
TypeScript,78,TheSoftwareHouse/copilot-collections,60,151,4,237.0,16.0
