rank,skill_count,repo,mainLanguage,stars,forks,commits,contributors
412,14,codemo1991/nanobot-webui,Python,21,7,59.0,2.0
413,14,dcosson/h2,Go,27,4,537.0,1.0
414,14,deepklarity/harness-kit,Python,22,0,2.0,1.0
415,14,dlt-hub/dlt,Python,5044,469,4177.0,172.0
416,14,doomclouds/LightRAGNet,C#,12,4,14.0,1.0
417,14,godmakereth/vibe-coding-tw,Python,30,3,96.0,4.0
418,14,lza6/AIWriteX-main,Python,27,5,25.0,1.0
419,14,nuclia/frontend,TypeScript,55,18,2632.0,29.0
420,14,nyaggah/bedframe,TypeScript,573,7,2020.0,3.0
421,14,spiriMirror/libuipc,C++,238,40,973.0,18.0
422,14,swarm-ai-safety/swarm,Python,16,4,1499.0,6.0
423,14,t0dorakis/murmur,TypeScript,20,0,88.0,1.0
424,14,terrorproforma/GradientOS,Python,18,4,138.0,3.0
425,14,tradingstrategy-ai/web3-ethereum-defi,Python,795,181,2600.0,18.0
426,14,umputun/cc-thingz,Python,174,11,22.0,2.0
427,14,unopim/unopim,PHP,9324,122,1283.0,27.0
428,14,volcengine/OpenViking,Python,10646,722,378.0,57.0
429,14,yikart/AiToEarn,TypeScript,11465,2436,2560.0,22.0
430,14,zylos-ai/zylos-core,JavaScript,735,67,367.0,9.0
431,13,MeisnerDan/mission-control,TypeScript,267,24,9.0,2.0
432,13,NTTDATA-DACH/viewnode,Go,20,3,178.0,2.0
433,13,OriNachum/autonomous-intelligence,Python,220,15,445.0,2.0
434,13,PeterBooker/veloria,Go,10,1,28.0,1.0
435,13,PostHog/posthog-foss,Python,464,97,37300.0,441.0
436,13,YichengYang-Ethan/oracle3,Python,125,12,62.0,2.0
437,13,actionbook/actionbook,TypeScript,1417,101,641.0,8.0
438,13,andrew-yangy/gru-ai,TypeScript,84,8,73.0,1.0
439,13,artemiv4nov/fabricator,Python,12,0,4.0,1.0
440,13,can1357/oh-my-pi,TypeScript,1964,169,3544.0,107.0
441,13,cluesmith/codev,TypeScript,247,34,2515.0,3.0
442,13,coctostan/pi-superpowers,TypeScript,15,2,33.0,1.0
443,13,codename-co/devs,TypeScript,40,0,308.0,2.0
444,13,dojoengine/book,JavaScript,53,94,958.0,81.0
445,13,dotnet/maui,C#,23210,1926,19232.0,690.0
446,13,garden-co/jazz,TypeScript,2498,109,10096.0,75.0
447,13,hoangsonww/EstateWise-Chapel-Hill-Chatbot,TypeScript,24,16,592.0,4.0
448,13,inclusionAI/AReaL,Python,4785,406,760.0,63.0
449,13,jewbetcha/opentrace,TypeScript,46,1,32.0,1.0
450,13,joa23/linear-cli,Go,108,13,121.0,5.0
451,13,letta-ai/letta-code,TypeScript,1847,186,1411.0,24.0
452,13,lovesegfault/rio-build,Rust,44,3,938.0,2.0
453,13,mattwynne/yaks,Rust,29,2,1050.0,4.0
454,13,meta-pytorch/OpenEnv,Python,1250,199,1372.0,60.0
455,13,microsoft/PowerAppsCodeApps,TypeScript,341,97,278.0,20.0
456,13,mitkox/ai-coding-factory,C#,138,55,10.0,2.0
457,13,module-federation/core,JavaScript,2469,396,3674.0,194.0
458,13,mono/SkiaSharp,C#,5297,616,3306.0,101.0
459,13,mxtommy/Kip,TypeScript,118,61,1460.0,18.0
460,13,navikt/copilot,TypeScript,19,6,220.0,12.0
461,13,pymc-labs/pymc-marketing,Python,1088,370,1265.0,86.0
462,13,redongreen/uSpec,JavaScript,33,3,6.0,1.0
463,13,storefront-x/storefront-x,JavaScript,41,6,640.0,18.0
464,13,streamlit/streamlit,Python,43886,4136,9321.0,319.0
465,13,taurgis/has-marstek-local-api,Python,12,3,175.0,2.0
466,13,vishalsachdev/canvas-mcp,Python,74,29,226.0,9.0
467,12,AIDotNet/OpenCowork,TypeScript,165,36,160.0,3.0
468,12,BrownFineSecurity/iothackbot,Python,682,106,8.0,1.0
469,12,CoinStatsHQ/coinstats-cli,TypeScript,13,0,9.0,1.0
470,12,DoIT-Artificial-Intelligence/youtube-to-docs,Python,34,5,324.0,4.0
471,12,EnactProtocol/enact,TypeScript,17,3,213.0,2.0
472,12,QuixiAI/Hexis,Python,553,74,118.0,1.0
473,12,ReinforceNow/reinforcenow-cli,Python,109,2,186.0,1.0
474,12,SolidLao/GenDB,C++,36,2,62.0,1.0
475,12,SpartanLabsXyz/simmer-sdk,Python,33,10,322.0,4.0
476,12,TanStack/db,TypeScript,3650,187,828.0,59.0
477,12,alamenai/terrae,TypeScript,211,5,246.0,1.0
478,12,bgauryy/octocode-mcp,TypeScript,751,59,373.0,6.0
479,12,block/goosetown,JavaScript,61,7,3.0,1.0
480,12,brsbl/ottonomous,JavaScript,11,1,261.0,2.0
481,12,buzzer-re/Rikugan,Python,339,35,158.0,1.0
482,12,byteowlz/oqto,Rust,34,2,481.0,1.0
483,12,coctostan/pi-superpowers-plus,TypeScript,25,3,131.0,1.0
484,12,countbot-ai/CountBot,Python,208,35,82.0,3.0
485,12,crafter-station/elements,TypeScript,403,22,433.0,7.0
486,12,dartsim/dart,C++,1062,298,6631.0,75.0
487,12,dotnet/aspire,TypeScript,5525,824,6471.0,249.0
488,12,frmlabz/frm-stack,TypeScript,26,4,35.0,1.0
489,12,gaearon/woodshed,TypeScript,63,0,2.0,1.0
490,12,genlayerlabs/genlayer-studio,Python,93,39,591.0,29.0
491,12,getsentry/sentry-javascript,TypeScript,8602,1756,13437.0,670.0
492,12,ikemtz/AngularMonoRepo,TypeScript,11,4,830.0,5.0
493,12,leboncoin/spark-web,TypeScript,87,21,5995.0,20.0
494,12,leonardomso/33-js-concepts,JavaScript,66280,9190,1012.0,211.0
495,12,luke-h1/foam,TypeScript,11,0,583.0,4.0
496,12,masumi-network/sokosumi,TypeScript,11,4,2289.0,8.0
497,12,mhawthorne/gza,Python,10,1,712.0,3.0
498,12,necatiarslan/airflow-vscode-extension,TypeScript,43,2,159.0,1.0
499,12,nucliweb/webperf-snippets,JavaScript,1417,79,332.0,17.0
500,12,nwiizo/cargo-coupling,Rust,68,2,83.0,3.0
501,12,roborev-dev/roborev,Go,723,64,445.0,19.0
502,12,sailscastshq/boring-stack,JavaScript,491,25,1071.0,12.0
503,12,skforecast/skforecast,Python,1463,184,5910.0,28.0
504,12,sorryhyun/DiPeO,Python,12,2,1532.0,3.0
505,12,weapp-vite/weapp-vite,TypeScript,284,15,2721.0,8.0
506,11,CooperAgent/cooper,TypeScript,67,7,583.0,11.0
507,11,DolbonIn/ultraworker,Python,13,1,9.0,2.0
508,11,ImGoodBai/goodable,TypeScript,161,34,130.0,3.0
509,11,Lingyuzhou111/dow-ipad-859,Python,197,45,178.0,2.0
510,11,OriNachum/reachy-nova,Python,14,1,55.0,1.0
511,11,QingJ01/Axiom,Python,22,3,15.0,1.0
512,11,Safphere/opencowork,TypeScript,297,58,41.0,2.0
513,11,TidyBot-Services/Tidybot-Universe,Python,21,1,69.0,6.0
514,11,agentscope-ai/CoPaw,Python,11481,1363,292.0,74.0
515,11,angular/dev-infra,JavaScript,72,61,3721.0,50.0
516,11,codexstar69/bug-hunter,JavaScript,95,1,58.0,1.0
517,11,colonyops/hive,Go,19,3,203.0,5.0
518,11,csharpfritz/SquadUI,TypeScript,16,4,219.0,4.0
519,11,dotnet/msbuild,C#,5493,1410,10860.0,383.0
520,11,epicweb-dev/epic-stack,TypeScript,5535,462,1037.0,178.0
521,11,eser/aya.is,Go,59,24,971.0,15.0
522,11,goern/forgejo-mcp,Go,35,10,281.0,23.0
523,11,google-gemini/gemini-cli,TypeScript,97734,12256,5297.0,577.0
524,11,incubateur-ademe/benefriches,TypeScript,44,3,2714.0,2.0
525,11,kapishdima/soundcn,TypeScript,409,15,98.0,4.0
526,11,majiayu000/litellm-rs,Rust,28,6,579.0,4.0
527,11,microsoft/semantic-link-labs,Python,482,169,2060.0,28.0
528,11,mitchdenny/hex1b,C#,114,8,546.0,6.0
529,11,nhadaututtheky/neural-memory,Python,114,40,509.0,3.0
530,11,openbotx/openbotx,Python,83,17,41.0,1.0
531,11,openshift/hypershift,Go,513,455,9521.0,233.0
532,11,pipecat-ai/gradient-bang,TypeScript,49,7,1196.0,5.0
533,11,remix-run/remix,TypeScript,32479,2730,8053.0,763.0
534,11,revokslab/ShipFree,TypeScript,1614,455,200.0,7.0
535,11,selhorys/dataspoke-baseline,Python,15,0,229.0,2.0
536,11,simnova/sharethrift,TypeScript,19,0,1841.0,21.0
537,11,sirius-db/sirius,C++,894,77,701.0,34.0
538,11,tkellogg/open-strix,Python,42,5,111.0,4.0
539,11,tursodatabase/turso,Rust,17804,792,15951.0,227.0
540,10,0verL1nk/PaperSage,Python,32,7,80.0,2.0
541,10,AizenvoltPrime/damocles,TypeScript,46,3,253.0,1.0
542,10,Chemaclass/unspent,PHP,14,0,104.0,1.0
543,10,ChicagoHAI/NeuriCo,Python,28,2,146.0,4.0
544,10,DaveSkender/Stock.Indicators,C#,1184,266,1274.0,20.0
545,10,FHIR/sql-on-fhir-v2,JavaScript,131,34,826.0,30.0
546,10,Goldziher/ai-rulez,Go,93,7,339.0,4.0
547,10,JaguarJack/catch-admin,PHP,895,138,315.0,5.0
548,10,LibPDF-js/core,TypeScript,1613,46,215.0,8.0
549,10,MoonshotAI/kimi-cli,Python,7159,717,1161.0,46.0
550,10,SAP/e-mobility-charging-stations-simulator,TypeScript,208,89,5589.0,25.0
551,10,accomplish-ai/accomplish,TypeScript,9773,1074,348.0,29.0
552,10,adobe/spectrum-web-components,TypeScript,1493,244,5141.0,140.0
553,10,ai-debugger-inc/aidb,Python,13,2,109.0,3.0
554,10,atman-33/openspec-for-copilot,TypeScript,12,3,193.0,3.0
555,10,besidka/besidka,TypeScript,27,1,289.0,5.0
556,10,blockscout/mcp-server,Python,34,18,180.0,5.0
557,10,cafreeman/worktree,Rust,14,2,49.0,1.0
558,10,chu2bard/pinion-os,TypeScript,356,28,175.0,1.0
559,10,cyberfabric/cyber-pilot,Python,29,10,367.0,7.0
560,10,datavane/tis,Java,1288,278,1343.0,5.0
561,10,debba/tabularis,TypeScript,693,44,629.0,14.0
562,10,dojoengine/dojo.js,TypeScript,37,55,1647.0,33.0
563,10,dust-tt/dust,TypeScript,1311,226,21751.0,98.0
564,10,epam/UUI,TypeScript,241,78,12455.0,76.0
565,10,fjrevoredo/mini-diarium,TypeScript,228,12,48.0,3.0
566,10,gadievron/raptor,Python,1481,188,221.0,14.0
567,10,hristo2612/jinn,TypeScript,18,2,93.0,1.0
568,10,hscspring/create-vibe-app,Python,44,7,14.0,1.0
569,10,huajian123/ng-antd-admin,TypeScript,706,171,819.0,4.0
570,10,jewbetcha/openflight,Python,168,17,317.0,4.0
571,10,jingsewu/open-wes,Java,258,36,139.0,7.0
572,10,kdcokenny/opencode-workspace,TypeScript,218,21,23.0,1.0
573,10,mofa-org/mofa-studio,Rust,11,31,80.0,10.0
574,10,monaccode/astromesh,Python,17,1,195.0,1.0
575,10,mtymek/opencode-obsidian,TypeScript,487,40,51.0,3.0
576,10,nex-agi/NexAU,Python,50,10,357.0,17.0
577,10,next-safe-action/next-safe-action,TypeScript,3008,46,708.0,23.0
578,10,nicofretti/DataGenFlow,Python,26,9,173.0,8.0
579,10,norman-finance/norman-mcp-server,Python,20,10,156.0,4.0
580,10,nouamanecodes/lettactl,TypeScript,41,4,517.0,2.0
581,10,novotnyllc/dotnet-artisan,Python,191,10,602.0,2.0
582,10,ntno/mkdocs-terminal,Python,306,20,148.0,4.0
583,10,nuxt-modules/og-image,TypeScript,525,46,2066.0,34.0
584,10,oodaris/autocodex,Go,12,0,313.0,1.0
585,10,openshift/lightspeed-operator,Go,11,39,2359.0,35.0
586,10,paperclipai/paperclip,TypeScript,23319,3083,999.0,41.0
587,10,paralleldrive/riteway,JavaScript,1169,38,606.0,34.0
588,10,pingcap/website-docs,TypeScript,23,34,793.0,25.0
589,10,pymc-labs/CausalPy,Python,1125,97,1676.0,39.0
590,10,quan0715/QJudge,TypeScript,27,0,524.0,3.0
591,10,quiet-node/gesture-lab,TypeScript,158,33,95.0,2.0
592,10,raphaelmansuy/edgequake,Rust,1443,148,127.0,7.0
593,10,ricardoquesada/regenerator2000,Rust,72,6,868.0,4.0
594,10,rickdotnet/Momus,C#,11,0,18.0,1.0
595,10,sciris/sciris,Python,38,13,2733.0,15.0
596,10,suitedaces/dorabot,TypeScript,192,25,498.0,1.0
597,10,tari-project/tari-ootle,Rust,22,25,1488.0,24.0
598,10,umbraco/Umbraco.AI,C#,17,10,1872.0,7.0
599,10,victorgarciaesgi/regle,TypeScript,416,13,1107.0,8.0
600,10,weibaohui/kom,Go,147,33,1060.0,6.0
601,10,zhuanggenhua/BoardGame,TypeScript,12,4,312.0,3.0
602,9,CommonHuman-Lab/hexstrike-ai-community-edition,Python,23,6,73.0,3.0
603,9,Deepractice/RoleX,TypeScript,33,1,243.0,2.0
604,9,DotNetLabX/dotnet-microservices,C#,11,4,8.0,1.0
605,9,HAI3org/HAI3,TypeScript,27,33,676.0,18.0
606,9,HammerGPT/Hyper-Alpha-Arena,Python,684,199,536.0,7.0
607,9,JamieMason/syncpack,Rust,1954,71,811.0,33.0
608,9,PaulKinlan/Co-do,TypeScript,75,8,276.0,6.0
609,9,PaulKinlan/NotebookLM-Chrome,TypeScript,60,2,521.0,6.0
610,9,Ranch-Hand-Robotics/rde-urdf,TypeScript,15,5,192.0,4.0
611,9,SprocketLab/slop-code-bench,Python,19,2,56.0,1.0
612,9,TenureAI/PhD-Zero,Python,39,2,47.0,3.0
613,9,WOWCharlotte/nanobot-learn,Python,15,4,923.0,115.0
614,9,XiaoMi/mone,Java,1149,179,4361.0,55.0
615,9,YesWeAreBot/YesImBot,TypeScript,168,9,854.0,2.0
616,9,aifuxi/fuxiaochen,TypeScript,440,61,970.0,1.0
617,9,akiojin/unity-mcp-server,JavaScript,25,7,1943.0,9.0
618,9,alibaba/neug,C++,54,8,29.0,7.0
619,9,anthonylee991/gemini-superpowers-antigravity,Python,640,72,9.0,2.0
620,9,berrzebb/zeroquant,Rust,12,9,22.0,3.0
621,9,breadboard-ai/breadboard,TypeScript,389,68,7679.0,56.0
622,9,codemie-ai/codemie-code,TypeScript,162,32,233.0,19.0
623,9,daveroverts/bmac,PHP,11,13,2147.0,9.0
624,9,dmitriiweb/extract-emails,Python,108,38,306.0,8.0
625,9,duongductrong/cursor-kit,TypeScript,13,1,113.0,2.0
626,9,elodin-sys/elodin,Rust,515,31,1559.0,17.0
627,9,entropy-cloud/nop-entropy,Java,679,96,3716.0,20.0
628,9,filiptrivan/spiderly,C#,51,18,529.0,6.0
629,9,galz10/pickle-rick-extension,TypeScript,423,37,41.0,4.0
630,9,glaucia86/repocheckai,TypeScript,107,7,166.0,4.0
631,9,gordonbrander/busytown,TypeScript,37,4,93.0,2.0
632,9,gotempsh/temps,Rust,270,10,311.0,2.0
633,9,govctl-org/govctl,Rust,99,8,329.0,1.0
634,9,jenkinsm13/metashape-mcp,Python,10,1,43.0,1.0
635,9,jhd3197/CachiBot,Python,14,1,373.0,2.0
636,9,kdeldycke/extra-platforms,Python,20,2,1073.0,7.0
637,9,kokonut-labs/kokonutui,TypeScript,1810,109,403.0,9.0
638,9,luthersystems/elps,Go,35,9,469.0,10.0
639,9,lynx-family/lynx-ui,TypeScript,25,2,30.0,5.0
640,9,marcusschiesser/edge-pi,TypeScript,44,4,2789.0,110.0
641,9,meirm/askGPT,Python,11,2,156.0,3.0
642,9,michaeldcanady/servicenow-sdk-go,Go,28,9,975.0,8.0
643,9,microsoft/vscode-python-environments,TypeScript,105,40,479.0,21.0
644,9,mrvladd-d/memobank,JavaScript,31,8,3.0,1.0
645,9,obot-platform/discobot,Go,51,3,981.0,13.0
646,9,obsessiondb/rudel,TypeScript,180,7,182.0,7.0
647,9,open-circle/formisch,TypeScript,626,18,307.0,12.0
648,9,openshift/lightspeed-service,Python,63,69,5070.0,40.0
649,9,openstatusHQ/data-table-filters,TypeScript,1882,114,126.0,9.0
650,9,peteonrails/voxtype,Rust,500,34,413.0,16.0
651,9,phel-lang/phel-lang,PHP,473,22,3372.0,22.0
652,9,plvo/create-faster,TypeScript,23,0,88.0,3.0
653,9,pompeii-labs/nero-oss,TypeScript,34,2,240.0,3.0
654,9,r3bl-org/r3bl-open-core,Rust,463,31,1925.0,14.0
655,9,razorpay/blade,TypeScript,609,178,2382.0,106.0
656,9,rzx007/nanobot-ts,TypeScript,12,0,97.0,1.0
657,9,sirkirby/unifi-network-rules,Python,50,6,115.0,2.0
658,9,slvDev/weasel,Rust,25,1,313.0,1.0
659,9,snyk/studio-recipes,Python,11,2,48.0,5.0
660,9,storybookjs/storybook,TypeScript,89448,9925,77816.0,2591.0
661,9,teamzisty/deni-ai,TypeScript,10,3,411.0,5.0
662,9,timeplus-io/proton,C++,2163,106,84483.0,1322.0
663,9,tsedio/tsed,TypeScript,3076,292,6144.0,178.0
664,9,washanhanzi/connectrpc-axum,Rust,24,1,165.0,1.0
665,9,yahoo/proxy-verifier,C++,46,26,323.0,10.0
666,9,yoopta-editor/Yoopta-Editor,TypeScript,2927,208,842.0,15.0
667,9,your-papa/obsidian-Smart2Brain,TypeScript,1002,76,532.0,6.0
668,8,Axect/magi-researchers,Python,11,1,130.0,1.0
669,8,BlkLeg/CircuitBreaker,JavaScript,177,7,138.0,3.0
670,8,DanSnow/vue-recaptcha,TypeScript,897,137,2905.0,26.0
671,8,GCWing/BitFun,TypeScript,451,47,305.0,11.0
672,8,GoBetterAuth/go-better-auth,Go,158,18,109.0,3.0
673,8,GoogleChrome/webstatus.dev,Go,228,47,1645.0,16.0
674,8,HKUDS/nanobot,Python,33504,5575,1278.0,166.0
675,8,IgniteUI/igniteui-webcomponents,TypeScript,166,10,2081.0,46.0
676,8,Joncik91/ucai,JavaScript,27,2,91.0,2.0
677,8,MarcSkovMadsen/holoviz-mcp,Python,28,11,518.0,6.0
678,8,MarcelMichau/fake-survey-generator,C#,86,18,4052.0,7.0
679,8,MetalLegBob/solana-vibes-kit,JavaScript,14,0,144.0,1.0
680,8,Nubaeon/empirica,Python,189,22,1458.0,5.0
681,8,adamgell/IntuneCommander,C#,21,0,683.0,6.0
682,8,agentscope-ai/OpenJudge,Python,459,37,272.0,14.0
683,8,aklofas/kicad-happy,Python,51,5,15.0,2.0
684,8,amachino/qubex,Python,16,12,2707.0,11.0
685,8,amenti-labs/vibecraft,Python,79,8,19.0,2.0
686,8,angristan/larafeed,PHP,54,2,867.0,3.0
687,8,aristoteleo/PantheonOS,Python,284,28,817.0,9.0
688,8,asamassekou10/ship-safe,JavaScript,137,8,55.0,1.0
689,8,aws/graph-explorer,TypeScript,441,78,678.0,27.0
690,8,bigdra50/unity-cli,Python,30,2,187.0,1.0
691,8,biomejs/biome,Rust,24018,901,9558.0,672.0
692,8,boundless-xyz/kailua,Rust,67,31,216.0,9.0
693,8,comet-ml/opik,Python,18249,1395,4888.0,113.0
694,8,dannote/dot-pi,TypeScript,14,3,83.0,1.0
695,8,datadog-labs/pup,Rust,463,36,560.0,35.0
696,8,dcramer/ash,Python,59,2,753.0,1.0
697,8,decentpaste/decentpaste,Rust,160,7,277.0,1.0
698,8,dereekb/dbx-components,TypeScript,13,0,2853.0,2.0
699,8,dinerojs/dinero.js,TypeScript,6704,200,1092.0,19.0
700,8,dokimos-dev/dokimos,Java,18,2,123.0,4.0
701,8,doraemonkeys/sloc-guard,Rust,18,2,393.0,1.0
702,8,dream-horizon-org/pulse,Java,135,11,2841.0,65.0
703,8,durable-streams/durable-streams,TypeScript,1380,46,570.0,15.0
704,8,eigenpal/docx-editor,TypeScript,500,28,510.0,6.0
705,8,eventum-generator/eventum,Python,41,1,2598.0,1.0
706,8,filipstrand/mflux,Python,1888,127,523.0,23.0
707,8,flet-dev/flet,Python,15751,636,1342.0,83.0
708,8,gricha/perry,TypeScript,31,5,491.0,2.0
709,8,growilabs/growi,TypeScript,1441,237,64696.0,214.0
710,8,guqiong96/Lsglang,Python,42,4,10554.0,1184.0
711,8,hivemq/hivemq-edge,Java,159,42,2535.0,35.0
712,8,inclusionAI/AWorld,Python,1144,118,3631.0,46.0
713,8,jasonkneen/kiro,TypeScript,574,165,34.0,6.0
714,8,jsturtevant/rally,JavaScript,21,2,210.0,3.0
715,8,katanemo/plano,Rust,5960,358,636.0,32.0
716,8,lbliii/bengal,Python,34,1,3272.0,4.0
717,8,lorehq/lore,Go,22,2,92.0,1.0
718,8,meta-pytorch/torchrec,Python,2490,620,3267.0,439.0
719,8,moeru-ai/airi,TypeScript,33576,3320,3007.0,115.0
720,8,neuron-core/neuron-ai,PHP,1773,190,2953.0,44.0
721,8,niznik-dev/cruijff_kit,Python,11,0,747.0,11.0
722,8,owid/etl,Python,138,29,15442.0,35.0
723,8,piomin/spring-boot-istio,Java,67,22,237.0,2.0
724,8,prisma/prisma-next,TypeScript,193,0,3093.0,9.0
725,8,ranyitz/aicm,TypeScript,36,3,200.0,2.0
726,8,refined-prun/refined-prun,TypeScript,26,17,1340.0,10.0
727,8,rm2thaddeus/Pixel_Detective,Python,16,3,337.0,1.0
728,8,rtk-ai/rtk,Rust,7722,422,369.0,31.0
729,8,rust-works/succinctly,Rust,45,2,624.0,3.0
730,8,sm17p/amgiflol,TypeScript,43,1,56.0,3.0
731,8,spearwolf/signalize,TypeScript,31,1,468.0,2.0
732,8,specula-org/Specula,Python,99,15,459.0,5.0
733,8,toss/react-simplikit,TypeScript,299,64,313.0,37.0
734,8,trymirai/uzu,Rust,1497,45,312.0,6.0
735,8,vkehfdl1/slides-grab,JavaScript,128,25,50.0,2.0
736,8,wanikua/become-ceo,TypeScript,39,5,72.0,3.0
737,8,wecode-ai/Wegent,Python,481,71,1242.0,34.0
738,8,willvelida/code-minions,Go,22,3,270.0,2.0
739,8,yaacov/kubectl-mtv,Go,12,1,725.0,2.0
740,8,yjwong/lark-cli,Go,15,6,53.0,3.0
741,7,0xPlaygrounds/rig,Rust,6497,703,942.0,167.0
742,7,AndurilCode/mcp-apps-kit,TypeScript,13,2,229.0,7.0
743,7,Canner/wren-engine,Java,563,167,1245.0,28.0
744,7,CloudAI-X/opencode-workflow,TypeScript,183,17,5.0,1.0
745,7,DomainLang/DomainLang,TypeScript,10,0,536.0,3.0
746,7,FouadMagdy01/RNCopilot,TypeScript,25,8,23.0,1.0
747,7,GGPrompts/TabzChrome,TypeScript,134,10,1074.0,1.0
748,7,Galbaz1/video-research-mcp,Python,15,2,217.0,2.0
749,7,HKUDS/DeepCode,Python,14890,2011,139.0,8.0
750,7,JubaKitiashvili/everything-react-native-expo,JavaScript,16,0,97.0,1.0
751,7,Leeroo-AI/superml,Python,54,8,58.0,1.0
752,7,LetPeopleWork/Lighthouse,TypeScript,12,1,4060.0,5.0
753,7,METR/inspect-action,Python,21,10,709.0,14.0
754,7,NVIDIA-NeMo/DataDesigner,Python,806,66,312.0,15.0
755,7,NomaDamas/AutoRAG-Research,Python,84,16,120.0,2.0
756,7,OniReimu/Ageaf,TypeScript,11,0,166.0,1.0
757,7,Open-Quant/openquant,Rust,29,3,76.0,1.0
758,7,OsmosysSoftware/osmo-x,TypeScript,13,9,368.0,13.0
759,7,PrimeIntellect-ai/verifiers,Python,3901,512,1321.0,67.0
760,7,RANDSUM/randsum,TypeScript,12,1,1079.0,4.0
761,7,SAP/fundamental-ngx,TypeScript,290,140,9799.0,109.0
762,7,SoundBlaster/XcodeMCPWrapper,Python,15,1,1586.0,4.0
763,7,Taoidle/plan-cascade,Rust,95,6,579.0,11.0
764,7,Thank-you-Linus/Linus-Dashboard,TypeScript,180,5,449.0,3.0
765,7,UniRound-Tec/Aurogen,TypeScript,419,100,43.0,2.0
766,7,Uniswap/uniswap-ai,Python,172,25,81.0,5.0
767,7,aden-hive/hive,Python,9432,5439,2411.0,190.0
768,7,adeze/raindrop-mcp,TypeScript,131,22,353.0,3.0
769,7,anam-org/metaxy,Python,76,4,805.0,5.0
770,7,andrewyng/context-hub,JavaScript,6050,571,132.0,15.0
771,7,apache/skywalking,Java,24747,6644,8451.0,521.0
772,7,awslabs/mcp,Python,8454,1352,1381.0,245.0
773,7,bearcove/pikru,Rust,27,1,242.0,1.0
774,7,blockcell-labs/blockcell,Rust,243,46,160.0,9.0
775,7,borkdominik/bigUML,Java,53,13,186.0,7.0
776,7,bradsjm/hassio-addons,Python,38,40,161.0,6.0
777,7,chainreactors/malice-network,Go,425,62,1530.0,6.0
778,7,chmouel/lazyworktree,Go,179,5,888.0,7.0
779,7,codingagentsystem/cas,Rust,68,7,12.0,1.0
780,7,coltonbatts/VCR,Rust,21,0,148.0,1.0
781,7,cyzus/suzent,Python,63,6,566.0,4.0
782,7,dannys-code-corner/incan,Rust,16,0,94.0,1.0
783,7,danshapiro/kilroy,Go,148,34,870.0,11.0
784,7,deeeeeeeeap/nanobot-custom,Python,40,13,127.0,1.0
785,7,dgk-dev/dgk-gpt,JavaScript,34,7,11.0,1.0
786,7,dmmulroy/overseer,Rust,222,13,97.0,3.0
787,7,edictum-ai/edictum,Python,16,3,186.0,3.0
788,7,exa-labs/exa-mcp-server,TypeScript,4013,302,259.0,19.0
789,7,facebook/react,JavaScript,243921,50780,21425.0,1971.0
790,7,fengshao1227/ccg-workflow,Go,3618,247,186.0,9.0
791,7,gemini-cli-extensions/workspace,TypeScript,452,67,176.0,15.0
792,7,hao-ai-lab/FastVideo,Python,3171,281,606.0,48.0
793,7,holon-run/holon,Go,78,6,472.0,4.0
794,7,husamql3/pstrack,TypeScript,115,3,688.0,11.0
795,7,influxdata/docs-v2,JavaScript,81,325,9928.0,254.0
796,7,jal-co/ui,TypeScript,20,0,83.0,1.0
797,7,jdubray/puffin,JavaScript,17,5,258.0,1.0
798,7,jeanluciano/quaestor,Python,20,2,211.0,2.0
799,7,jgmontoya/shaka,TypeScript,14,3,77.0,2.0
800,7,josstei/maestro-gemini,JavaScript,109,5,70.0,1.0
801,7,jrswab/axe,Go,585,11,87.0,3.0
802,7,karmab/kcli,Python,632,167,7179.0,96.0
803,7,kyopark2014/mcp,Python,40,8,850.0,1.0
804,7,lespaceman/athena-flow-cli,TypeScript,10,0,901.0,4.0
805,7,lil-id/ajarinaja,TypeScript,11,4,343.0,3.0
806,7,lowdefy/lowdefy,JavaScript,2953,178,6812.0,26.0
807,7,manthanabc/paws,Rust,11,2,2420.0,30.0
808,7,mathematic-inc/earl,Rust,109,6,92.0,1.0
809,7,medusajs/medusa,TypeScript,32334,4139,9726.0,438.0
810,7,mem9-ai/mem9,TypeScript,249,34,228.0,11.0
811,7,microsoft/typespec,Java,5625,343,5211.0,163.0
812,7,microsoft/vscode-copilot-chat,TypeScript,9612,1727,3332.0,104.0
813,7,microsoft/winappCli,C#,919,37,418.0,14.0
814,7,nesquikm/mcp-rubber-duck,TypeScript,141,21,170.0,4.0
815,7,nex-agi/weaver,Python,13,0,36.0,5.0
816,7,noir-lang/noir,Rust,1322,375,7217.0,119.0
817,7,nookprotocol/nookplot,TypeScript,12,0,3.0,1.0
818,7,open-metadata/OpenMetadata,TypeScript,8920,1676,15673.0,421.0
819,7,openkoi-ai/openkoi,Rust,19,1,87.0,1.0
820,7,openmeterio/openmeter,Go,1852,156,5044.0,25.0
821,7,openshift/console,TypeScript,452,682,30661.0,370.0
822,7,pingcap/tidb,Go,39871,6136,27733.0,1052.0
823,7,pipecat-ai/pipecat,Python,10703,1815,8325.0,229.0
824,7,praveenjuge/teak,TypeScript,13,1,972.0,7.0
825,7,psmarter/mini-infer,Python,61,3,15.0,3.0
826,7,rubiojr/rugo,Go,22,1,469.0,1.0
827,7,sgl-project/sglang,Python,24453,4817,10589.0,1191.0
828,7,shapeshift/web,TypeScript,201,201,7113.0,109.0
829,7,tensorcircuit/tensorcircuit-ng,Python,58,15,2601.0,41.0
