rank,skill_count,repo,mainLanguage,stars,forks,commits,contributors
830,7,timescale/pg-aiguide,Python,1623,84,119.0,11.0
831,7,ton-connect/kit,TypeScript,20,13,1574.0,13.0
832,7,txpipe/dolos,Rust,111,48,896.0,27.0
833,7,vict00r99/Rune-stone,Python,58,11,12.0,1.0
834,7,vinta/hal-9000,Python,109,20,1187.0,2.0
835,7,w-winter/dot314,TypeScript,62,5,172.0,3.0
836,7,ylxmf2005/swcc,Python,46,4,13.0,3.0
837,7,zhu1090093659/CodeConductor,TypeScript,70,3,120.0,2.0
838,6,AshishOP/arc-protocol,Python,64,5,19.0,1.0
839,6,Azure/azure-sdk-for-rust,Rust,868,340,3107.0,196.0
840,6,AzureAD/microsoft-authentication-library-for-dotnet,C#,1494,395,4268.0,125.0
841,6,BauplanLabs/bauplan-mcp-server,Python,11,2,63.0,4.0
842,6,BellumGens/bellum-gens,TypeScript,11,4,2997.0,9.0
843,6,CaoMeiYouRen/caomei-auth,TypeScript,216,15,1178.0,5.0
844,6,DataDog/lading,Rust,94,14,1481.0,28.0
845,6,Dowwie/tasker,Go,18,1,69.0,1.0
846,6,EmaFanClub/EverMemoryArchive,TypeScript,18,9,80.0,15.0
847,6,EvannZhongg/nanobot-desktop,Python,30,12,274.0,39.0
848,6,Harryoung/efka,Python,94,17,152.0,1.0
849,6,Joonghyun-Lee-Frieren/oh-my-gemini-cli,JavaScript,57,2,58.0,1.0
850,6,Jxck/sptth,Rust,124,5,63.0,1.0
851,6,Kaggle/kaggle-environments,JavaScript,369,165,1370.0,51.0
852,6,KashyapTan/Xpdite,Python,11,3,216.0,1.0
853,6,LedgerHQ/ledger-live,TypeScript,568,454,49322.0,437.0
854,6,MemTensor/MemOS,Python,6877,617,1085.0,43.0
855,6,Pama-Lee/Ordo,Rust,26,3,122.0,3.0
856,6,PierreZ/moonpool,Rust,25,1,403.0,4.0
857,6,QoreDB/QoreDB,TypeScript,12,0,187.0,2.0
858,6,Ratler/dream-team,JavaScript,14,2,49.0,1.0
859,6,RipeSeed/rs-tunnel,TypeScript,12,2,22.0,2.0
860,6,ScottRBK/forgetful,Python,194,16,184.0,2.0
861,6,Shopify/shopify-app-js,TypeScript,506,210,6575.0,129.0
862,6,SocialGouv/egapro,TypeScript,11,11,2582.0,35.0
863,6,StepfenShawn/kota,Rust,86,8,48.0,3.0
864,6,TanStack/intent,TypeScript,204,5,148.0,7.0
865,6,TheCardGoat/tcg-engines,TypeScript,12,5,387.0,6.0
866,6,ThierryN/fire-flow,Python,58,19,2.0,1.0
867,6,Tideseed/eptr2,Python,20,3,227.0,2.0
868,6,Tiendil/donna,Python,11,2,49.0,1.0
869,6,TsingmaoAI/xw-cli,Go,308,34,107.0,6.0
870,6,ValidatorsDAO/slv,TypeScript,85,12,858.0,12.0
871,6,Wuuu-uu/nanobot-feishu-specilized,Python,11,1,194.0,23.0
872,6,ace-step/ACE-Step-1.5,Python,7861,887,1009.0,53.0
873,6,aclinia/torchlight-of-building,TypeScript,26,18,1257.0,4.0
874,6,agglayer/agglayer,Rust,115,85,619.0,54.0
875,6,algal/sparky,Python,61,8,6.0,1.0
876,6,alibaba/higress,Go,7770,1029,1601.0,165.0
877,6,alps-asd/app-state-diagram,TypeScript,38,11,124.0,2.0
878,6,amiable-dev/llm-council,Python,13,5,291.0,2.0
879,6,angular/angular,TypeScript,100082,27125,36748.0,2586.0
880,6,aniftyco/kubit,TypeScript,32,2,48.0,1.0
881,6,anombyte93/atlas-session-lifecycle,Python,84,8,79.0,2.0
882,6,axone-protocol/contracts,Rust,123,19,2210.0,17.0
883,6,billy-enrizky/openbrowser-ai,Python,182,13,2269.0,6.0
884,6,blueman82/ai-counsel,Python,200,22,581.0,5.0
885,6,bradautomates/head-of-content,Python,37,7,7.0,1.0
886,6,bradautomates/second-brain,Python,55,17,3.0,1.0
887,6,carere/zaidan,TypeScript,59,1,256.0,1.0
888,6,caretive-ai/project-careti,JavaScript,46,10,257.0,4.0
889,6,chainstacklabs/polymarket-alpha-bot,Python,64,20,82.0,2.0
890,6,cipherstash/stack,TypeScript,138,3,1096.0,10.0
891,6,clidey/whodb,Go,4680,178,2392.0,14.0
892,6,copilot-community-sdk/copilot-sdk-java,Java,57,10,628.0,5.0
893,6,davidromeo/tradeblocks,TypeScript,34,17,1270.0,7.0
894,6,didi/mpx,JavaScript,3878,391,12824.0,121.0
895,6,ecency/ecency-mobile,TypeScript,259,75,44509.0,18.0
896,6,edwnh/dqmc,C,16,4,176.0,2.0
897,6,eigent-ai/eigent,TypeScript,12993,1494,2151.0,63.0
898,6,elroy-bot/elroy,Python,53,3,678.0,5.0
899,6,genlayerlabs/genlayer-fee-distribution-simulator,Python,13,0,31.0,1.0
900,6,get-convex/convex-evals,TypeScript,104,9,490.0,8.0
901,6,gilesknap/tpi-k3s-ansible,Python,31,3,574.0,3.0
902,6,gitarbor/gitarbor-tui,TypeScript,37,3,149.0,1.0
903,6,gjovanovicst/golang-auth-api,Go,111,15,59.0,1.0
904,6,glassflow/clickhouse-etl,TypeScript,425,25,1966.0,13.0
905,6,gongxh0901/bit-framework,TypeScript,27,6,35.0,1.0
906,6,google-labs-code/jules-sdk,TypeScript,44,9,199.0,5.0
907,6,google-labs-code/stitch-sdk,TypeScript,19,0,38.0,4.0
908,6,google/adk-docs,Python,1216,894,746.0,228.0
909,6,hardkoded/puppeteer-sharp,C#,3867,489,1653.0,88.0
910,6,hdkiller/coach,TypeScript,41,5,3547.0,7.0
911,6,hlhr202/Conductor-for-all,TypeScript,42,6,395.0,2.0
912,6,hoangsonww/AI-RAG-Assistant-Chatbot,TypeScript,34,9,275.0,2.0
913,6,hoangsonww/SymptomSync-Health-App,TypeScript,23,5,224.0,3.0
914,6,hyaway/hyaway,TypeScript,12,0,1154.0,1.0
915,6,hyunjun6928-netizen/salmalm,Python,27,3,937.0,6.0
916,6,i2y/castella,Python,39,1,331.0,1.0
917,6,indexnetwork/index,TypeScript,87,16,3008.0,5.0
918,6,irahardianto/qurio,Go,11,5,114.0,1.0
919,6,j-r-beckett/SpeedReader,C++,10,1,677.0,1.0
920,6,jclark/satpulse,Go,36,2,2255.0,1.0
921,6,jwilger/eventcore,Rust,11,1,384.0,3.0
922,6,kdcokenny/ocx,TypeScript,395,26,317.0,11.0
923,6,kubb-labs/fabric,TypeScript,16,2,595.0,9.0
924,6,kvet/queuert,TypeScript,14,1,256.0,1.0
925,6,laravel/boost,PHP,3333,292,871.0,78.0
926,6,larchanka/manbot,TypeScript,50,6,221.0,1.0
927,6,leanEthereum/leanSpec,Python,105,44,431.0,24.0
928,6,learntocloud/learn-to-cloud-app,Python,276,12,501.0,5.0
929,6,lee-to/hlv,Rust,31,3,19.0,1.0
930,6,ls1intum/Hephaestus,Java,16,1,897.0,12.0
931,6,lucifer1004/typub,Rust,27,0,16.0,1.0
932,6,lynnlangit/precision-medicine-mcp,Python,12,9,1018.0,2.0
933,6,mad-lab-fau/tpcp,Python,19,3,934.0,7.0
934,6,mag123c/toktrack,Rust,57,3,218.0,3.0
935,6,marcellourbani/vscode_abap_remote_fs,TypeScript,225,47,752.0,9.0
936,6,marigold-ui/marigold,TypeScript,137,11,4605.0,27.0
937,6,microsoft/vscode-pull-request-github,TypeScript,2552,724,4707.0,161.0
938,6,midspiral/lemmafit,JavaScript,26,0,45.0,2.0
939,6,mihai-dinculescu/tapo,Rust,730,74,470.0,14.0
940,6,modelguide/modelguide,TypeScript,87,3,273.0,6.0
941,6,moeadham/fwd2cal,JavaScript,31,4,108.0,3.0
942,6,nabondance/Trailhead-Banner,JavaScript,47,1,1166.0,4.0
943,6,ncoevoet/facet,Python,67,6,109.0,2.0
944,6,neondatabase/ai-rules,TypeScript,81,9,70.0,9.0
945,6,neuron-core/neuron-laravel,PHP,107,14,60.0,1.0
946,6,nex-agi/NexRL,Python,103,5,41.0,1.0
947,6,oaknational/oak-ai-lesson-assistant,TypeScript,29,3,1044.0,21.0
948,6,one-covenant/basilica,Rust,38,11,2612.0,6.0
949,6,open-circle/valibot,TypeScript,8492,314,3215.0,174.0
950,6,opensource-observer/oss-directory,Python,93,254,780.0,157.0
951,6,owliabot/owliabot,TypeScript,24,5,540.0,18.0
952,6,pdsuwwz/chatgpt-vue3-light-mvp,TypeScript,535,90,57.0,1.0
953,6,pinax-network/substreams-svm,Rust,14,0,230.0,4.0
954,6,pinpoint-apm/pinpoint,Java,13812,3766,15571.0,166.0
955,6,poteto/brainmaxxing,Python,162,2,3.0,1.0
956,6,purrgrammer/grimoire,TypeScript,28,10,447.0,6.0
957,6,qiniu/go-sdk,Go,149,67,952.0,47.0
958,6,quiet-circles/hyperlocalise,Go,13,2,147.0,3.0
959,6,raine/workmux,Rust,973,65,1350.0,14.0
960,6,rajbos/github-copilot-token-usage,TypeScript,10,10,1333.0,13.0
961,6,rangerrick337/operator-os,Python,11,1,3.0,1.0
962,6,ringcentral/rc-unified-crm-extension,JavaScript,12,12,2116.0,6.0
963,6,ron-myers/candid,TypeScript,15,0,64.0,1.0
964,6,sanity-io/next-sanity,TypeScript,934,108,3327.0,48.0
965,6,seed-hypermedia/seed,TypeScript,48,8,3942.0,7.0
966,6,shadcraft/shadcraft-free,TypeScript,30,3,108.0,2.0
967,6,sky-map-team/stardroid,Java,1613,262,1126.0,42.0
968,6,spldeolin/allison1875,Java,17,2,1396.0,1.0
969,6,stripe/ai,TypeScript,1361,221,296.0,30.0
970,6,supabase/supabase,TypeScript,98968,11799,35098.0,1859.0
971,6,suzuki3jp/PlaylistWizard,TypeScript,13,3,1008.0,4.0
972,6,tachyon-zcash/ragu,Rust,35,15,1443.0,8.0
973,6,tankpkg/tank,TypeScript,10,2,368.0,6.0
974,6,tapania/ideafactory,TypeScript,16,3,17.0,1.0
975,6,timelessco/recollect,TypeScript,34,6,979.0,7.0
976,6,tonylofgren/aurora-smart-home,Python,27,0,48.0,1.0
977,6,truera/trulens,Python,3163,251,1693.0,67.0
978,6,ubie-oss/terraform-provider-lightdash,Go,17,4,350.0,4.0
979,6,webrenew/memories,TypeScript,19,2,588.0,4.0
980,6,whtoo/How_to_implment_PL_in_Antlr4,Java,33,5,717.0,4.0
981,6,yamadashy/repomix,TypeScript,22436,1042,3095.0,70.0
982,6,yxhpy/qcc_plus,Go,40,13,247.0,3.0
983,6,zzxyb/wlframe,C,11,2,99.0,4.0
984,5,Alex-Rachel/TEngine,C#,2002,489,1512.0,30.0
985,5,CircleCI-Public/chunk-cli,TypeScript,28,2,155.0,10.0
986,5,DataDog/dd-trace-dotnet,C#,546,154,6355.0,114.0
987,5,GoogleChrome/chromium-dashboard,Python,715,488,4636.0,76.0
988,5,GoogleCloudPlatform/gke-mcp,Go,130,53,137.0,21.0
989,5,HugoRCD/evlog,TypeScript,823,24,299.0,19.0
990,5,JasonXuDeveloper/JEngine,C#,2186,341,1166.0,18.0
991,5,Kewton/CommandMate,TypeScript,12,3,1102.0,1.0
992,5,Kurarion/Genshin-Calc,TypeScript,72,8,370.0,2.0
993,5,LSTM-Kirigaya/Lagrange.onebot,TypeScript,48,1,70.0,4.0
994,5,MatterHackers/agg-sharp,C#,187,76,5391.0,20.0
995,5,Minh-Tam-Solution/tinysdlc,TypeScript,10,8,40.0,1.0
996,5,Myriad-Dreamin/tinymist,Rust,2983,130,1732.0,63.0
997,5,OTRF/ThreatHunter-Playbook,Python,4496,850,477.0,18.0
998,5,OpenCoworkAI/open-cowork,TypeScript,634,64,316.0,11.0
999,5,OpenXiangShan/GEM5,C++,129,71,21094.0,414.0
1000,5,PlagueHO/microsoft-foundry-jumpstart,Python,10,7,622.0,2.0
