repo	language	dir_name	reason	src	dst	action
agentset-ai/agentset	TypeScript	agentset-ai__agentset	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/agentset-ai__agentset	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/agentset-ai__agentset	moved
aitytech/agentkits-memory	TypeScript	aitytech__agentkits-memory	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/aitytech__agentkits-memory	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/aitytech__agentkits-memory	moved
aldegad/agent-picker	TypeScript	aldegad__agent-picker	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/aldegad__agent-picker	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/aldegad__agent-picker	moved
amtiYo/agents	TypeScript	amtiYo__agents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/amtiYo__agents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/amtiYo__agents	moved
antdigital-ai/agentic-ui	TypeScript	antdigital-ai__agentic-ui	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/antdigital-ai__agentic-ui	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/antdigital-ai__agentic-ui	moved
botiverse/agent-vault	TypeScript	botiverse__agent-vault	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/botiverse__agent-vault	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/botiverse__agent-vault	moved
buildoak/agent-mux	TypeScript	buildoak__agent-mux	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/buildoak__agent-mux	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/buildoak__agent-mux	moved
callstackincubator/agent-device	TypeScript	callstackincubator__agent-device	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/callstackincubator__agent-device	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/callstackincubator__agent-device	moved
cascade-protocol/agentbox	TypeScript	cascade-protocol__agentbox	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/cascade-protocol__agentbox	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/cascade-protocol__agentbox	moved
chrispangg/deepagentsdk	TypeScript	chrispangg__deepagentsdk	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/chrispangg__deepagentsdk	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/chrispangg__deepagentsdk	moved
darrenhinde/OpenAgentsControl	TypeScript	darrenhinde__OpenAgentsControl	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/darrenhinde__OpenAgentsControl	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/darrenhinde__OpenAgentsControl	moved
dcSpark/shinkai-local-ai-agents	TypeScript	dcSpark__shinkai-local-ai-agents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/dcSpark__shinkai-local-ai-agents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/dcSpark__shinkai-local-ai-agents	moved
deepagents-ai/agent-backend	TypeScript	deepagents-ai__agent-backend	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/deepagents-ai__agent-backend	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/deepagents-ai__agent-backend	moved
different-ai/agent-bank	TypeScript	different-ai__agent-bank	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/different-ai__agent-bank	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/different-ai__agent-bank	moved
elliot35/deterministic-agent-control-protocol	TypeScript	elliot35__deterministic-agent-control-protocol	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/elliot35__deterministic-agent-control-protocol	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/elliot35__deterministic-agent-control-protocol	moved
getsentry/dotagents	TypeScript	getsentry__dotagents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/getsentry__dotagents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/getsentry__dotagents	moved
gillkyle/agent-tail	TypeScript	gillkyle__agent-tail	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/gillkyle__agent-tail	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/gillkyle__agent-tail	moved
hAcKlyc/MyAgents	TypeScript	hAcKlyc__MyAgents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/hAcKlyc__MyAgents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/hAcKlyc__MyAgents	moved
hao-ai-lab/research-agent	TypeScript	hao-ai-lab__research-agent	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/hao-ai-lab__research-agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/hao-ai-lab__research-agent	moved
hua-bang/pulse-agent	TypeScript	hua-bang__pulse-agent	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/hua-bang__pulse-agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/hua-bang__pulse-agent	moved
jaredpalmer/agentik	TypeScript	jaredpalmer__agentik	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/jaredpalmer__agentik	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/jaredpalmer__agentik	moved
jnarowski/agentcmd	TypeScript	jnarowski__agentcmd	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/jnarowski__agentcmd	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/jnarowski__agentcmd	moved
kevin1chun/robinhood-for-agents	TypeScript	kevin1chun__robinhood-for-agents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/kevin1chun__robinhood-for-agents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/kevin1chun__robinhood-for-agents	moved
lambdaclass/eth-agent	TypeScript	lambdaclass__eth-agent	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/lambdaclass__eth-agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/lambdaclass__eth-agent	moved
langchain-ai/deepagentsjs	TypeScript	langchain-ai__deepagentsjs	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/langchain-ai__deepagentsjs	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/langchain-ai__deepagentsjs	moved
leochiu-a/universal-agents	TypeScript	leochiu-a__universal-agents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/leochiu-a__universal-agents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/leochiu-a__universal-agents	moved
leonardsellem/codex-specialized-subagents	TypeScript	leonardsellem__codex-specialized-subagents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/leonardsellem__codex-specialized-subagents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/leonardsellem__codex-specialized-subagents	moved
letta-ai/agent-file	TypeScript	letta-ai__agent-file	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/letta-ai__agent-file	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/letta-ai__agent-file	moved
lossyrob/phased-agent-workflow	TypeScript	lossyrob__phased-agent-workflow	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/lossyrob__phased-agent-workflow	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/lossyrob__phased-agent-workflow	moved
microsoft/vscode-agent-lab-soc-ops	TypeScript	microsoft__vscode-agent-lab-soc-ops	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/microsoft__vscode-agent-lab-soc-ops	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/microsoft__vscode-agent-lab-soc-ops	moved
mitsuhiko/agent-stuff	TypeScript	mitsuhiko__agent-stuff	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/mitsuhiko__agent-stuff	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/mitsuhiko__agent-stuff	moved
nirholas/agenti	TypeScript	nirholas__agenti	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/nirholas__agenti	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/nirholas__agenti	moved
omar-A-hassan/medsci-agent	TypeScript	omar-A-hassan__medsci-agent	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/omar-A-hassan__medsci-agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/omar-A-hassan__medsci-agent	moved
open-gitagent/gitagent	TypeScript	open-gitagent__gitagent	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/open-gitagent__gitagent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/open-gitagent__gitagent	moved
oursky/skytest-agent	TypeScript	oursky__skytest-agent	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/oursky__skytest-agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/oursky__skytest-agent	moved
outfitter-dev/agents	TypeScript	outfitter-dev__agents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/outfitter-dev__agents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/outfitter-dev__agents	moved
pacaplan/agent-gauntlet	TypeScript	pacaplan__agent-gauntlet	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/pacaplan__agent-gauntlet	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/pacaplan__agent-gauntlet	moved
philschmid/ia-agents	TypeScript	philschmid__ia-agents	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/philschmid__ia-agents	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/philschmid__ia-agents	moved
proffesor-for-testing/agentic-qe	TypeScript	proffesor-for-testing__agentic-qe	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/proffesor-for-testing__agentic-qe	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/proffesor-for-testing__agentic-qe	moved
rohitg00/agentmemory	TypeScript	rohitg00__agentmemory	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/rohitg00__agentmemory	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/rohitg00__agentmemory	moved
ruvnet/agentic-robotics	TypeScript	ruvnet__agentic-robotics	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/ruvnet__agentic-robotics	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/ruvnet__agentic-robotics	moved
saadnvd1/agent-os	TypeScript	saadnvd1__agent-os	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/saadnvd1__agent-os	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/saadnvd1__agent-os	moved
stablyai/agent-slack	TypeScript	stablyai__agent-slack	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/stablyai__agent-slack	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/stablyai__agent-slack	moved
tmustier/pi-agent-teams	TypeScript	tmustier__pi-agent-teams	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/tmustier__pi-agent-teams	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/tmustier__pi-agent-teams	moved
vaayne/agent-kit	TypeScript	vaayne__agent-kit	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/vaayne__agent-kit	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/vaayne__agent-kit	moved
webzler/agentMemory	TypeScript	webzler__agentMemory	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/webzler__agentMemory	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/webzler__agentMemory	moved
xAgent-AI/xagent	TypeScript	xAgent-AI__xagent	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/xAgent-AI__xagent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/xAgent-AI__xagent	moved
xpnobug/ai-agent-cli	TypeScript	xpnobug__ai-agent-cli	name_filter:agent	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data/TypeScript/xpnobug__ai-agent-cli	/Users/marcelvogt/Documents/Documents-MacBookPro/Studies/TU-Berlin/Semester-Abroad/Calgary/Courses/AIinSE/FinalProject/msr-skills-md/outputs/raw_data_filtered_out/TypeScript/xpnobug__ai-agent-cli	moved
