repo,source_csv,found,match_name,match_path,default_branch,ref_scanned,match_url,match_sha,match_size_bytes,scan_method,http_status,error_type,error_message,scanned_at_utc,stars,fork,archived,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
karpathy/nanochat,results.csv,True,SKILL.md,/.claude/skills/read-arxiv-paper/SKILL.md,master,master,https://github.com/karpathy/nanochat/blob/c7ba25214276d165eeefca7cb2060587975db189/.claude/skills/read-arxiv-paper/SKILL.md,6a9cda7121e3c643895fa572b0af47016b844f43,,code_search,200,none,,2026-02-24T06:01:38Z,43228,false,false,0,0,0,95510961,karpathy/nanochat,false,322,3,0,5610,Python,master,MIT License,,300,43228,42,1466,2025-10-13T01:46:35,2026-02-10T11:35:02,2026-02-14T06:46:34,103,8,312,43,1812,8086,4380,"[{""blankLines"":1202,""codeLines"":5615,""commentLines"":2089,""language"":""Python""},{""blankLines"":387,""codeLines"":857,""commentLines"":0,""language"":""Markdown""},{""blankLines"":7,""codeLines"":66,""commentLines"":1,""language"":""TOML""},{""blankLines"":78,""codeLines"":516,""commentLines"":1,""language"":""HTML""},{""blankLines"":0,""codeLines"":443,""commentLines"":2120,""language"":""Jupyter Notebook""},{""blankLines"":0,""codeLines"":8,""commentLines"":0,""language"":""SVG""},{""blankLines"":69,""codeLines"":362,""commentLines"":60,""language"":""Rust""},{""blankLines"":69,""codeLines"":219,""commentLines"":109,""language"":""Bourne Shell""}]",2026-02-10T11:35:00,2f096867244e3d00a50284d1be05fa3f5dcfb84b,false,false,false,false,"{""Python"":389346,""Jupyter Notebook"":88319,""HTML"":20240,""Rust"":17207,""Shell"":16027}",bug;code robustness;docs;feature;guide;improvement;install;leaderboard candidate;low resource;meta;performance;potential_bug;potential_improvement;refactor;scripts;suggest/close;suggest/feedback;suggest/merge;suggest/review;tests;todo;update;ux;waiting,
leondgarse/keras_cv_attention_models,results.csv,True,SKILL.md,/.agent/skills/weight-conversion/SKILL.md,main,main,https://github.com/leondgarse/keras_cv_attention_models/blob/811933b1e11bda5df72ab090fa607c773e5e8bb3/.agent/skills/weight-conversion/SKILL.md,b41c8fae907b26c1fe75bc3864a79f0060ec2a7b,,code_search,200,none,,2026-02-24T06:16:51Z,622,false,false,0,0,0,42523079,leondgarse/keras_cv_attention_models,false,1098,2,51,97,Python,main,MIT License,,21,622,5,4551,2021-08-02T12:59:55,2025-11-12T06:58:34,2025-11-12T06:58:39,81,8,4,0,8077,36882,8157,"[{""blankLines"":783,""codeLines"":7453,""commentLines"":10,""language"":""Markdown""},{""blankLines"":0,""codeLines"":580,""commentLines"":0,""language"":""CSV""},{""blankLines"":7292,""codeLines"":28802,""commentLines"":8147,""language"":""Python""},{""blankLines"":2,""codeLines"":47,""commentLines"":0,""language"":""YAML""}]",2025-11-12T06:58:20,bd83701d961e009c045319c2819486157c057474,true,false,false,false,"{""Python"":2639745}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,attention;clip;coco;ddpm;detection;imagenet;keras;model;recognition;segment-anything;stable-diffusion;tensorflow;tf;tf2;visualizing
luongnv89/claude-howto,results.csv,True,SKILL.md,/03-skills/refactor/SKILL.md,main,main,https://github.com/luongnv89/claude-howto/blob/20779dbf79fe1fc14e333e31c10e0ee4686773a7/03-skills/refactor/SKILL.md,1f816d3687583818ce18673618c1565ecf7fa073,,code_search,200,none,,2026-02-24T06:23:55Z,955,false,false,0,0,0,95534412,luongnv89/claude-howto,false,94,1,0,59,Python,main,MIT License,,4,955,2,11113,2025-11-07T10:59:34,2026-02-04T09:56:10,2026-02-04T11:00:45,3,1,3,0,6598,22850,845,"[{""blankLines"":137,""codeLines"":504,""commentLines"":176,""language"":""SVG""},{""blankLines"":10,""codeLines"":89,""commentLines"":6,""language"":""TOML""},{""blankLines"":612,""codeLines"":2168,""commentLines"":554,""language"":""Python""},{""blankLines"":119,""codeLines"":394,""commentLines"":0,""language"":""Text""},{""blankLines"":5484,""codeLines"":17367,""commentLines"":11,""language"":""Markdown""},{""blankLines"":0,""codeLines"":663,""commentLines"":2,""language"":""XML""},{""blankLines"":20,""codeLines"":67,""commentLines"":19,""language"":""JavaScript""},{""blankLines"":139,""codeLines"":715,""commentLines"":29,""language"":""YAML""},{""blankLines"":10,""codeLines"":633,""commentLines"":0,""language"":""JSON""},{""blankLines"":67,""codeLines"":250,""commentLines"":48,""language"":""Bourne Shell""}]",2026-02-04T09:56:05,3cc098505c3d4551243c3027e5f6bd5f87782531,true,false,false,false,"{""Python"":117961,""Shell"":8385,""JavaScript"":2518}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,claude-code;guide;tutorial
mangiucugna/json_repair,results.csv,True,SKILL.md,/.agents/skills/docs-demo-local-test/SKILL.md,main,main,https://github.com/mangiucugna/json_repair/blob/529be35078ed8e5f0d30c745a003c1f294f01ba1/.agents/skills/docs-demo-local-test/SKILL.md,b3770d0f251820461c2a4c55cdb75b02674ac07d,,code_search,200,none,,2026-02-24T06:28:58Z,4496,false,false,0,1,0,94648987,mangiucugna/json_repair,false,521,1,143,173,Python,main,MIT License,https://pypi.org/project/json-repair/,11,4496,18,5557,2023-09-06T06:28:42,2026-02-08T10:19:19,2026-02-09T11:57:04,131,0,40,0,1017,6576,826,"[{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""Text""},{""blankLines"":2,""codeLines"":384,""commentLines"":2,""language"":""HTML""},{""blankLines"":4,""codeLines"":117,""commentLines"":36,""language"":""TOML""},{""blankLines"":662,""codeLines"":4136,""commentLines"":774,""language"":""Python""},{""blankLines"":31,""codeLines"":161,""commentLines"":0,""language"":""CSS""},{""blankLines"":23,""codeLines"":218,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":1,""codeLines"":12,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":39,""codeLines"":258,""commentLines"":14,""language"":""YAML""},{""blankLines"":255,""codeLines"":743,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":543,""commentLines"":0,""language"":""JSON""}]",2026-02-08T10:19:08,e48f48b629482d91c8a6a8bbf3a333c9946919f0,false,false,false,false,"{""Python"":213421,""Shell"":230}",bug;codex;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;security;wontfix;⚡️ codeflash,deep-learning;gpt-4;json;llama3;llm;machine-learning;mistral;openai-api;parser;repair
martinopiaggi/summarize,results.csv,True,SKILL.md,/.agent/skills/summarize/SKILL.md,main,main,https://github.com/martinopiaggi/summarize/blob/65e797e2b21136d154ecab1d1b6f24612ef5e308/.agent/skills/summarize/SKILL.md,2dc6b4ff5131e75d41a0157714b849b853f87dfe,,code_search,200,none,,2026-02-24T06:32:59Z,142,false,false,0,0,0,95052612,martinopiaggi/summarize,false,131,1,0,21,Python,main,MIT License,,4,142,2,525,2023-10-15T03:19:47,2026-02-09T08:55:04,2026-02-09T08:55:07,3,0,4,1,677,2514,1125,"[{""blankLines"":0,""codeLines"":20,""commentLines"":0,""language"":""JSON""},{""blankLines"":11,""codeLines"":19,""commentLines"":12,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":141,""commentLines"":376,""language"":""Jupyter Notebook""},{""blankLines"":145,""codeLines"":429,""commentLines"":0,""language"":""Markdown""},{""blankLines"":9,""codeLines"":69,""commentLines"":0,""language"":""YAML""},{""blankLines"":508,""codeLines"":1819,""commentLines"":737,""language"":""Python""},{""blankLines"":1,""codeLines"":4,""commentLines"":0,""language"":""Text""},{""blankLines"":3,""codeLines"":13,""commentLines"":0,""language"":""TOML""}]",2026-02-09T08:55:02,304f34d1fca073f7f3613df652eed94f12858984,false,false,false,false,"{""Python"":96598,""Jupyter Notebook"":25299,""Dockerfile"":1470}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai;docker;instagram-downloader;notebooklm;notebooklm-alternative;summarization;summarize;transcription;youtube-downloader
maxvaega/skillkit,results.csv,True,SKILL.md,/examples/skills/git-helper/SKILL.md,main,main,https://github.com/maxvaega/skillkit/blob/2a30ae54cf1a5d1d37973a96e614de055c307690/examples/skills/git-helper/SKILL.md,65dc96b84337a7f65907f330c9ee5b7e03b9c9a1,,code_search,200,none,,2026-02-24T06:38:01Z,106,false,false,1,0,0,95533280,maxvaega/skillkit,false,13,3,4,16,Python,main,MIT License,,1,106,1,552,2025-10-26T08:56:30,2026-01-23T03:51:28,2026-01-26T04:27:55,4,3,6,1,4946,17372,5465,"[{""blankLines"":0,""codeLines"":59,""commentLines"":0,""language"":""JSON""},{""blankLines"":10,""codeLines"":65,""commentLines"":21,""language"":""Bourne Shell""},{""blankLines"":13,""codeLines"":157,""commentLines"":2,""language"":""TOML""},{""blankLines"":4,""codeLines"":19,""commentLines"":5,""language"":""YAML""},{""blankLines"":904,""codeLines"":7752,""commentLines"":0,""language"":""Markdown""},{""blankLines"":104,""codeLines"":436,""commentLines"":0,""language"":""Text""},{""blankLines"":3911,""codeLines"":8884,""commentLines"":5437,""language"":""Python""}]",2025-12-03T10:14:23,2a30ae54cf1a5d1d37973a96e614de055c307690,true,false,false,false,"{""Python"":547058,""Shell"":45676}",backlog;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agents;ai;anthropic;claude;langchain;llm;prompt;prompt-engineering;skill;skills
memovai/memov,results.csv,True,SKILL.md,/skills/vibegit/SKILL.md,main,main,https://github.com/memovai/memov/blob/f25232386f04a302f36ba98023617adfc3296549/skills/vibegit/SKILL.md,1c9068249f7f11095e1920545f5c12bc9311f40f,,code_search,200,none,,2026-02-24T06:43:02Z,115,false,false,0,0,0,95522176,memovai/memov,false,172,5,8,11,Python,main,MIT License,https://memov.ai,1,115,3,123606,2025-08-11T02:45:03,2026-02-05T11:11:27,2026-02-05T11:39:55,15,5,57,6,3730,14139,2296,"[{""blankLines"":9,""codeLines"":58,""commentLines"":6,""language"":""TOML""},{""blankLines"":20,""codeLines"":95,""commentLines"":12,""language"":""PowerShell""},{""blankLines"":14,""codeLines"":75,""commentLines"":14,""language"":""make""},{""blankLines"":121,""codeLines"":789,""commentLines"":50,""language"":""YAML""},{""blankLines"":1068,""codeLines"":2703,""commentLines"":7,""language"":""Markdown""},{""blankLines"":0,""codeLines"":24,""commentLines"":0,""language"":""JSON""},{""blankLines"":232,""codeLines"":990,""commentLines"":144,""language"":""Bourne Shell""},{""blankLines"":1816,""codeLines"":6686,""commentLines"":2053,""language"":""Python""},{""blankLines"":450,""codeLines"":2719,""commentLines"":10,""language"":""HTML""}]",2026-02-05T11:11:23,f25232386f04a302f36ba98023617adfc3296549,false,false,false,false,"{""Python"":396662,""HTML"":109113,""Shell"":42303,""PowerShell"":4133,""Makefile"":3159}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent;agentic-ai;agentic-rag;agents;ai;claude;clawd;clawdbot;git;llm;mcp;mcp-tools;memory;vibe-coding
microsoft/semantic-link-labs,results.csv,True,SKILL.md,/.claude/skills/run-tests/SKILL.md,main,main,https://github.com/microsoft/semantic-link-labs/blob/41bc0ddd0ba8de0278074a5158933b580d15c3bb/.claude/skills/run-tests/SKILL.md,b671cc19f5f3e31d53a417cbaec798555ecfc28f,,code_search,200,none,,2026-02-24T07:01:04Z,471,false,false,1,1,0,95079047,microsoft/semantic-link-labs,false,2009,7,51,162,Python,main,MIT License,,19,471,26,6450,2024-05-16T09:27:37,2026-02-12T07:55:23,2026-02-13T03:29:00,376,40,644,39,17307,69663,23532,"[{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":6802,""codeLines"":22243,""commentLines"":6840,""language"":""PO File""},{""blankLines"":0,""codeLines"":557,""commentLines"":2492,""language"":""Jupyter Notebook""},{""blankLines"":8,""codeLines"":43,""commentLines"":0,""language"":""TOML""},{""blankLines"":4,""codeLines"":9,""commentLines"":7,""language"":""make""},{""blankLines"":0,""codeLines"":14,""commentLines"":0,""language"":""Text""},{""blankLines"":9022,""codeLines"":36239,""commentLines"":14147,""language"":""Python""},{""blankLines"":7,""codeLines"":9,""commentLines"":11,""language"":""reStructuredText""},{""blankLines"":7,""codeLines"":31,""commentLines"":2,""language"":""Bourne Shell""},{""blankLines"":1425,""codeLines"":3857,""commentLines"":10,""language"":""Markdown""},{""blankLines"":24,""codeLines"":107,""commentLines"":22,""language"":""YAML""},{""blankLines"":0,""codeLines"":6528,""commentLines"":0,""language"":""JSON""}]",2026-02-12T07:43:56,7bb36c2479d4d2d936a44270eaf4cbada276c1d2,true,false,false,false,"{""Python"":2127051,""Jupyter Notebook"":101007,""Shell"":1709}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;not related to semantic link labs;question;semantic-link;wontfix,analysis-services;analysis-services-tabular;dax;jupyter-notebook;microsoftfabric;powerbi;python
mrexodia/ida-pro-mcp,results.csv,True,SKILL.md,/skills/idapython/SKILL.md,main,main,https://github.com/mrexodia/ida-pro-mcp/blob/48b1759370b548c0e6ad8b5dc264eadf9409b558/skills/idapython/SKILL.md,10a0e2db2e7eada1fba393d143b4fece49d2261c,,code_search,200,none,,2026-02-24T07:18:06Z,5463,false,false,1,0,0,95338002,mrexodia/ida-pro-mcp,false,297,4,3,590,Python,main,MIT License,https://plugins.hex-rays.com/mrexodia/ida-pro-mcp,34,5463,32,1122,2025-03-25T10:23:41,2026-02-08T01:02:41,2026-02-09T06:47:00,151,40,91,2,50199,12704,45967,"[{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""INI""},{""blankLines"":1141,""codeLines"":4033,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1923,""codeLines"":8120,""commentLines"":1448,""language"":""Python""},{""blankLines"":0,""codeLines"":5,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":47127,""codeLines"":486,""commentLines"":44510,""language"":""reStructuredText""},{""blankLines"":5,""codeLines"":38,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":12,""commentLines"":0,""language"":""JSON""},{""blankLines"":2,""codeLines"":1,""commentLines"":9,""language"":""YAML""}]",2026-02-08T01:02:41,a4fcf2b3d566ed318106087384b800bb5aae7d2a,false,false,false,false,"{""Python"":359100,""Shell"":78}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai;aiagent;binary-analysis;ida-plugin;ida-pro;mcp;mcp-server;modelcontextprotocol;reverse-engineering
muratcankoylan/Agent-Skills-for-Context-Engineering,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering/blob/da63847a41d49dcfe12ac1d9cc6f7c9596782fa9/SKILL.md,4d4a8f6249e2ac7c94030143abf623ab6246c949,,code_search,200,none,,2026-02-24T07:21:06Z,8097,false,false,0,0,0,95574123,muratcankoylan/Agent-Skills-for-Context-Engineering,false,111,23,1,632,Python,main,MIT License,,52,8097,4,3614,2025-12-21T02:43:42,2026-02-02T06:13:50,2026-02-05T01:18:12,6,4,31,3,10984,32840,2732,"[{""blankLines"":22,""codeLines"":178,""commentLines"":20,""language"":""SQL""},{""blankLines"":12,""codeLines"":71,""commentLines"":3,""language"":""XML""},{""blankLines"":229,""codeLines"":1301,""commentLines"":93,""language"":""TypeScript""},{""blankLines"":2,""codeLines"":16,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":6,""codeLines"":534,""commentLines"":0,""language"":""JSON""},{""blankLines"":6905,""codeLines"":19718,""commentLines"":58,""language"":""Markdown""},{""blankLines"":45,""codeLines"":229,""commentLines"":23,""language"":""YAML""},{""blankLines"":11,""codeLines"":60,""commentLines"":8,""language"":""Bourne Shell""},{""blankLines"":1726,""codeLines"":4774,""commentLines"":0,""language"":""Text""},{""blankLines"":2018,""codeLines"":5897,""commentLines"":2527,""language"":""Python""},{""blankLines"":8,""codeLines"":62,""commentLines"":0,""language"":""TOML""}]",2026-02-02T06:13:50,7942df36cfcac4f224d310b6be552e99715df5de,true,false,false,false,"{""Python"":171752,""PLpgSQL"":6239}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;new-skill;question;wontfix,
neurostuff/nimare,results.csv,True,SKILL.md,/.skills/writing_code/SKILL.md,main,main,https://github.com/neurostuff/NiMARE/blob/5fac65c0eb5966613273eadceec6fb3a51c22cf1/.skills/writing_code/SKILL.md,9cce1103da75f2dc71be09f43e5d66f863b7e3a5,,code_search,200,none,,2026-02-24T07:33:06Z,203,false,false,0,0,0,3958561,neurostuff/nimare,false,1134,17,75,61,Python,main,MIT License,https://nimare.readthedocs.io,6,203,24,32046,2018-01-16T06:33:58,2026-02-06T07:45:48,2026-02-06T07:45:51,391,90,579,13,6760,98606,12826,"[{""blankLines"":14,""codeLines"":38,""commentLines"":6,""language"":""make""},{""blankLines"":15,""codeLines"":144,""commentLines"":8,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":306,""commentLines"":1434,""language"":""Jupyter Notebook""},{""blankLines"":405,""codeLines"":1121,""commentLines"":48,""language"":""Markdown""},{""blankLines"":40,""codeLines"":533,""commentLines"":37,""language"":""YAML""},{""blankLines"":24,""codeLines"":65984,""commentLines"":0,""language"":""JSON""},{""blankLines"":3,""codeLines"":38,""commentLines"":4,""language"":""HTML""},{""blankLines"":5636,""codeLines"":17922,""commentLines"":10675,""language"":""Python""},{""blankLines"":37,""codeLines"":202,""commentLines"":22,""language"":""CSS""},{""blankLines"":477,""codeLines"":599,""commentLines"":591,""language"":""reStructuredText""},{""blankLines"":8,""codeLines"":27,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":52,""codeLines"":1114,""commentLines"":0,""language"":""Text""},{""blankLines"":45,""codeLines"":496,""commentLines"":0,""language"":""TeX""},{""blankLines"":4,""codeLines"":32,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":10050,""commentLines"":0,""language"":""CSV""}]",2026-02-06T07:45:47,5fac65c0eb5966613273eadceec6fb3a51c22cf1,false,false,false,false,"{""Python"":1148614,""TeX"":20511,""Dockerfile"":5648,""Smarty"":5518,""Go Template"":5518,""Makefile"":1188}",analysis;annotate;breaking-change;bug;cbma;community;correct;decode;dependencies;deprecation;diagnostics;documentation;duplicate;effort: high;effort: low;effort: medium;enhancement;good first issue;hacktoberfest-accepted;help wanted;ibma;ignore-for-release;impact: high;impact: low;impact: medium;maintenance;neurostore;neurovault;opinions wanted;parcellate;priority: high;priority: low;priority: medium;question;refactoring;testing;usage;workflows,meta-analysis;neuroimaging;python
nextlevelbuilder/ui-ux-pro-max-skill,results.csv,True,SKILL.md,/.claude/skills/ui-ux-pro-max/SKILL.md,main,main,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill/blob/6623f12b4058d09618c89cffb2de59a47c45f999/.claude/skills/ui-ux-pro-max/SKILL.md,e58d6187f3d2fa94927fccbdb06ea0314ac89b2c,,code_search,200,none,,2026-02-24T07:33:07Z,31174,false,false,1,0,0,95555275,nextlevelbuilder/ui-ux-pro-max-skill,false,93,11,14,3067,Python,main,MIT License,https://www.uupm.cc/,165,31174,28,1889,2025-11-30T11:36:31,2026-02-12T04:11:34,2026-02-14T01:23:39,62,36,92,15,694,5132,265,"[{""blankLines"":350,""codeLines"":1066,""commentLines"":0,""language"":""Markdown""},{""blankLines"":198,""codeLines"":1064,""commentLines"":172,""language"":""Python""},{""blankLines"":0,""codeLines"":1456,""commentLines"":0,""language"":""CSV""},{""blankLines"":0,""codeLines"":781,""commentLines"":0,""language"":""JSON""},{""blankLines"":146,""codeLines"":765,""commentLines"":93,""language"":""TypeScript""}]",2026-02-12T04:11:33,6623f12b4058d09618c89cffb2de59a47c45f999,false,false,false,false,"{""Python"":118638,""TypeScript"":26542,""JavaScript"":2025}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-skills;antigravity;claude;claude-code;codex;command-line;copilot;cursor-ai;html5;kiro;landing-page;mobile-ui;qoder;react;tailwindcss;trae;ui-design;uikit;windsurf-ai
