repo,default_branch,stars,fork,archived,html_url,skill_count,skill_paths,total_files_in_skills,references_file_count,assets_file_count,scripts_file_count,other_file_count,scanned_at_utc,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
ImCa0/just-laws,master,704,false,false,https://github.com/ImCa0/just-laws,2,.claude/skills/addlaws/SKILL.md;.claude/skills/markitdown/SKILL.md,14,2,1,3,6,2026-02-24T12:45:56Z,1,0,0,95612695,ImCa0/just-laws,false,125,1,0,86,Python,master,MIT License,https://www.justlaws.cn,10,704,5,1923,2022-03-22T11:55:09,2026-02-04T05:28:44,2026-02-04T05:28:49,8,5,7,0,17520,20827,201,"[{""blankLines"":2,""codeLines"":14,""commentLines"":0,""language"":""SCSS""},{""blankLines"":140,""codeLines"":414,""commentLines"":200,""language"":""Python""},{""blankLines"":4,""codeLines"":35,""commentLines"":0,""language"":""YAML""},{""blankLines"":17365,""codeLines"":20059,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":16,""commentLines"":0,""language"":""JSON""},{""blankLines"":5,""codeLines"":17,""commentLines"":0,""language"":""Text""},{""blankLines"":4,""codeLines"":272,""commentLines"":1,""language"":""JavaScript""}]",2026-02-04T05:28:31,23d998cefc6ef2fc883545b594726e7dc47ac458,true,false,false,false,"{""Python"":23194}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,china;laws
Chen-zexi/open-ptc-agent,main,641,false,false,https://github.com/Chen-zexi/open-ptc-agent,5,skills/creating-financial-models/SKILL.md;skills/docx/SKILL.md;skills/pdf/SKILL.md;skills/pptx/SKILL.md;skills/xlsx/SKILL.md,133,0,0,21,107,2026-02-24T12:45:46Z,0,0,0,95551106,Chen-zexi/open-ptc-agent,false,44,2,0,72,Python,main,MIT License,,13,641,1,30505,2025-11-07T02:48:40,2026-01-21T05:20:41,2026-01-22T10:28:15,3,2,1,0,9019,48443,15128,"[{""blankLines"":31,""codeLines"":274,""commentLines"":4,""language"":""TOML""},{""blankLines"":82,""codeLines"":366,""commentLines"":54,""language"":""YAML""},{""blankLines"":7232,""codeLines"":21180,""commentLines"":8381,""language"":""Python""},{""blankLines"":8,""codeLines"":28,""commentLines"":0,""language"":""make""},{""blankLines"":146,""codeLines"":490,""commentLines"":0,""language"":""Jinja Template""},{""blankLines"":5,""codeLines"":25,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""XML""},{""blankLines"":129,""codeLines"":738,""commentLines"":112,""language"":""JavaScript""},{""blankLines"":1336,""codeLines"":5410,""commentLines"":42,""language"":""Markdown""},{""blankLines"":0,""codeLines"":111,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":152,""commentLines"":6509,""language"":""Jupyter Notebook""},{""blankLines"":50,""codeLines"":19654,""commentLines"":26,""language"":""XSD""}]",2026-01-21T05:17:57,425b9575bfdcaf949b0a4053e981cf8070c70e03,true,false,false,false,"{""Python"":1383114,""JavaScript"":37795,""Jinja"":21847,""Makefile"":1029}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent;daytona;langchain;langraph;llm;mcp
Dicklesworthstone/mcp_agent_mail,main,1685,false,false,https://github.com/Dicklesworthstone/mcp_agent_mail,1,SKILL.md,285,0,0,26,258,2026-02-24T12:45:51Z,0,1,0,95522096,Dicklesworthstone/mcp_agent_mail,false,696,2,8,174,Python,main,MIT License,,16,1685,1,10392,2025-10-23T03:42:36,2026-02-13T05:57:54,2026-02-14T06:01:15,60,2,33,0,15381,77474,11537,"[{""blankLines"":17,""codeLines"":148,""commentLines"":8,""language"":""TOML""},{""blankLines"":12,""codeLines"":17,""commentLines"":0,""language"":""make""},{""blankLines"":58,""codeLines"":429,""commentLines"":18,""language"":""YAML""},{""blankLines"":3216,""codeLines"":10562,""commentLines"":9,""language"":""Markdown""},{""blankLines"":0,""codeLines"":1277,""commentLines"":0,""language"":""JSON""},{""blankLines"":11,""codeLines"":23,""commentLines"":10,""language"":""Dockerfile""},{""blankLines"":572,""codeLines"":3828,""commentLines"":468,""language"":""Bourne Shell""},{""blankLines"":236,""codeLines"":1883,""commentLines"":341,""language"":""JavaScript""},{""blankLines"":10189,""codeLines"":49148,""commentLines"":10290,""language"":""Python""},{""blankLines"":96,""codeLines"":540,""commentLines"":10,""language"":""CSS""},{""blankLines"":974,""codeLines"":9619,""commentLines"":383,""language"":""HTML""}]",2026-02-13T05:57:12,b21e94cfee69c345645f9a21ed04804a71b6f0cd,true,false,false,false,"{""Python"":2705572,""HTML"":529521,""Shell"":165607,""JavaScript"":74024,""CSS"":10029,""Dockerfile"":1203,""Makefile"":434}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-agents;coordination;fastmcp;mcp;python
MGdaasLab/WHartTest,master,623,false,false,https://github.com/MGdaasLab/WHartTest,3,WHartTest_Skills/agent-browser-skill/SKILL.md;WHartTest_Skills/playwright-skill/SKILL.md;WHartTest_Skills/wharttest_skills/SKILL.md,9,0,0,0,6,2026-02-24T12:46:52Z,1,0,0,95496460,MGdaasLab/WHartTest,false,249,4,3,80,Python,master,MIT License,https://mgdaaslab.github.io/WHartTest/,17,623,5,43669,2025-09-15T03:44:07,2026-02-13T09:14:06,2026-02-13T09:13:41,9,1,33,3,17201,878462,12826,"[{""blankLines"":0,""codeLines"":2,""commentLines"":0,""language"":""SVG""},{""blankLines"":6449,""codeLines"":28519,""commentLines"":6731,""language"":""Python""},{""blankLines"":108,""codeLines"":565,""commentLines"":116,""language"":""CSS""},{""blankLines"":1591,""codeLines"":4030,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":13,""commentLines"":0,""language"":""HTML""},{""blankLines"":166,""codeLines"":883,""commentLines"":114,""language"":""Bourne Shell""},{""blankLines"":158,""codeLines"":1008,""commentLines"":197,""language"":""JavaScript""},{""blankLines"":42,""codeLines"":546,""commentLines"":107,""language"":""YAML""},{""blankLines"":2482,""codeLines"":8345,""commentLines"":15,""language"":""Markdown""},{""blankLines"":0,""codeLines"":784619,""commentLines"":0,""language"":""SQL""},{""blankLines"":4689,""codeLines"":32748,""commentLines"":3715,""language"":""Vuejs Component""},{""blankLines"":1463,""codeLines"":11070,""commentLines"":1765,""language"":""TypeScript""},{""blankLines"":3,""codeLines"":5973,""commentLines"":0,""language"":""JSON""},{""blankLines"":50,""codeLines"":141,""commentLines"":66,""language"":""Dockerfile""}]",2026-02-13T09:13:37,9946c0628f18b419afed61d1b78ae5ad6e90bea9,false,false,false,false,"{""Python"":1699007,""Vue"":1126476,""TypeScript"":417973,""Shell"":39824,""JavaScript"":33785,""CSS"":18869,""Dockerfile"":8057,""HTML"":357}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;javascript;python;question;wontfix,
MaksimZayats/fastdjango,main,185,false,false,https://github.com/MaksimZayats/fastdjango,3,.claude/skills/docs-reader/SKILL.md;.claude/skills/feature-developer/SKILL.md;.claude/skills/test-writer/SKILL.md,10,7,0,0,0,2026-02-24T12:46:54Z,1,0,0,95599570,MaksimZayats/fastdjango,false,1845,3,5,36,Python,main,MIT License,http://fastdjango.zayats.dev/,2,185,3,4405,2021-06-17T01:12:42,2026-02-13T05:58:06,2026-02-13T05:58:03,3,0,1115,2,3619,11513,74,"[{""blankLines"":9,""codeLines"":20,""commentLines"":2,""language"":""Dockerfile""},{""blankLines"":2934,""codeLines"":8593,""commentLines"":0,""language"":""Markdown""},{""blankLines"":11,""codeLines"":41,""commentLines"":0,""language"":""make""},{""blankLines"":83,""codeLines"":628,""commentLines"":16,""language"":""YAML""},{""blankLines"":19,""codeLines"":186,""commentLines"":4,""language"":""TOML""},{""blankLines"":563,""codeLines"":2045,""commentLines"":52,""language"":""Python""}]",2026-02-13T05:57:59,fd03c98b6f311b318e920525abe9ca8407c4e096,true,false,false,false,"{""Python"":83763,""Makefile"":1086,""Dockerfile"":790}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;python;python:uv;question;wontfix,api;clean-architecture;django;python
NPC-Worldwide/npcsh,main,206,false,false,https://github.com/NPC-Worldwide/npcsh,2,npcsh/npc_team/jinxs/skills/code-review/SKILL.md;npcsh/npc_team/jinxs/skills/debugging/SKILL.md,2,0,0,0,0,2026-02-24T12:46:56Z,0,0,0,95427166,NPC-Worldwide/npcsh,false,344,15,60,14,Python,main,MIT License,https://npc-shell.readthedocs.com,4,206,2,66937,2025-07-08T11:43:00,2026-02-13T05:53:29,2026-02-12T05:59:31,23,1,19,1,2567,9863,1324,"[{""blankLines"":0,""codeLines"":6,""commentLines"":1,""language"":""TOML""},{""blankLines"":0,""codeLines"":200,""commentLines"":0,""language"":""CSV""},{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":689,""codeLines"":2299,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1825,""codeLines"":7055,""commentLines"":1314,""language"":""Python""},{""blankLines"":4,""codeLines"":9,""commentLines"":7,""language"":""make""},{""blankLines"":12,""codeLines"":60,""commentLines"":0,""language"":""Jinja Template""},{""blankLines"":0,""codeLines"":41,""commentLines"":0,""language"":""Text""},{""blankLines"":29,""codeLines"":167,""commentLines"":1,""language"":""YAML""}]",2026-02-12T05:59:00,34443499b1ffebf80c98f4a1c449412fe0096936,true,false,false,false,"{""Python"":332317,""Shell"":2949,""Makefile"":634}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
OpenBB-finance/backends-for-openbb,main,145,false,false,https://github.com/OpenBB-finance/backends-for-openbb,2,.claude/skills/improve-openbb-skill/SKILL.md;.claude/skills/openbb-app-builder/SKILL.md,11,8,0,0,1,2026-02-24T12:46:57Z,0,0,0,95382438,OpenBB-finance/backends-for-openbb,false,369,5,0,47,Python,main,MIT License,,2,145,9,26385,2023-09-27T05:46:03,2026-02-11T04:08:08,2026-02-13T06:47:06,2,1,70,4,2390,14381,1810,"[{""blankLines"":27,""codeLines"":111,""commentLines"":8,""language"":""TOML""},{""blankLines"":1434,""codeLines"":9136,""commentLines"":1802,""language"":""Python""},{""blankLines"":0,""codeLines"":45,""commentLines"":0,""language"":""Text""},{""blankLines"":31,""codeLines"":178,""commentLines"":0,""language"":""HTML""},{""blankLines"":894,""codeLines"":2629,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":2274,""commentLines"":0,""language"":""JSON""},{""blankLines"":4,""codeLines"":8,""commentLines"":0,""language"":""Dockerfile""}]",2026-02-11T04:08:06,a02df3bcd57d6734950f4e6634db3f55bb5c4652,false,false,false,false,"{""Python"":370772,""HTML"":6648,""Dockerfile"":260}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
OpenSQZ/GTPlanner,main,123,false,false,https://github.com/OpenSQZ/GTPlanner,1,.claude/skills/gtplanner/SKILL.md,4,3,0,0,0,2026-02-24T12:46:59Z,0,0,0,95447731,OpenSQZ/GTPlanner,false,271,58,6,57,Python,main,MIT License,https://the-agent-builder.com,1,123,8,30137,2025-06-30T03:38:45,2026-02-10T01:40:11,2026-02-10T11:17:46,8,0,140,2,8270,25022,8121,"[{""blankLines"":23,""codeLines"":109,""commentLines"":9,""language"":""TOML""},{""blankLines"":5118,""codeLines"":13894,""commentLines"":7634,""language"":""Python""},{""blankLines"":0,""codeLines"":14,""commentLines"":0,""language"":""INI""},{""blankLines"":2,""codeLines"":6,""commentLines"":0,""language"":""Text""},{""blankLines"":96,""codeLines"":528,""commentLines"":0,""language"":""HTML""},{""blankLines"":0,""codeLines"":158,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""DOS Batch""},{""blankLines"":317,""codeLines"":1494,""commentLines"":411,""language"":""TypeScript""},{""blankLines"":218,""codeLines"":1210,""commentLines"":57,""language"":""YAML""},{""blankLines"":2487,""codeLines"":7593,""commentLines"":0,""language"":""Markdown""},{""blankLines"":9,""codeLines"":15,""commentLines"":10,""language"":""Dockerfile""}]",2026-02-06T02:36:02,e8771e89c85cfca450c4f3e0cf11b33d1a122465,false,false,false,false,"{""Python"":974017,""TypeScript"":61628,""HTML"":20248,""Dockerfile"":711,""Batchfile"":13}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;need benchmark;question;stale;wontfix,agent;agentbuilder;pocketflow;vibe-coding
OriNachum/autonomous-intelligence,main,208,false,false,https://github.com/OriNachum/autonomous-intelligence,9,qq/.agent/skills/call-qq/SKILL.md;qq/.agent/skills/implement/SKILL.md;qq/.agent/skills/mongodb-query/SKILL.md;qq/.agent/skills/neo4j-query/SKILL.md;qq/.agent/skills/plan/SKILL.md;qq/.agent/skills/test-on-finish/SKILL.md;qq/.claude/skills-test/memory/SKILL.md;qq/skills/coding/SKILL.md;qq/skills/memory/SKILL.md,33,14,2,6,2,2026-02-24T12:47:00Z,1,1,0,95067358,OriNachum/autonomous-intelligence,false,441,9,0,14,Python,main,MIT License,,10,208,1,25027,2024-03-16T08:14:13,2026-02-11T12:44:59,2026-02-11T12:45:03,11,5,8,0,16247,59350,9569,"[{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""CSV""},{""blankLines"":112,""codeLines"":1206,""commentLines"":139,""language"":""YAML""},{""blankLines"":41,""codeLines"":273,""commentLines"":80,""language"":""C/C++ Header""},{""blankLines"":7181,""codeLines"":23256,""commentLines"":19,""language"":""Markdown""},{""blankLines"":12,""codeLines"":56,""commentLines"":14,""language"":""Meson""},{""blankLines"":326,""codeLines"":1369,""commentLines"":222,""language"":""Bourne Shell""},{""blankLines"":37,""codeLines"":1086,""commentLines"":0,""language"":""JSON""},{""blankLines"":87,""codeLines"":314,""commentLines"":115,""language"":""Dockerfile""},{""blankLines"":197,""codeLines"":1453,""commentLines"":16,""language"":""HTML""},{""blankLines"":8100,""codeLines"":28571,""commentLines"":8789,""language"":""Python""},{""blankLines"":5,""codeLines"":810,""commentLines"":0,""language"":""Text""},{""blankLines"":5,""codeLines"":9,""commentLines"":9,""language"":""Bourne Again Shell""},{""blankLines"":9,""codeLines"":59,""commentLines"":0,""language"":""TOML""},{""blankLines"":135,""codeLines"":884,""commentLines"":166,""language"":""C++""}]",2026-02-11T12:44:59,7e1c9b6f5ecf27613802e9a1705ca0097044a92c,true,false,false,false,"{""Python"":1704534,""C++"":63429,""Shell"":62246,""HTML"":48769,""Dockerfile"":9287,""Meson"":2568}",Review effort 2/5;Review effort 3/5;Review effort 4/5;Review effort 5/5;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
OthmanAdi/planning-with-files,master,13568,false,false,https://github.com/OthmanAdi/planning-with-files,13,.adal/skills/planning-with-files/SKILL.md;.agent/skills/planning-with-files/SKILL.md;.codebuddy/skills/planning-with-files/SKILL.md;.codex/skills/planning-with-files/SKILL.md;.continue/skills/planning-with-files/SKILL.md;.cursor/skills/planning-with-files/SKILL.md;.factory/skills/planning-with-files/SKILL.md;.gemini/skills/planning-with-files/SKILL.md;.kilocode/skills/planning-with-files/SKILL.md;.openclaw/skills/planning-with-files/SKILL.md;.opencode/skills/planning-with-files/SKILL.md;.pi/skills/planning-with-files/SKILL.md;skills/planning-with-files/SKILL.md,129,13,6,46,51,2026-02-24T12:47:04Z,0,0,0,95590568,OthmanAdi/planning-with-files,false,107,6,23,1247,Python,master,MIT License,https://www.aikux.ai,61,13568,13,309,2026-01-03T07:37:28,2026-02-09T09:15:26,2026-02-10T09:43:27,46,5,24,0,2679,7515,493,"[{""blankLines"":52,""codeLines"":157,""commentLines"":53,""language"":""Bourne Shell""},{""blankLines"":258,""codeLines"":907,""commentLines"":178,""language"":""Python""},{""blankLines"":45,""codeLines"":122,""commentLines"":47,""language"":""PowerShell""},{""blankLines"":0,""codeLines"":133,""commentLines"":0,""language"":""JSON""},{""blankLines"":2324,""codeLines"":6196,""commentLines"":215,""language"":""Markdown""}]",2026-02-09T09:15:26,4292f000a15ecf07a6d0900ab495b80864de2a15,true,false,false,false,"{""Python"":92939,""Shell"":46695,""PowerShell"":46485}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,adal;agent;agent-skills;agents;antigravity;claude;claude-code;claude-skills;clawd;clawdbot;clawdbot-skill;clawdhub;codebuddy;cursor;factory-ai;kilocode;manus;manus-ai;moltbot;moltbot-skills
Pangu-Immortal/hunter-ai-content-factory,main,176,false,false,https://github.com/Pangu-Immortal/hunter-ai-content-factory,0,,0,0,0,0,0,2026-02-24T12:47:09Z,0,0,0,95608969,Pangu-Immortal/hunter-ai-content-factory,false,45,1,0,52,Python,main,MIT License,https://github.com/Pangu-Immortal/hunter-ai-content-factory,2,176,1,12737,2026-01-22T11:08:04,2026-02-11T07:03:30,2026-02-14T07:16:19,1,0,1,0,3548,11218,4353,"[{""blankLines"":74,""codeLines"":348,""commentLines"":183,""language"":""YAML""},{""blankLines"":438,""codeLines"":1207,""commentLines"":9,""language"":""Markdown""},{""blankLines"":7,""codeLines"":326,""commentLines"":0,""language"":""JSON""},{""blankLines"":92,""codeLines"":392,""commentLines"":105,""language"":""Bourne Shell""},{""blankLines"":64,""codeLines"":293,""commentLines"":82,""language"":""DOS Batch""},{""blankLines"":6,""codeLines"":20,""commentLines"":0,""language"":""Text""},{""blankLines"":9,""codeLines"":53,""commentLines"":0,""language"":""TOML""},{""blankLines"":2656,""codeLines"":7699,""commentLines"":3810,""language"":""Python""},{""blankLines"":202,""codeLines"":880,""commentLines"":164,""language"":""CSS""}]",2026-02-11T07:03:30,21cebd438f668083f7307870bf079ff7f766166d,true,false,false,false,"{""Python"":518345,""CSS"":48806,""Shell"":21375,""Batchfile"":16887}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
PleasePrompto/notebooklm-skill,master,504,false,false,https://github.com/PleasePrompto/notebooklm-skill,1,SKILL.md,21,3,0,10,7,2026-02-24T12:47:09Z,0,0,0,95515010,PleasePrompto/notebooklm-skill,false,6,1,4,51,Python,master,MIT License,,2,504,1,203,2025-10-19T05:36:13,2025-11-21T05:42:12,2025-11-23T07:24:19,3,0,1,0,867,2765,399,"[{""blankLines"":2,""codeLines"":8,""commentLines"":0,""language"":""Text""},{""blankLines"":398,""codeLines"":1322,""commentLines"":399,""language"":""Python""},{""blankLines"":467,""codeLines"":1435,""commentLines"":0,""language"":""Markdown""}]",2025-11-21T05:39:51,eea5cb28ba79ab8b078a1eaa44ce9ec44f75dbf8,true,false,false,false,"{""Python"":69600}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
Saik0s/mcp-browser-use,main,891,false,false,https://github.com/Saik0s/mcp-browser-use,1,skills/browser-use/SKILL.md,2,0,0,0,1,2026-02-24T12:47:13Z,1,1,0,95295131,Saik0s/mcp-browser-use,false,102,4,0,113,Python,main,MIT License,,4,891,7,1619,2025-01-17T08:33:47,2026-02-10T10:41:22,2026-02-10T09:34:15,26,10,14,0,3907,13012,1996,"[{""blankLines"":12,""codeLines"":98,""commentLines"":0,""language"":""TOML""},{""blankLines"":339,""codeLines"":2017,""commentLines"":1,""language"":""HTML""},{""blankLines"":2125,""codeLines"":6124,""commentLines"":1947,""language"":""Python""},{""blankLines"":0,""codeLines"":133,""commentLines"":0,""language"":""JSON""},{""blankLines"":20,""codeLines"":46,""commentLines"":48,""language"":""YAML""},{""blankLines"":1411,""codeLines"":4594,""commentLines"":0,""language"":""Markdown""}]",2026-02-01T02:04:25,03e0dad7f429568f922e0cc09b72849472cb867c,true,false,false,false,"{""Python"":369194,""HTML"":82047,""Just"":2055}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
SterlingChin/marvin-template,main,821,false,false,https://github.com/SterlingChin/marvin-template,1,skills/start/SKILL.md,1,0,0,0,0,2026-02-24T12:47:14Z,1,0,0,95609289,SterlingChin/marvin-template,false,52,9,0,139,Python,main,MIT License,,13,821,3,131,2026-01-13T08:28:25,2026-02-04T07:09:27,2026-02-05T09:04:31,0,0,13,3,1425,4398,363,"[{""blankLines"":1,""codeLines"":2,""commentLines"":2,""language"":""YAML""},{""blankLines"":957,""codeLines"":2395,""commentLines"":8,""language"":""Markdown""},{""blankLines"":250,""codeLines"":1080,""commentLines"":174,""language"":""Bourne Shell""},{""blankLines"":4,""codeLines"":10,""commentLines"":0,""language"":""Text""},{""blankLines"":213,""codeLines"":911,""commentLines"":179,""language"":""Python""}]",2026-02-04T07:09:27,6eb4a538c1381b69d65a5afe29f70d2a5322d456,true,false,false,false,"{""Python"":48673,""Shell"":46950}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
SuperClaude-Org/SuperClaude_Framework,master,20787,false,false,https://github.com/SuperClaude-Org/SuperClaude_Framework,4,.claude/skills/confidence-check/SKILL.md;plugins/superclaude/skills/confidence-check/SKILL.md;skills/confidence-check/SKILL.md;src/superclaude/skills/confidence-check/SKILL.md,10,0,0,0,6,2026-02-24T12:47:14Z,1,1,0,95432493,SuperClaude-Org/SuperClaude_Framework,false,340,9,12,1768,Python,master,MIT License,https://superclaude.netlify.app/,174,20787,39,3940,2025-06-22T12:03:53,2026-02-11T04:32:48,2026-02-14T06:36:12,244,53,175,6,16498,54082,2370,"[{""blankLines"":16,""codeLines"":158,""commentLines"":2,""language"":""TOML""},{""blankLines"":1371,""codeLines"":3390,""commentLines"":1569,""language"":""Python""},{""blankLines"":14,""codeLines"":113,""commentLines"":11,""language"":""make""},{""blankLines"":0,""codeLines"":501,""commentLines"":0,""language"":""JSON""},{""blankLines"":80,""codeLines"":358,""commentLines"":370,""language"":""TypeScript""},{""blankLines"":87,""codeLines"":411,""commentLines"":67,""language"":""JavaScript""},{""blankLines"":118,""codeLines"":511,""commentLines"":78,""language"":""Bourne Shell""},{""blankLines"":137,""codeLines"":643,""commentLines"":41,""language"":""YAML""},{""blankLines"":14675,""codeLines"":47997,""commentLines"":232,""language"":""Markdown""}]",2026-02-11T04:32:47,55c658c77f88c538cf9d90a3736c1b24f8f64f44,true,false,false,false,"{""Python"":200316,""TypeScript"":34023,""Shell"":22326,""JavaScript"":16516,""Makefile"":5280}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;investigating;planned;question;wontfix,
Jeffallan/claude-skills,main,2426,false,false,https://github.com/Jeffallan/claude-skills,66,skills/angular-architect/SKILL.md;skills/api-designer/SKILL.md;skills/architecture-designer/SKILL.md;skills/atlassian-mcp/SKILL.md;skills/chaos-engineer/SKILL.md;skills/cli-developer/SKILL.md;skills/cloud-architect/SKILL.md;skills/code-documenter/SKILL.md;skills/code-reviewer/SKILL.md;skills/cpp-pro/SKILL.md;skills/csharp-developer/SKILL.md;skills/database-optimizer/SKILL.md;skills/debugging-wizard/SKILL.md;skills/devops-engineer/SKILL.md;skills/django-expert/SKILL.md;skills/dotnet-core-expert/SKILL.md;skills/embedded-systems/SKILL.md;skills/fastapi-expert/SKILL.md;skills/feature-forge/SKILL.md;skills/fine-tuning-expert/SKILL.md;skills/flutter-expert/SKILL.md;skills/fullstack-guardian/SKILL.md;skills/game-developer/SKILL.md;skills/golang-pro/SKILL.md;skills/graphql-architect/SKILL.md;skills/java-architect/SKILL.md;skills/javascript-pro/SKILL.md;skills/kotlin-specialist/SKILL.md;skills/kubernetes-specialist/SKILL.md;skills/laravel-specialist/SKILL.md;skills/legacy-modernizer/SKILL.md;skills/mcp-developer/SKILL.md;skills/microservices-architect/SKILL.md;skills/ml-pipeline/SKILL.md;skills/monitoring-expert/SKILL.md;skills/nestjs-expert/SKILL.md;skills/nextjs-developer/SKILL.md;skills/pandas-pro/SKILL.md;skills/php-pro/SKILL.md;skills/playwright-expert/SKILL.md;skills/postgres-pro/SKILL.md;skills/prompt-engineer/SKILL.md;skills/python-pro/SKILL.md;skills/rag-architect/SKILL.md;skills/rails-expert/SKILL.md;skills/react-expert/SKILL.md;skills/react-native-expert/SKILL.md;skills/rust-engineer/SKILL.md;skills/salesforce-developer/SKILL.md;skills/secure-code-guardian/SKILL.md;skills/security-reviewer/SKILL.md;skills/shopify-expert/SKILL.md;skills/spark-engineer/SKILL.md;skills/spec-miner/SKILL.md;skills/spring-boot-engineer/SKILL.md;skills/sql-pro/SKILL.md;skills/sre-engineer/SKILL.md;skills/swift-expert/SKILL.md;skills/terraform-engineer/SKILL.md;skills/test-master/SKILL.md;skills/the-fool/SKILL.md;skills/typescript-pro/SKILL.md;skills/vue-expert-js/SKILL.md;skills/vue-expert/SKILL.md;skills/websocket-engineer/SKILL.md;skills/wordpress-pro/SKILL.md,431,365,0,0,0,2026-02-24T12:45:57Z,1,0,0,95612911,Jeffallan/claude-skills,false,127,2,12,161,Python,main,MIT License,,16,2426,8,8867,2025-10-20T08:27:22,2026-02-13T12:58:20,2026-02-14T05:52:05,118,26,25,0,32592,142372,672,"[{""blankLines"":45,""codeLines"":93,""commentLines"":19,""language"":""Bourne Shell""},{""blankLines"":29,""codeLines"":263,""commentLines"":12,""language"":""HTML""},{""blankLines"":525,""codeLines"":2078,""commentLines"":376,""language"":""Python""},{""blankLines"":6,""codeLines"":45,""commentLines"":4,""language"":""CSS""},{""blankLines"":43,""codeLines"":566,""commentLines"":4,""language"":""YAML""},{""blankLines"":31775,""codeLines"":131180,""commentLines"":193,""language"":""Markdown""},{""blankLines"":0,""codeLines"":7034,""commentLines"":0,""language"":""JSON""},{""blankLines"":7,""codeLines"":48,""commentLines"":0,""language"":""make""},{""blankLines"":1,""codeLines"":3,""commentLines"":0,""language"":""Text""},{""blankLines"":24,""codeLines"":175,""commentLines"":9,""language"":""TypeScript""},{""blankLines"":125,""codeLines"":720,""commentLines"":53,""language"":""JavaScript""},{""blankLines"":12,""codeLines"":167,""commentLines"":2,""language"":""Astro""}]",2026-02-13T12:58:19,8b1a6145137a64aafad48a4edb9a878d8cfb9d12,true,false,false,false,"{""Python"":102527,""JavaScript"":32824,""HTML"":9442,""Astro"":5449,""Shell"":5045,""Makefile"":1597,""MDX"":1538,""CSS"":1291,""TypeScript"":270}",P1-high-impact;P2-medium-impact;P3-niche;bug;documentation;duplicate;enhancement;good first issue;gratitude;help wanted;invalid;maintenance;needs-third-party;question;skill-conversion;skill-enhancement;v0.3.0;v0.4.0;v0.5.0;wontfix;workflow,ai-agents;claude;claude-code;claude-marketplace;claude-skills
