avast/sage,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:37:58Z,131,false,false,1,1,0,0,0,0,0,0,0,0,1156212587,avast/sage,false,81,2,3,5,TypeScript,main,Apache-2.0,https://ai.gendigital.com/sage,131,131,6,3030,2026-02-12T11:48:19Z,2026-03-10T13:37:03Z,2026-03-14T13:17:34Z,,6,,,,,,,2026-03-10T13:37:03Z,d3771c745c36740615159b56cc958e1aa800daf7,true,false,false,,TypeScript;JavaScript;Shell,,agents;ai;claude-code;claude-code-plugin;cursor-ai;cursor-extension;openclaw;security;vscode-extension
barkain/claude-code-workflow-orchestration,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:38:48Z,31,false,false,1,0,0,0,0,0,0,0,0,0,1093722324,barkain/claude-code-workflow-orchestration,false,73,27,14,5,Python,main,MIT,,31,31,1,95651,2025-11-10T18:48:47Z,2026-03-14T18:08:41Z,2026-03-14T18:08:18Z,,1,,,,,,,2026-03-14T18:08:41Z,1768e0fee1400cae3d1989dd4d960328442b6471,true,false,false,,Python;Shell,,ai-agents;claude-code;claude-code-plugin;task-automation;workflow-orchestration
beadhub/beadhub,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:38:59Z,30,false,false,1,1,0,0,0,0,0,0,0,0,1148270277,beadhub/beadhub,false,187,3,0,5,Python,main,MIT,,30,30,1,1698,2026-02-02T19:17:43Z,2026-03-08T16:02:07Z,2026-03-08T15:16:21Z,,1,,,,,,,2026-03-08T16:02:07Z,0a13a1f6dd334768732f7c8c40593c343a80035a,true,false,false,,Python;TypeScript;Makefile;PLpgSQL;Shell;CSS;Dockerfile;JavaScript;HTML,,
benswift/.dotfiles,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:39:03Z,20,false,false,1,0,0,0,0,0,0,0,0,0,4605260,benswift/.dotfiles,false,2838,1,0,7,Python,main,MIT,,20,20,5,2589,2012-06-09T06:11:07Z,2026-03-12T03:42:09Z,2026-03-12T03:42:13Z,,1,,,,,,,2026-03-12T03:42:09Z,7a7fac92488585d614e7e1b7ff35175a1d6f2a5b,true,false,false,,Python;Shell;YASnippet;Emacs Lisp;GLSL;Tree-sitter Query;HTML;Scheme,,
block/goosetown,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:40:05Z,61,false,false,1,1,0,0,0,0,0,0,0,0,1161347274,block/goosetown,false,3,3,0,7,JavaScript,main,Apache-2.0,,61,61,1,4712,2026-02-19T02:13:12Z,2026-02-25T13:30:07Z,2026-03-13T14:39:16Z,,3,,,,,,,2026-02-25T13:30:07Z,0bdb3227bfd56158dfedb9a46cd30c90eb993c21,true,false,false,,JavaScript;Python;Shell;CSS;HTML,,
blueberrycongee/Lumina-Note,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:40:08Z,747,false,false,1,0,0,0,0,0,0,0,0,0,1105973710,blueberrycongee/Lumina-Note,false,1494,9,55,80,TypeScript,main,Apache-2.0,,747,747,6,40755,2025-11-28T12:34:30Z,2026-03-14T23:36:59Z,2026-03-15T01:14:51Z,,16,,,,,,,2026-03-14T23:36:59Z,ff3c8d9ff636b12c9ca6c091c51382846aed2217,true,false,false,,TypeScript;Rust;JavaScript;Python;Kotlin;Swift;CSS;Shell;HTML;Dockerfile,,ai;ai-agents;desktop-app;knowledge-graph;local-first;markdown;note-taking;own-your-data;pdf-reader;rag;react;rust;second-brain;semantic-search;tauri;typescript
blueraai/bluera-knowledge,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:40:09Z,11,false,false,1,1,0,0,0,0,0,0,0,0,1125000403,blueraai/bluera-knowledge,false,904,4,151,3,TypeScript,main,MIT,https://bluera.ai/,11,11,2,35967,2025-12-30T01:36:44Z,2026-03-12T04:51:25Z,2026-03-14T22:56:50Z,,1,,,,,,,2026-03-12T04:51:25Z,298993bd3494bc033cef722b474d94e537e7384a,true,false,false,,TypeScript;Shell;Python;JavaScript,,ai-agents;anthropic;claue-code;cli-tool;code-search;developer-tools;documentation;embedding-model;knowledge-management;mcp;offline-first;rag;retrieval;semantic-search;typescript;vector-database
bytedance-deer-flow/deer-flow-installer,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:41:27Z,19,false,false,0,0,0,0,0,0,0,0,0,0,1180249797,bytedance-deer-flow/deer-flow-installer,false,5,1,1,4,Python,main,Apache-2.0,,19,19,1,775,2026-03-12T21:18:52Z,2026-03-12T21:55:41Z,2026-03-14T19:34:08Z,,0,,,,,,,2026-03-12T21:55:41Z,61e5dc4b622084c68a20c2b6d795f7ecc2882d1e,false,false,false,,Python;HTML;Shell;JavaScript,,deer-flow;deer-flow-agent;deer-flow-download;deer-flow-installer;deerflow;deerflow-install
cadamsdev/restman,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:41:33Z,33,false,false,0,0,0,0,0,0,0,0,0,0,1135684312,cadamsdev/restman,false,76,2,2,1,TypeScript,main,MIT,https://userestman.vercel.app,33,33,1,2132,2026-01-16T12:54:06Z,2026-01-31T04:33:55Z,2026-03-12T04:04:14Z,,1,,,,,,,2026-01-31T04:33:55Z,a9d04b9c25f1df600fe4ca306eecbb4c7cb1e8f6,false,false,false,,TypeScript;Vue;Shell;PowerShell;CSS,,api;api-client;http-client;postman-alternative;rest-api;tui
calvingit/ai-tools,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:41:54Z,27,false,false,0,0,0,0,0,0,0,0,0,0,997858592,calvingit/ai-tools,false,39,1,0,8,Python,main,MIT,,27,27,2,1621,2025-06-07T10:44:48Z,2026-03-14T04:04:29Z,2026-03-14T04:04:33Z,,0,,,,,,,2026-03-14T04:04:29Z,9c710ed12613f6aa0afc9052e68d14982347dd1d,true,false,false,,Python;HTML;Shell;JavaScript,,agents;claude-code;codex;mcp;skills
ckelsoe/claude-skill-prompt-architect,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:43:22Z,32,false,false,1,0,0,0,0,0,0,0,0,0,1103259159,ckelsoe/claude-skill-prompt-architect,false,38,1,7,4,Python,main,MIT,https://github.com/ckelsoe/claude-skill-prompt-architect,32,32,1,257,2025-11-24T16:27:21Z,2026-03-10T21:42:02Z,2026-03-14T08:28:28Z,,0,,,,,,,2026-03-10T21:42:02Z,4ffc4e4bf4e97e211956508971e32012465b9ca0,true,false,false,,Python;JavaScript,,claude-code;claude-skill;prompt-engineering;prompt-frameworks;prompt-improvement
closedform/deriver,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:43:27Z,33,false,false,0,0,0,0,0,0,0,0,0,0,1135968427,closedform/deriver,false,75,4,2,1,Python,main,MIT,https://pypi.org/project/symderive/,33,33,3,10922,2026-01-16T21:15:26Z,2026-02-05T18:15:59Z,2026-03-07T18:20:12Z,,1,,,,,,,2026-02-05T18:15:59Z,34aac8e5b64a8af91c58ce13b37d43552cd1d620,true,false,false,,Python;Shell,,ai-agents;calculus;computer-algebra;physics;symbolic-math;sympy
co-r-e/dexcode,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:43:49Z,13,false,false,0,0,0,0,0,0,0,0,0,0,1164937034,co-r-e/dexcode,false,57,11,2,1,TypeScript,main,MIT,https://co-r-e.github.io/dexcode-lp/,13,13,1,5459,2026-02-23T16:43:57Z,2026-03-14T20:09:37Z,2026-03-14T20:09:40Z,,11,,,,,,,2026-03-14T20:09:37Z,7ac7cbfb9f08110f7588fc63ce976e31973d6a28,true,false,false,,TypeScript;MDX;CSS;JavaScript,,ai;mdx;nextjs;presentation;slides
copilot-community-sdk/copilot-sdk-java,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:44:39Z,57,false,false,1,1,0,1,0,0,0,0,0,0,1138688458,copilot-community-sdk/copilot-sdk-java,false,628,41,12,10,Java,main,MIT,https://copilot-community-sdk.github.io/copilot-sdk-java/,57,57,5,30897,2026-01-21T01:53:02Z,2026-03-15T01:11:49Z,2026-03-13T11:42:50Z,,3,,,,,,,2026-03-15T01:11:49Z,23618864660598da71c809cfc9651817e51b8547,false,false,false,,Java;CSS;Shell,,copilot;github;java
coreyepstein/hq-starter-kit,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:44:40Z,17,false,false,1,0,0,0,0,0,0,0,0,0,1137729490,coreyepstein/hq-starter-kit,false,170,1,1,8,TypeScript,main,MIT,,17,17,2,6678,2026-01-19T18:54:02Z,2026-03-13T01:24:50Z,2026-03-13T23:35:00Z,,4,,,,,,,2026-03-13T01:24:50Z,1ec5727717e960d042fc7d528369a62089a03d1a,true,false,false,,TypeScript;HTML;Shell;PowerShell;JavaScript;NSIS,,ai-agents;ai-workers;claude-code;developer-tools;personal-os;typescript
davidromeo/tradeblocks,known_skill_repos.csv,False,SKILL.md,,master,master,,,,,,code_search,200,none,,,,2026-04-18T20:46:42Z,34,false,false,1,0,0,0,0,0,0,0,0,0,1060819697,davidromeo/tradeblocks,false,1270,34,29,17,TypeScript,master,MIT,https://tradeblocks.io,34,34,7,11902,2025-09-20T16:54:28Z,2026-03-11T02:15:23Z,2026-03-13T15:08:25Z,,6,,,,,,,2026-03-11T02:15:23Z,15d358e1ee007bf630f6ac92784702e67c9b0e64,false,false,false,,TypeScript;JavaScript;CSS;PowerShell;Shell;Dockerfile,,
dcstrange/ClawTeam,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:46:57Z,55,false,false,0,0,0,0,0,0,0,0,0,0,1171676237,dcstrange/ClawTeam,false,6,1,0,2,TypeScript,main,MIT,,55,55,1,20708,2026-03-03T13:44:22Z,2026-03-12T10:02:17Z,2026-03-12T14:20:39Z,,0,,,,,,,2026-03-12T10:02:17Z,60b893fdb622f951f7b0751a259cc98273c05a7c,true,false,false,,TypeScript;Python;JavaScript;Shell;CSS;Dockerfile;HTML,,
deborahikssv/Antigravity-claw,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:46:59Z,343,false,false,0,0,0,0,0,0,0,0,0,0,1175354522,deborahikssv/Antigravity-claw,false,8,1,0,3,Rust,main,MIT,,343,343,1,143,2026-03-07T15:45:06Z,2026-03-12T22:56:19Z,2026-03-14T12:40:12Z,,1,,,,,,,2026-03-12T22:56:19Z,413ea4644036369abaf147e5b212dd2a2dec03c9,true,false,false,,Rust;Python;JavaScript;Shell,,ai;ai-assistant;antigravity;antigravity-ai;antigravity-claw;antigravity-ide;antigravity-openclaw;antigravity-openclaw-skill;antigravity-skill;openclaw-skill;skill;skills
debridge-finance/debridge-mcp,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:46:59Z,29,false,false,1,0,0,0,0,0,0,0,0,0,1153095824,debridge-finance/debridge-mcp,false,32,5,5,2,TypeScript,main,MIT,,29,29,3,1205,2026-02-08T22:13:33Z,2026-02-26T19:14:41Z,2026-02-26T19:08:41Z,,3,,,,,,,2026-02-26T19:14:41Z,6d7f03bf0a29495e3b3d29ecb4d168269656409a,true,false,false,,TypeScript;JavaScript;Dockerfile,,
deliveryhero/asya,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:47:15Z,42,false,false,1,1,0,1,0,0,0,0,0,0,1090301938,deliveryhero/asya,false,294,80,22,4,Python,main,Apache-2.0,https://asya.sh/,42,42,5,86552,2025-11-05T13:41:10Z,2026-03-14T12:52:20Z,2026-03-14T03:42:30Z,,18,,,,,,,2026-03-14T12:52:20Z,a7cec2a5bfce880706935271ec252ab41d91e61d,false,false,false,,Python;Go;Makefile;Shell;Go Template;PLpgSQL;HTML;Dockerfile;TypeScript,,actors-framework;ai;ai-orchestration;event-driven;kubernetes
devartifex/copilot-unleashed,known_skill_repos.csv,False,SKILL.md,,master,master,,,,,,code_search,200,none,,,,2026-04-18T20:47:47Z,61,false,false,1,1,0,0,0,0,0,0,0,0,1170311452,devartifex/copilot-unleashed,false,5,6,1,8,TypeScript,master,MIT,,61,61,1,1495,2026-03-02T01:28:13Z,2026-03-14T18:29:08Z,2026-03-14T18:28:58Z,,0,,,,,,,2026-03-14T18:29:08Z,dde5b954ffbafc1058d370adc21e97774cc13681,false,false,false,,TypeScript;Svelte;JavaScript;Bicep;Shell;CSS;Dockerfile;HTML,,ai-chat;copilot;copilot-sdk;github;multi-model;self-hosted;svelte;sveltekit;typescript
dmmulroy/overseer,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:48:07Z,222,false,false,1,0,0,0,0,0,0,0,0,0,1142566984,dmmulroy/overseer,false,97,6,21,13,Rust,main,MIT,,222,222,3,10209,2026-01-26T15:22:59Z,2026-02-23T03:59:43Z,2026-03-08T14:19:48Z,,3,,,,,,,2026-02-23T03:59:43Z,5880d97939744ff72eb552c671da2fae1789041e,true,false,false,,Rust;TypeScript;Shell;JavaScript;CSS;HTML,,
dotnet/aspire,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:48:47Z,5525,false,false,1,1,0,1,0,0,0,0,0,0,696529789,dotnet/aspire,false,6471,493,33,824,TypeScript,main,MIT,https://aspire.dev,5525,5525,249,127950,2023-09-25T23:49:49Z,2026-03-14T23:08:16Z,2026-03-14T19:25:28Z,,1662,,,,,,,2026-03-14T23:08:16Z,8aba30e0f288ebeee09e7322732e3ee917aaea39,true,false,false,,TypeScript;C#;Bicep;Rust;Java;Go;Python;HTML;PowerShell;Shell;CSS;JavaScript;Dockerfile;CMake;Vue;Batchfile;Pug,,cloud;dotnet;hacktoberfest;python;typescript
dream-horizon-org/pulse,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:49:09Z,135,false,false,0,0,0,0,0,0,0,0,0,0,1105821837,dream-horizon-org/pulse,false,2841,149,0,11,Java,main,Apache-2.0,,135,135,65,58011,2025-11-28T07:56:52Z,2026-03-14T20:11:06Z,2026-03-13T15:22:14Z,,50,,,,,,,2026-03-14T20:11:06Z,3777fe22cb4e58227097cce5b56adc8b1f375ea1,true,false,false,,Java;TypeScript;Kotlin;CSS;HTML;Shell;JavaScript;HCL;Dockerfile;Objective-C++;Ruby;Swift;Python;Objective-C;QMake,,
drewdrewH/code-graph-context,known_skill_repos.csv,False,SKILL.md,,main,main,,,,,,code_search,200,none,,,,2026-04-18T20:49:11Z,12,false,false,1,1,0,0,0,0,0,0,0,0,1006677850,drewdrewH/code-graph-context,false,194,6,43,2,TypeScript,main,MIT,https://www.npmjs.com/package/code-graph-context?activeTab=readme,12,12,4,1206,2025-06-22T19:21:54Z,2026-03-11T22:33:01Z,2026-03-14T14:42:49Z,,2,,,,,,,2026-03-11T22:33:01Z,c51676a539c199b2004013cfa5eae28b850e543b,false,false,false,,TypeScript;JavaScript;Python;Shell,,ai-code-analysis;claude-code;code-graph-rag;developer-tools;graph-database;graphrag;mcp-server;neo4j;nestjs;openai;typescript
